feature	AB01_02	AB01_04	AB01_12	AB02_00	AB02_02	AB02_04	AB02_12	AB03_00	AB03_02	AB03_04	AB03_12	AB04_00	AB04_02	AB04_04	AB04_12	AB05_00	AB05_02	AB05_04	AB05_12	AB06_00	AB06_02	AB06_04	AB06_12	AB07_00	AB07_02	AB07_04	AB07_12	AB09_00	AB09_02	AB09_04	AB09_12	AB10_00	AB10_02	AB10_04	AB10_12	AB11_00	AB11_02	AB11_04	AB11_12	AB12_00	AB12_02	AB12_04	AB12_12	AB13_00	AB13_02	AB13_04	AB13_12	AB14_00	AB14_02	AB14_04	AB14_12	AB15_00	AB15_02	AB15_04	AB15_12	AB17_00	AB17_02	AB17_04	AB17_12	AB19_00	AB19_02	AB19_04	AB19_12	AB20_00	AB20_02	AB20_04	AB20_12	AB21_00	AB21_02	AB21_04	AB21_12	AB22_00	AB22_02	AB22_04	AB22_12	AB23_00	AB23_02	AB23_04	AB23_12	AB24_00	AB24_02	AB24_04	AB24_12	AB25_00	AB25_02	AB25_04	AB25_12	AB26_00	AB26_02	AB26_04	AB27_00	AB27_02	AB27_04	AB27_12	AB28_00	AB28_02	AB28_04	AB28_12	AB30_00	AB30_02	AB30_04	AB30_12	AB31_00	AB31_04	AB31_12	AB32_00	AB32_02	AB33_00	AB33_02	AB34_00	AB34_02	AB34_04	AB34_12	AB35_00	AB35_02	AB35_04	AB35_12	AB36_00	AB36_02	AB36_04	AB36_12	AB37_00	AB37_02	AB37_04	AB37_12	AB38_00	AB38_02	AB38_04	AB38_12	AB39_00	AB39_02	AB39_04	AB39_12	AB40_00	AB40_02	AB40_04	AB40_12	AB41_00	AB41_02	AB41_04	AB41_12	AB43_00	AB43_02	AB43_04	AB43_12	AB45_00	AB45_02	AB45_04	AB45_12	AB46_00	AB46_02	AB46_04	AB46_12	AB47_00	AB47_02	AB47_12
CE12	157.78463	138.45259	133.7989	74.95065	78.56249	117.16279	93.84563	53.85373	47.77567	81.99015	73.74228	143.82047	181.07645	118.31091	90.59104	164.4621	169.87077	180.62526	110.19639	36.27266	44.90633	44.21586	143.23323	115.49233	129.66865	119.18362	198.94517	129.19873	52.32193	67.06801	186.0575	175.13603	145.44466	181.99227	156.66403	297.1588	121.82865	178.09969	184.22366	129.58378	143.42411	155.19078	158.92048	139.99722	140.73339	137.12136	177.88808	251.65361	176.91306	198.72646	93.91822	110.54503	93.17286	38.36649	178.03761	100.86175	106.3514	97.87636	132.58089	109.49596	109.61738	130.45963	131.26164	227.70383	39.46109	75.80499	77.9232	77.11966	76.12829	114.35593	91.91107	79.70536	94.05991	91.51386	113.73129	182.16741	193.10354	211.11935	159.52183	178.32291	163.46649	78.64519	163.03773	117.30184	116.97128	139.24673	154.017	134.45217	45.27996	100.04992	133.21735	110.70242	126.63605	171.02663	51.07971	181.68513	81.73859	114.48853	161.92574	79.53159	56.12492	97.63081	175.9235	56.05566	72.85167	124.98065	58.49122	91.55146	146.95724	111.86509	68.39023	114.70357	113.75389	56.66204	39.58981	85.08586	44.19865	186.89249	136.09302	149.11623	214.08659	74.58467	119.4613	92.68275	95.1516	189.16314	150.01006	116.1446	164.9465	46.11799	33.84557	24.07977	60.74953	76.79682	66.21051	69.14894	151.12132	310.1342	216.76002	309.96816	190.53112	114.82965	100.42235	103.41081	120.97573	178.26945	167.0687	165.30604	162.76709	157.13564	112.03606	118.24297	84.41162	119.18423	86.15115	93.11649
CE13	NA	NA	0.16243	NA	NA	0.23676	0.33694	0.57512	0.60297	0.23571	0.36921	0.26286	NA	0.31278	0.37331	NA	NA	NA	NA	0.1286	0.30816	0.19765	NA	1.18554	2.1801	2.60919	0.37662	0.72934	2.62106	1.78829	0.1224	NA	NA	NA	NA	0.62705	1.36331	1.5038	0.63808	NA	0.30155	0.65897	0.62443	0.56849	0.12385	0.79282	0.7592	3.41134	0.89375	2.28567	0.12673	0.06167	NA	0.145	NA	0.6451	1.00284	0.54302	0.50021	2.62339	3.84567	5.12091	2.37052	7.42019	2.15482	8.21529	3.80548	3.96059	1.54269	1.69292	1.94478	0.13846	NA	0.34597	0.94779	8.94582	5.99152	8.267	4.51819	0.9815	1.09926	4.28884	1.12158	NA	NA	NA	0.17171	0.38989	NA	0.22642	0.33696	0.1257	NA	1.20309	NA	NA	NA	0.08033	3.30204	3.10247	3.08054	2.42975	0.09723	0.47604	0.36867	0.10976	NA	7.708	2.45426	0.08818	0.07742	0.08206	0.16633	0.22152	0.72146	0.72145	0.70783	NA	0.07919	NA	NA	2.71764	3.07142	0.34598	3.01292	0.74293	0.55137	0.44135	0.7213	0.66985	0.25661	0.17302	0.4211	0.43324	1.13794	0.65588	0.3088	0.17756	NA	NA	0.06945	NA	0.07183	1.15246	5.52754	1.59824	2.01414	0.64495	0.57327	0.16013	NA	0.11303	NA	0.18814	0.75506	0.65601
CE14	8.01402	12.05406	4.70479	1.38642	1.99705	1.27219	1.18362	6.76755	5.68694	7.53211	3.8196	0.99542	2.07465	3.20996	1.72426	12.40189	8.47063	6.67608	7.28922	0.23392	0.67822	0.94426	3.59878	27.40563	27.04397	25.27546	29.1919	7.59615	8.46571	6.04586	5.73668	4.2244	8.3543	6.86153	13.62924	8.71132	7.84207	6.7039	7.58666	4.64849	4.16577	5.08757	3.93709	4.05242	4.22152	0.89117	4.00799	4.0608	4.42004	4.72055	9.47482	4.72317	2.09318	2.82414	6.07995	13.1347	15.40107	20.87509	8.03793	3.26931	5.10041	6.54845	13.32857	2.72506	4.76087	0.88221	5.01913	6.22219	6.68409	5.24763	18.28625	2.01872	6.64768	4.78066	9.79387	7.29542	3.62151	4.73634	6.02767	3.93085	2.44458	4.19447	4.86172	14.92814	16.05438	13.46343	10.50979	0.71849	NA	0.51407	2.52228	0.74298	2.17991	7.34984	4.2749	4.02898	5.14464	5.20931	5.02193	7.21256	15.2192	3.78203	6.9567	7.91895	11.02244	1.6345	1.79269	4.16305	2.99676	1.55443	0.67662	18.84566	6.52291	5.38702	9.50846	8.87712	4.12223	8.80991	3.93483	10.90891	10.2626	3.34173	7.03372	6.33522	8.60659	14.85682	25.0393	36.56171	8.65341	2.276	0.59868	1.30009	1.15426	1.27871	3.08502	4.20113	2.39228	0.96025	0.81442	0.83824	0.23493	19.11952	16.20963	11.42984	14.80944	44.92008	45.54248	25.96507	47.50653	6.49755	10.69465	14.58633	16.51015	12.19213	18.77146	10.92341
CE15	37.24753	35.59388	21.36641	21.50201	27.53643	26.2883	18.31223	7.20056	9.84499	7.90881	12.46552	16.96594	30.66558	17.08684	17.42311	50.09749	44.30813	41.77454	23.38071	12.79526	10.84761	10.66175	17.6977	11.85296	15.88445	14.47512	29.91873	12.04698	0.25947	7.05861	30.07172	19.7055	20.44727	18.05248	24.05153	24.91216	20.549	20.80235	19.45555	4.56915	12.95466	19.22633	13.81255	24.84164	28.3791	23.48661	36.38757	17.08603	27.39548	22.86873	10.64853	14.8765	17.24887	9.06181	31.27457	34.55842	33.72553	46.04261	30.58149	23.02322	35.77534	39.24964	23.50168	33.00466	7.86979	12.69445	9.84845	7.67767	8.33894	9.52573	14.97049	11.73943	22.26909	11.28871	17.37908	48.6718	75.67958	44.73326	47.40737	25.1454	19.86136	11.69379	36.39273	18.17503	11.16144	16.72504	25.38588	7.65598	0.92539	0.87077	44.40357	42.58048	36.86776	54.15398	7.32134	53.54313	13.6987	28.23577	19.69491	11.8479	14.5489	10.38744	11.21749	6.64104	11.05536	25.82602	17.42175	21.43041	37.5265	7.21688	6.34248	3.40275	27.36489	14.82121	9.4337	16.26296	7.22747	18.16987	20.71107	28.5804	31.07601	6.96561	18.80028	10.61945	17.18115	46.78939	36.6731	36.59114	34.75835	17.6453	10.54995	7.19906	30.30628	28.24955	8.66113	30.56825	47.10424	9.88838	8.40939	6.47117	9.63119	14.79193	13.08051	9.43316	13.66739	51.85123	42.83063	50.38836	56.74498	12.43925	9.57173	21.99874	23.51122	11.95807	18.36036	17.52695
CE17	14.78156	10.86236	33.94991	41.14518	39.03761	33.55438	36.15962	29.56135	25.20817	35.07291	25.31764	33.71946	43.03566	26.87349	17.42746	19.27432	16.36406	33.29545	15.7039	67.79469	34.47019	28.36153	36.63021	82.18501	54.00973	44.4653	27.05304	54.28554	15.76011	16.79076	49.793	56.07162	62.1662	56.55463	31.83783	18.64977	50.36243	15.23174	19.61128	26.84618	46.63423	16.88077	40.33631	55.73066	84.72227	80.22078	47.76603	44.13069	59.25216	48.59305	26.39828	28.56549	26.26372	17.91549	28.35299	29.78113	19.64897	25.29932	29.79117	53.47947	33.69777	55.92917	40.49999	48.56696	25.08633	70.08733	52.74158	39.19535	36.23456	38.65906	44.792	23.44356	22.43123	19.65071	57.53068	45.44762	52.88784	59.50943	21.84208	13.65832	11.95619	6.73047	8.11971	20.63451	13.16913	18.84299	14.4172	6.96999	19.33312	3.48669	53.88735	60.88232	54.03258	38.97906	14.15113	32.96467	23.54126	36.76575	29.01524	32.34169	32.13479	14.10383	16.72984	29.41858	58.01973	21.43011	9.83771	31.0742	46.08716	45.99796	45.48199	40.60127	60.71485	28.13547	20.19694	28.98133	26.13751	33.69754	28.3074	36.016	47.60504	30.67948	29.35055	31.83637	45.17666	32.24659	27.4656	14.83628	14.93244	31.16331	24.7603	28.0072	68.90977	54.2958	27.03061	44.77327	40.90493	31.75387	51.12103	26.22371	42.99112	36.66464	36.89332	40.85674	39.14883	51.24841	33.00558	61.2655	45.56941	10.33937	10.71499	20.23525	17.72641	17.20435	16.07094	60.15254
CE2	99.15581	67.64629	88.94001	40.01821	51.04579	46.35623	61.4508	81.50899	85.82891	70.67423	79.1356	70.14675	73.03446	47.96184	50.64592	62.3287	45.20267	56.99064	40.24551	72.44137	44.98332	32.86164	36.97631	123.15855	116.93294	110.90197	73.66654	76.23113	29.77541	40.31547	123.43791	88.39996	130.17047	98.49956	74.09291	164.31803	110.47109	68.27167	107.73125	79.27838	117.12009	56.43322	102.17573	92.52666	101.55483	110.14456	77.95576	91.85722	106.56535	75.23223	40.93281	67.75161	72.36285	39.75953	90.53469	102.40301	108.23504	111.1465	79.50032	119.03947	75.1148	102.90934	100.48386	75.94947	58.31502	100.73655	80.05144	93.54986	99.9269	143.05255	97.40342	44.48473	41.60614	46.38953	76.1517	89.39196	129.57931	133.03714	107.74715	35.56826	32.43657	35.2819	24.17991	66.63811	29.53785	54.64027	51.63311	94.83194	72.32863	87.12897	86.07233	108.2505	78.13707	59.11954	31.88875	39.88545	43.82524	61.63727	47.28211	68.68641	47.5051	36.74087	78.64568	69.8382	133.99209	66.64269	60.61015	69.13123	61.72718	206.11089	154.43411	264.82136	185.28795	76.9347	63.28825	83.08469	63.72358	97.07104	79.87392	96.06585	125.22012	63.45207	54.00671	48.75159	81.69102	83.1134	84.68396	47.51029	59.71163	52.55666	51.9254	52.79135	99.34275	88.62545	66.14429	60.70748	81.7836	105.13708	197.28562	111.81085	160.91047	93.55509	63.29204	89.82765	76.79361	112.02473	64.07693	107.38223	101.98124	52.84902	88.91192	91.11801	75.51709	57.09099	62.80173	83.64029
CE3	4.98622	3.22104	4.36096	NA	NA	NA	NA	1.78203	1.54817	1.40472	3.45067	0.81607	0.98474	1.25665	0.24543	3.13696	3.48086	4.0652	5.19366	NA	NA	NA	NA	1.29891	2.56235	2.93728	4.61043	NA	NA	0.98756	4.86239	7.31833	4.58019	5.72268	4.07707	9.74104	10.29532	15.18149	12.0869	4.19303	8.84935	2.88492	7.65127	0.87178	1.76424	0.34602	1.66377	2.38647	2.55713	1.36329	0.50811	5.0444	5.33649	1.90764	9.76307	8.83987	4.88027	6.79705	9.49559	1.82708	0.11163	1.82425	2.24522	12.75887	8.43264	9.11646	12.77214	11.33778	7.47996	6.4754	11.46592	0.261	2.74198	0.85126	0.83095	1.33837	2.38988	1.67116	1.10387	2.04339	2.22357	0.88669	3.93269	0.87498	1.19308	1.3637	1.15981	NA	NA	NA	5.83344	2.55141	7.8665	2.20379	NA	NA	NA	NA	0.93373	0.55285	NA	0.50983	3.19774	2.42252	3.30674	4.82073	5.39233	1.25654	5.40539	NA	NA	NA	1.09356	4.6334	5.16617	5.0794	4.1549	2.74333	1.32855	6.85265	1.88465	2.56201	2.27799	0.45492	1.44523	4.75531	6.63332	3.70254	1.7995	NA	NA	NA	NA	3.07046	1.63404	2.33144	2.30728	0.44789	1.39936	1.00013	0.40876	3.87304	6.47324	6.69569	3.73895	3.91068	3.52212	2.46411	3.23851	1.30376	3.09725	2.51459	1.98945	0.10849	0.11259	2.20085
CE4	1140.82426	1166.07331	1364.01821	1029.11533	936.85565	925.48601	905.40468	1050.13658	1022.60538	1172.03844	1018.98295	1333.90528	1217.68373	1159.85264	1064.36297	1071.97591	1111.24866	1101.01006	1027.35974	1155.10234	1098.35796	1057.61369	1051.92022	908.45562	1065.85905	1003.19036	834.3119	1005.66711	1197.65315	1129.04606	947.02887	986.53361	937.39215	958.56537	996.12055	895.76489	1166.2834	1181.63875	1015.05751	1125.758	1073.38631	1086.77609	1090.13441	1076.792	1029.85034	1078.18572	1173.06178	1082.31663	990.3011	1027.19749	971.83997	1098.80159	1165.94087	1032.27437	973.91949	1060.59357	1108.618	925.32008	976.19031	1154.0217	1162.02893	1125.13356	1116.4126	878.75834	1112.81657	1151.09879	1136.72337	1066.40743	1066.05546	897.38004	1048.28538	1092.22849	937.11174	1113.23533	1152.81855	1191.52369	1204.81253	1227.26486	1200.45149	1046.48538	1198.15679	1192.53011	1045.55935	1059.09368	1046.28383	1197.40433	1133.72007	1180.24478	1266.97761	1156.60934	1048.89142	1078.69948	1025.88062	1005.48535	939.46108	951.91941	927.2681	1020.9698	1213.20838	1238.9056	1314.09497	1154.54812	1011.72442	1294.14273	1351.34108	1189.66512	1094.55475	1260.60663	922.14791	893.70839	952.37504	758.82729	887.66196	1258.96214	1257.11479	1157.03652	1171.05479	1183.46733	1056.95408	1163.02345	1059.97834	1113.93518	1058.52651	1085.95728	1171.24551	1263.93951	1244.91664	1118.27544	1123.27001	1001.54984	993.9505	1107.69546	1096.03185	1092.86893	1208.61475	1167.25955	1093.35978	990.14307	697.02541	961.38651	825.28875	1176.19071	1130.20027	1055.38345	1131.30164	1348.14572	1234.99985	1258.77333	1259.33625	1403.67847	1142.15275	1276.10469	1323.23718	1278.32339	1379.40832	1328.48509
CE5	0.09694	0.3123	0.06843	NA	NA	NA	0.42582	NA	NA	NA	0.32588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18447	NA	NA	NA	NA	NA	0.06643	NA	0.19791	NA	NA	NA	NA	NA	NA	NA	NA	1.48341	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53544	0.10361	0.21868	NA	NA	NA	NA	NA	NA	1.26242	NA	NA	NA	0.10931	NA	NA	NA	NA	NA	NA	NA	0.20454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53847	0.38258	0.42307	0.084	NA	NA	NA	NA	NA	0.33848	NA	NA	NA	6.42956	NA	NA	NA	0.66311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10223	NA	NA	0.18601	NA	0.30926	0.04393	NA	NA	NA	NA	NA	NA	NA
CE6	50.87416	29.20052	41.96776	4.35855	7.57507	17.65223	5.76896	11.91026	8.87704	28.31044	14.29281	30.7947	30.15869	16.38688	25.25431	26.55905	26.12857	17.10771	10.29223	1.72558	2.67461	4.86042	10.14038	23.74517	14.50201	24.19154	48.50362	19.43926	4.6667	7.09903	28.88369	29.47775	18.69023	23.32668	25.15323	138.96526	30.54239	44.10309	64.43255	10.9858	15.84858	7.34255	12.8384	17.97626	14.65793	16.62794	14.61027	21.21641	32.522	31.6948	7.92424	30.56905	14.50214	5.35771	61.96129	13.08931	21.4466	18.26495	24.16956	10.3574	3.93258	9.35126	9.17296	49.07988	14.3128	18.00408	35.24718	36.74825	21.26739	32.55296	24.67968	7.57154	21.07058	6.53239	7.32475	23.59108	44.05371	19.2104	24.90519	13.42545	9.61241	6.64512	12.89228	8.44468	8.05448	7.76077	25.15774	28.60795	52.56187	2.799	12.36487	17.87412	12.79765	15.72867	10.4811	11.42108	9.23113	12.23844	34.37779	19.05143	36.79724	13.85591	62.84199	12.36125	18.33583	23.24243	27.73984	6.57682	29.51647	17.7492	3.12507	7.97491	23.93124	68.56018	76.75908	74.25588	23.70047	8.86052	7.35072	11.66841	12.80482	9.44687	8.38128	13.85636	6.81197	48.08163	24.22178	31.96876	11.54136	4.65761	6.35996	2.94798	16.26564	14.72656	16.11826	11.72366	19.2897	1.26781	5.10444	1.93199	2.08811	6.16856	7.44115	5.60788	4.22304	15.86239	31.3286	21.87955	18.48625	3.9553	11.35875	28.54235	18.26435	43.44515	25.23747	23.63786
CE7	62.74326	61.53494	56.46439	67.34379	51.36411	83.44609	56.24217	37.0111	55.73062	35.43516	43.04104	52.46161	51.71961	57.84752	64.85605	72.75347	89.7031	64.64956	45.17291	21.0371	23.27268	23.5845	68.27938	25.61393	52.59376	53.51686	81.33596	41.98795	29.49462	24.02067	80.55765	58.0989	47.70358	49.16391	59.44248	222.94253	105.25029	122.39353	156.25981	37.61113	35.31906	47.10616	41.7747	108.97497	68.87679	58.98641	71.10995	41.20045	56.66486	68.5336	50.90205	75.24757	59.30854	59.13949	153.28507	60.86461	64.42268	60.57592	63.9089	35.88666	28.64955	30.03595	59.12993	60.15384	26.05424	20.3143	28.1229	31.77036	47.88926	61.90091	45.91873	43.54818	50.7156	22.27475	30.76808	82.70067	90.34989	61.19851	90.87633	40.3667	37.32807	9.86588	42.23887	24.10476	23.17908	27.39172	39.35434	15.145	1.78372	2.6485	55.03824	52.1242	56.09318	76.93618	4.0731	40.88101	1.70192	18.76569	60.1122	23.12976	34.8548	49.06949	136.15525	47.60871	34.5658	41.78882	34.06448	33.96478	78.93213	35.93975	42.32237	43.54592	53.32375	29.1677	26.73612	27.08418	29.16022	22.76462	32.00739	42.65697	36.85859	26.09629	48.20795	42.05156	26.58195	79.2018	45.73872	62.24817	62.50662	60.94657	59.03208	47.20729	60.05522	35.08324	35.82678	22.16496	52.24565	33.18086	22.83926	26.1571	25.25564	26.43854	27.96135	29.01258	25.34141	37.71523	43.99317	33.97186	34.66853	21.65095	43.07671	45.08063	45.04476	44.83569	50.70629	21.79696
CE8	217.98733	181.34234	183.25641	175.50523	168.60484	203.43064	217.26721	177.28318	178.55836	221.87933	193.02395	163.65094	207.75457	144.99867	128.78468	220.7623	234.14387	206.57992	169.63523	103.14694	67.3489	88.27472	194.02425	147.68353	152.16579	122.07984	252.01432	204.01566	101.98731	113.40197	243.40003	224.96944	177.10605	219.46297	180.03885	433.36597	196.32683	249.00783	276.12512	170.3255	157.50815	177.55933	154.32714	181.99019	198.50907	182.75713	246.8224	230.83026	259.14617	244.75402	95.01131	208.18136	148.96892	117.7151	263.10476	145.19859	146.02908	126.55184	181.02218	164.25615	124.91789	175.76393	183.29559	293.76996	52.08013	111.53493	91.81016	128.92585	116.35297	146.89745	126.54104	76.20376	69.84276	57.09308	88.99643	242.5069	246.60203	266.81033	198.72158	260.84991	212.74803	117.37609	249.31282	126.69133	130.76724	146.18394	140.0511	97.61265	33.41359	70.90034	192.73004	167.58764	170.83221	275.95126	63.51283	221.42403	68.70073	104.1799	167.2417	65.50145	56.29756	109.99373	195.88732	103.75797	106.69201	134.62887	66.50699	120.3243	247.3337	122.90439	96.03006	94.41409	162.62758	106.82043	90.19528	169.89177	179.01427	142.85564	99.41516	149.39283	180.58934	166.91461	173.25087	116.40228	143.56317	189.68381	140.37845	116.04722	197.57382	163.20754	141.13479	138.7343	168.83622	165.46878	100.49883	128.06939	248.21349	136.25686	132.88779	132.55363	132.74626	128.21053	111.15919	129.07258	157.17452	239.02983	196.13106	218.48954	212.4557	93.39047	108.1305	151.22984	101.53046	102.40108	80.99022	148.14948
CE9	601.05766	675.70367	659.49786	1002.29106	991.09697	850.29751	830.42544	879.67008	861.9752	882.147	683.24631	1018.79141	840.33315	835.31558	771.29585	664.97368	846.37298	676.51189	664.8942	882.37028	860.28995	706.53673	718.62217	831.04948	710.91137	707.75015	601.73811	669.17207	938.85431	602.52268	616.65842	727.36386	617.68347	640.8801	632.00105	764.03776	812.46367	733.79592	770.59496	696.28147	555.88474	712.44005	691.15136	707.89271	631.79377	615.33192	687.99983	709.41833	593.41409	714.30086	969.92065	626.53494	668.12149	753.24829	751.17485	688.77445	646.30158	631.59401	667.52496	763.8716	634.10427	589.25335	631.25791	547.34127	663.9233	769.25291	737.56123	899.20443	820.74178	681.14465	599.32082	763.12145	643.79104	652.70215	719.93384	731.20225	608.25111	589.22076	833.97834	736.15661	872.49688	901.58489	769.32713	627.49919	668.63228	757.13232	574.63246	812.78572	805.03504	985.65197	649.57693	688.80175	696.67079	899.56151	970.46541	968.26891	806.27309	1013.59681	733.07763	842.51108	961.47995	858.70676	836.42919	780.7055	550.51113	746.47202	781.43929	893.91602	685.27565	1068.66643	1059.50747	997.70219	991.14983	695.90763	715.41263	562.71842	781.68386	701.18727	671.826	601.83444	819.44562	710.21393	588.40336	695.3937	613.95897	725.82682	713.94364	631.42995	652.87593	815.21793	842.18656	1024.76127	1052.30322	928.42662	938.11275	936.47974	947.67154	651.54458	455.19055	584.23274	572.24352	609.52183	610.34208	593.70966	713.66023	683.16147	607.36146	606.82259	617.8317	720.08022	662.68548	651.43521	661.24745	638.10932	713.77578	648.73538
GH1	476.52911	634.82979	632.24449	734.49736	855.02473	721.86415	700.23328	901.04742	892.43175	921.96885	831.02857	687.64026	562.49547	398.38648	333.62563	489.06301	573.28311	387.03131	458.02528	1150.8037	925.64964	815.65155	597.40616	434.41365	499.03592	464.82063	485.04793	364.34254	563.29555	579.67182	312.50346	483.55576	478.81417	393.24022	400.95466	500.52414	635.96542	471.35963	617.02397	594.03557	464.05735	655.63306	611.29447	615.77493	487.2132	450.87658	482.31992	475.30735	504.90045	519.34938	1099.4602	421.25849	512.68052	724.2995	528.40165	498.41312	523.41737	464.34204	548.97203	421.01619	389.92005	430.00353	328.6357	477.34731	626.43986	595.46454	792.35049	1121.60426	984.97864	848.42619	785.11766	730.51816	440.35475	1009.60256	744.89481	436.91531	503.6613	404.97113	625.69514	419.26602	471.76186	422.17366	428.98494	329.83124	392.25867	450.48415	473.18329	519.95958	516.68031	501.19333	474.70881	560.0178	532.91441	550.98435	1197.6705	1237.61382	1258.0849	1294.10563	558.78615	649.08038	948.61212	686.21469	1094.75049	876.57837	426.41449	489.79736	470.20975	602.85928	376.76237	1198.92195	1305.83855	1352.16568	994.39696	673.87852	668.37919	553.15731	643.32351	650.1028	890.13361	460.18009	721.45204	707.08478	522.91401	309.64234	531.3115	531.17015	546.49862	438.44651	598.83419	852.59581	756.50063	948.46269	760.81902	549.18062	675.36716	693.2051	546.32333	781.14198	589.53501	644.16078	701.27336	464.78374	478.21503	444.34398	555.34666	432.77301	422.63941	433.46676	331.09581	553.2391	544.41891	598.35966	543.53885	574.66852	544.26793	561.8188
GH10	134.93014	76.62103	120.66298	44.21813	34.68065	54.18039	68.56498	90.29014	78.77617	123.90742	83.84859	99.1767	119.14571	93.59976	73.76623	138.83344	131.13723	144.24221	94.70146	91.07045	94.44674	89.02123	84.73196	94.1916	86.88648	81.38605	93.66677	116.009	37.85065	63.9602	122.1875	135.10357	83.50339	100.62375	91.58922	389.83039	136.6363	180.10755	246.58714	55.55644	85.88868	47.00718	91.62031	81.5099	78.92308	77.02716	89.67671	83.12192	163.66881	117.49177	38.42024	95.26962	68.86961	37.80819	185.63467	105.7439	124.35679	100.73205	131.29453	65.74976	62.5601	77.35038	93.13057	144.44095	46.68777	112.82358	89.88023	59.11541	44.63761	86.91823	85.44101	86.03532	71.74415	79.49053	86.74782	113.26544	187.54754	143.02389	135.49597	51.00832	76.83034	62.0554	44.75956	46.60545	20.47784	47.38943	67.20898	36.44274	40.78441	6.33438	134.15183	142.52384	138.30217	124.33062	61.5241	34.1063	28.48215	44.37526	62.18377	46.0104	18.75125	42.4242	173.2491	78.49553	111.38501	126.76813	68.45817	83.58486	163.4965	78.76525	85.94001	50.1726	94.01201	45.70755	40.58691	166.48272	53.3363	69.29138	70.89319	109.65513	70.11982	77.10112	71.62455	93.15558	143.04702	122.28883	140.89438	97.73649	43.33072	45.25346	63.23884	33.8719	100.34808	107.08231	47.7759	98.78869	85.20155	32.32908	51.05081	20.93835	37.70147	73.40658	87.94401	74.71877	68.3123	112.10711	108.57837	106.47998	105.62414	21.09352	35.07588	86.9782	57.3504	84.52906	49.93079	115.14775
GH101	2.5472	2.64513	6.31666	62.32722	90.86336	69.56189	56.76851	28.7109	42.6002	22.96869	17.63872	33.80194	17.47375	20.0047	9.23018	24.27914	34.65908	31.4432	24.91561	28.10437	28.68314	17.96609	16.07147	27.3981	28.68552	21.43174	31.95546	16.20319	15.10081	12.2333	8.47818	23.21769	21.8737	25.52151	22.08113	24.4333	17.62571	18.11323	36.65663	26.64211	10.71038	50.65314	32.90589	12.95392	8.00805	7.00666	5.58532	14.85832	4.82348	10.1466	71.7736	8.83269	6.87195	42.15683	14.70918	11.47795	14.59219	15.24588	13.24362	21.73014	8.81293	17.99825	10.40814	20.71928	52.38947	19.7978	27.77529	26.53046	18.52679	15.76796	20.81343	32.36107	56.44441	13.55755	15.42843	27.32798	9.9169	16.92671	15.43943	31.00225	30.59925	18.0971	13.51043	25.01987	49.98917	44.94048	27.16272	7.63945	11.65541	1.80015	11.19113	11.77824	13.25812	18.99579	35.06516	25.43055	24.20511	32.63723	13.17631	19.77436	24.57624	27.55743	42.25514	14.69915	2.42152	13.93193	5.75458	5.68808	3.89336	73.17987	74.90215	72.15117	52.40687	16.13292	18.59274	9.97493	17.19044	14.12344	21.0209	9.44482	39.78367	12.4265	17.57655	10.95544	9.30341	20.72605	13.6185	18.73331	26.89167	27.6251	27.3624	55.1264	16.92388	36.01977	19.38508	3.63998	30.13199	13.63663	14.92174	18.28987	20.44214	21.23876	16.98663	19.98816	27.56066	18.71142	17.79769	13.27173	16.66068	15.0353	22.58558	11.65078	14.06116	33.14971	3.03578	4.44564
GH102	6.37289	7.30892	1.25577	0.83554	1.14169	3.01974	0.85853	0.80133	1.07649	1.89408	0.7471	1.48056	8.72146	1.9443	3.50434	7.92009	14.55212	11.41103	106.03947	4.6118	1.05802	2.0358	8.86084	1.38799	9.54483	4.78778	8.80667	12.57926	NA	1.29429	11.16251	2.81932	3.28884	1.64635	2.40099	4.0789	1.16363	3.52564	0.74624	4.75519	0.64405	1.95491	2.11465	2.49258	1.22035	1.27511	3.77273	9.91001	34.38084	23.82054	8.52106	2.67287	2.88618	2.92408	10.88045	5.88287	14.10056	5.78196	4.72569	5.38619	1.71765	4.80927	14.66368	11.20966	0.13906	0.63444	1.01339	0.12685	0.54876	1.59104	1.14473	8.41818	2.78794	1.29908	7.54316	7.67971	7.96189	9.61496	12.48763	4.52925	4.87826	1.72864	12.00367	1.63587	10.64605	1.25484	1.85867	0.89241	NA	NA	5.40902	1.96944	1.68283	14.27251	0.27199	1.76787	NA	0.47589	1.51738	1.03935	0.9249	5.1445	3.77683	1.43305	2.16812	2.44744	1.51883	4.79855	12.54242	3.29237	1.83917	0.6187	7.22445	1.20046	0.89137	3.35873	0.92939	2.13338	0.78362	2.48413	7.07601	3.52637	1.39284	4.51239	5.58482	5.90165	8.22968	5.0691	4.3773	0.70091	NA	0.74611	9.18861	3.02903	2.27854	2.15913	5.2994	0.28355	2.59462	NA	6.48341	4.56389	4.16929	0.93346	15.9416	4.39456	6.68777	2.30048	3.66522	0.83699	2.59913	5.58415	2.77286	0.27628	0.78459	2.8199
