feature	AB01_02	AB01_04	AB01_12	AB02_00	AB02_02	AB02_04	AB02_12	AB03_00	AB03_02	AB03_04	AB03_12	AB04_00	AB04_02	AB04_04	AB04_12	AB05_00	AB05_02	AB05_04	AB05_12	AB06_00	AB06_02	AB06_04	AB06_12	AB07_00	AB07_02	AB07_04	AB07_12	AB09_00	AB09_02	AB09_04	AB09_12	AB10_00	AB10_02	AB10_04	AB10_12	AB11_00	AB11_02	AB11_04	AB11_12	AB12_00	AB12_02	AB12_04	AB12_12	AB13_00	AB13_02	AB13_04	AB13_12	AB14_00	AB14_02	AB14_04	AB14_12	AB15_00	AB15_02	AB15_04	AB15_12	AB17_00	AB17_02	AB17_04	AB17_12	AB19_00	AB19_02	AB19_04	AB19_12	AB20_00	AB20_02	AB20_04	AB20_12	AB21_00	AB21_02	AB21_04	AB21_12	AB22_00	AB22_02	AB22_04	AB22_12	AB23_00	AB23_02	AB23_04	AB23_12	AB24_00	AB24_02	AB24_04	AB24_12	AB25_00	AB25_02	AB25_04	AB25_12	AB26_00	AB26_02	AB26_04	AB27_00	AB27_02	AB27_04	AB27_12	AB28_00	AB28_02	AB28_04	AB28_12	AB30_00	AB30_02	AB30_04	AB30_12	AB31_00	AB31_04	AB31_12	AB32_00	AB32_02	AB33_00	AB33_02	AB34_00	AB34_02	AB34_04	AB34_12	AB35_00	AB35_02	AB35_04	AB35_12	AB36_00	AB36_02	AB36_04	AB36_12	AB37_00	AB37_02	AB37_04	AB37_12	AB38_00	AB38_02	AB38_04	AB38_12	AB39_00	AB39_02	AB39_04	AB39_12	AB40_00	AB40_02	AB40_04	AB40_12	AB41_00	AB41_02	AB41_04	AB41_12	AB43_00	AB43_02	AB43_04	AB43_12	AB45_00	AB45_02	AB45_04	AB45_12	AB46_00	AB46_02	AB46_04	AB46_12	AB47_00	AB47_02	AB47_12
GH91	20.22646	21.9173	22.76409	44.25412	22.49042	28.91221	50.26676	63.39882	49.8112	63.28864	41.7594	134.51645	77.30116	88.09016	92.98724	14.35612	21.82431	9.14709	9.21178	38.26618	35.12005	44.1562	34.01554	19.61487	17.75972	18.45281	18.96559	17.82796	36.96036	11.35253	15.07253	30.26301	20.62964	22.63096	24.59904	11.6799	14.17408	13.87307	20.30284	19.77619	15.54587	21.16039	16.71564	33.68131	19.35232	20.59158	26.00956	61.78413	27.23433	56.09433	79.97437	9.96622	13.46393	46.4472	10.88694	16.80124	16.23265	13.87097	19.46164	69.5193	56.37113	33.58914	35.07598	28.17822	63.6767	79.77647	76.51596	10.86228	12.34225	6.55019	3.6687	38.45893	33.37349	33.46306	23.35582	14.89721	17.52251	11.40451	7.70827	33.71632	53.87893	41.48104	40.59744	8.42654	6.32801	8.29268	12.14154	9.31668	18.32093	14.25954	10.41054	5.20294	10.92393	17.80615	67.11192	58.52711	54.49721	77.14292	24.15617	21.4897	18.14221	34.69136	27.48001	17.35517	10.52614	6.7768	15.52036	33.88129	50.20699	15.269	19.95807	17.44651	24.13821	47.53909	48.46211	38.47223	42.87505	15.27005	13.46172	13.53714	18.82113	14.59657	15.00515	23.41117	11.39162	19.32147	5.9707	8.85198	8.2419	31.77349	28.34827	29.00414	58.69631	23.36408	23.89863	26.77535	18.37043	32.98018	11.83579	17.536	14.61239	23.80775	22.17352	22.60146	29.20088	15.76029	19.43954	17.07627	12.67087	9.6204	21.05705	9.87638	18.60858	22.84602	28.33472	12.19712
GH92	300.7397	443.91801	303.24585	199.71313	198.38754	421.26706	246.36625	102.53376	155.64365	173.66468	189.25813	403.65505	281.15471	374.54202	476.79507	924.92903	866.10714	772.63092	1214.78571	125.98461	106.55724	109.74797	488.07241	245.239	478.96634	456.05534	925.21079	340.58281	70.97633	138.96551	622.3751	611.27349	389.00781	415.03652	497.41453	651.79181	367.7208	485.49119	406.75653	147.36937	248.68563	330.54068	279.24984	657.7031	431.54437	389.8005	561.6799	310.46281	796.08055	702.67761	332.599	214.46334	166.25236	49.78611	430.8436	442.47179	654.03224	477.30151	487.35583	498.0714	233.35638	388.13216	502.38114	784.47055	122.00124	265.88357	274.05581	91.95075	127.89097	175.82883	215.58462	195.16501	516.20892	89.23405	183.04108	793.73025	646.64596	508.30713	559.26713	521.8484	578.08067	190.36092	620.18595	463.93554	205.94084	240.93247	446.10238	127.16556	23.98284	49.85587	436.12331	401.81591	390.56757	805.53511	57.55971	403.95889	49.96421	233.09813	367.2168	94.38527	118.48074	298.79575	257.58852	98.84066	195.47798	544.29094	221.24415	250.39954	2008.03243	115.45999	104.66071	69.47401	332.34122	140.03439	110.6551	371.13429	161.87687	144.18367	139.59024	328.88461	301.16214	142.33465	284.64871	357.60926	176.07306	558.30748	302.54898	359.49227	303.27666	59.3424	67.89704	66.85562	326.28604	230.6414	108.30267	63.06351	438.62145	51.48981	95.49131	69.1873	61.72544	166.77085	180.162	156.37313	152.49123	389.72785	414.68986	390.44467	352.15994	92.95672	259.28529	160.26392	244.43269	119.68919	101.57374	191.00816
GH93	1.06398	3.65938	1.70329	NA	0.16288	0.46563	NA	0.17474	0.18864	0.3933	NA	4.57255	1.01956	3.94302	3.59977	1.77931	2.5911	1.33637	1.26495	1.27289	0.78709	0.65781	0.43021	0.93153	1.88271	4.25021	5.00148	0.1084	0.73511	0.84995	0.53346	0.90675	0.09549	0.51135	0.51026	0.80057	1.57262	2.08189	0.82355	0.47054	0.37073	1.052	1.04061	0.4385	1.19239	0.45935	5.4534	0.89788	0.2951	NA	NA	0.31211	0.12832	3.72071	0.6826	0.51069	0.51086	0.98949	0.57173	1.34963	2.58425	1.61819	1.03362	0.5813	1.3951	0.42179	0.22624	0.7521	1.53479	0.6025	2.79252	0.51856	7.69022	0.82491	0.73413	4.68293	2.98362	1.49394	2.23515	1.40676	1.46948	1.30639	22.3854	0.44615	2.58893	1.20418	0.92419	0.55201	0.83502	0.27517	0.60259	0.83587	1.25038	0.38845	0.38271	0.75825	0.44347	NA	6.66433	1.68931	3.93627	3.134	1.11068	3.33039	2.77828	2.46915	4.10492	0.10477	0.10618	NA	NA	NA	NA	0.48729	0.18789	0.1682	NA	18.36613	7.29077	17.98481	1.84093	0.15013	1.40355	1.4145	0.78307	1.25109	1.66027	1.30149	2.50366	4.21623	3.63766	3.47851	0.66954	23.5313	12.81805	3.03841	16.30826	0.10451	0.59816	0.62482	0.37982	30.34193	33.81221	19.17464	18.34279	0.79102	22.86083	2.59936	8.54661	2.76508	1.69742	1.54907	3.99425	0.5789	1.69093	0.20253
GH94	329.89957	369.45649	472.17188	407.9922	362.59962	288.79115	445.70143	477.02877	386.42471	504.73974	215.91268	416.53155	324.1092	327.40266	262.37404	363.06811	443.505	371.18951	350.56731	568.02514	627.75626	623.15178	456.22564	341.15918	326.79849	293.67305	205.95667	595.27013	461.65335	479.02403	414.37104	310.79644	294.19404	291.05836	225.43752	346.5564	461.91107	376.53522	400.15178	326.97619	344.38011	238.12692	372.50363	372.72707	390.40351	394.70118	334.0034	385.69341	347.41801	323.22054	393.8052	495.35437	509.13069	523.67767	504.86543	442.38998	336.52918	339.55371	446.29739	384.65182	367.37606	382.73146	395.21913	301.33812	356.95116	540.91542	534.45259	396.89643	352.7094	340.37832	308.34939	491.87058	304.12063	461.59911	459.70809	399.63155	461.34083	397.7212	451.50348	241.0912	384.93485	329.84691	299.87925	273.40507	215.34212	288.81315	254.10143	392.02078	472.08209	386.51375	399.2332	409.72825	372.24971	328.04623	186.24755	281.54632	187.20174	271.55394	322.15559	358.00325	269.04556	361.21869	290.75908	354.07038	413.15275	284.09714	280.1761	378.1832	334.82509	426.73606	418.14627	491.49476	409.19142	420.87294	420.63576	461.88811	464.70963	413.69933	274.43378	335.20611	357.04433	536.96223	347.69826	444.23452	477.898	441.52124	463.26628	323.43936	292.25678	341.36518	276.33259	250.89621	395.85216	410.97526	297.6028	373.34392	408.75596	392.53901	461.66498	353.87657	516.80047	422.94933	409.98472	385.83063	418.73786	356.52295	342.13368	351.41095	357.1293	264.40836	280.7708	418.11799	335.8684	433.9446	396.82346	419.91905
GH95	253.75778	306.72133	246.27944	214.97856	207.41628	237.51214	178.66096	130.87286	167.92531	137.77608	143.19886	348.8383	284.20307	293.05101	352.89204	334.16076	383.18956	350.9263	296.37404	135.47161	150.10886	147.02631	219.82816	175.01295	244.92897	234.41352	322.08847	176.80319	180.2273	149.55462	319.99253	312.96031	261.84298	291.16426	281.69874	475.07423	288.44225	365.17827	334.34209	148.32869	181.79788	204.06034	181.27745	275.43727	218.68397	217.56362	268.65511	266.23804	280.29091	298.1493	214.29282	173.83429	169.31732	157.51977	361.1044	227.57947	335.16892	215.12488	223.32312	254.36222	181.27686	177.61379	249.63168	398.70357	214.00575	275.03915	246.01563	201.78021	194.66289	203.88268	182.01885	155.76212	208.59332	135.45317	177.35087	359.77311	358.163	287.56058	375.46997	242.96565	278.21479	237.17237	231.81269	168.95274	182.80896	208.1073	186.79144	199.23455	140.06814	247.7771	197.88493	215.83544	212.11838	352.17276	225.02117	279.50411	193.29706	260.39276	273.17712	203.86451	278.32739	209.43105	312.94659	173.26855	219.82569	272.50351	240.26136	245.85227	256.97065	148.01213	144.60305	120.63775	193.16574	209.53578	195.9517	309.17094	209.97796	183.88686	192.87415	215.95674	234.87781	138.92368	161.44101	182.02962	158.27619	355.87415	253.42395	253.93563	287.30482	132.26989	142.65062	184.72359	227.91675	196.6657	209.80107	175.98692	304.3531	149.78434	103.01464	158.44015	95.08333	165.01997	157.51773	159.34477	190.69607	206.18552	193.32892	197.65939	199.85469	176.32024	199.8879	181.81262	199.84939	171.84222	182.24343	199.9797
GH96	1.00738	1.7706	1.82529	NA	NA	NA	NA	NA	0.49727	0.14581	0.48393	0.12534	NA	NA	NA	0.13435	NA	0.23995	0.39818	NA	NA	NA	0.16148	NA	NA	NA	NA	NA	0.38104	NA	0.86535	NA	NA	0.3477	0.26564	0.1293	NA	0.14689	0.16917	0.36542	NA	0.14935	0.31627	NA	NA	NA	NA	0.22666	NA	NA	0.76144	0.7033	0.61804	0.31798	0.8077	NA	0.1061	NA	NA	NA	NA	NA	NA	0.05113	0.39144	0.13746	0.32994	0.09603	NA	0.06312	0.48251	0.29542	0.31826	0.82109	13.02817	NA	0.16474	NA	0.36655	NA	NA	NA	NA	NA	NA	0.08522	0.04415	1.10085	NA	1.34734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13068	0.99231	0.1667	NA	0.11121	NA	NA	0.08182	NA	NA	0.69456	0.11295	NA	0.13377	0.25745	NA	NA	NA	NA	0.15283	0.13967	2.62751	0.05907	0.32754	0.72954	0.11252	1.24226	NA	NA	NA	NA	0.43676	0.75423	0.57177	0.13946	NA	NA	NA	NA	0.13472	NA	0.1002	NA	NA	NA	NA	NA	NA	NA	NA	0.34282	NA	NA	NA
GH97	347.87858	381.06422	321.76292	143.75676	156.7526	325.80067	167.85058	101.86321	137.30389	139.59286	162.73611	307.41432	281.92227	279.95213	325.08462	621.22192	624.57071	605.30112	356.75198	92.95694	82.76701	88.92604	416.1454	229.58915	344.17445	345.76517	725.82849	244.51182	49.24218	123.39578	522.30141	651.46407	413.92012	462.31511	514.17591	1213.06097	414.2061	595.56217	655.30101	106.42475	184.05548	215.59023	150.24486	603.51238	355.27765	308.92746	453.62608	314.37618	569.09865	714.47754	217.00814	256.99745	166.64773	61.97662	651.2412	367.36268	579.85117	361.52895	395.83701	310.54363	137.45713	210.55367	371.91116	593.93115	86.90985	197.21929	209.68492	104.87083	124.97431	201.49041	167.8131	179.99247	354.87075	72.25333	109.71998	564.81157	561.80471	430.94133	514.31975	356.2575	395.0745	109.16583	335.13266	201.60156	110.26998	147.65986	252.35206	142.29905	60.64651	22.29917	307.46006	341.02433	310.02441	592.94303	47.51869	304.74645	36.39751	189.49306	298.04011	70.87059	75.60456	234.24459	492.3021	143.86036	217.19709	386.88774	257.02066	177.09773	432.6528	123.11622	101.16191	95.03775	314.51504	100.76681	72.31261	302.87762	121.82515	102.66504	140.76352	234.67308	178.73997	85.02551	229.21528	318.78733	145.21015	549.20191	279.2648	353.84811	240.81328	51.97194	64.53667	58.80503	309.91667	167.04538	83.84873	62.71342	323.67464	43.31958	81.90731	62.218	71.36073	154.42306	182.99224	143.45595	130.27946	247.99625	295.17628	284.33845	273.86402	69.83496	213.12693	167.49505	250.21652	138.61104	82.25118	152.03498
GH98	4.01271	6.35577	2.27283	NA	0.48539	0.10322	NA	NA	1.0186	0.77032	0.79171	10.74125	1.80059	5.68541	6.76625	1.45844	0.52516	0.92258	0.57149	0.80414	1.64001	1.22124	0.27811	4.99615	3.08558	1.00353	1.87867	2.98005	0.26122	1.29235	4.58898	2.87989	1.19435	0.74409	0.94442	52.19984	12.08458	21.64185	28.02406	4.71855	17.62558	17.36496	21.39071	0.7555	0.63338	0.1284	1.41507	3.2767	3.14989	2.61606	2.43826	2.65336	0.97767	0.66073	6.48578	5.32275	10.12836	3.74724	5.48968	1.35594	1.14067	1.60943	4.31378	2.58761	6.00201	2.71021	1.55583	0.49322	1.49399	1.88488	6.84815	0.53608	0.38869	0.22412	NA	1.42419	0.25667	0.45972	0.25202	4.91806	9.65068	10.28182	6.54751	0.32209	0.10101	0.25441	0.08367	1.49856	3.25443	0.80889	2.85654	2.11638	2.19222	8.63509	11.00587	4.13435	8.36582	4.38719	14.75765	7.29192	34.17791	2.85808	1.47094	1.26069	3.77879	6.86426	8.34577	1.10645	2.25142	0.89226	2.76835	0.85859	0.87503	NA	0.13877	0.76867	0.66673	0.42353	1.24556	2.45503	1.60941	3.31499	3.88159	2.88295	5.90523	6.62931	9.23483	3.53762	5.10753	0.68082	0.11082	0.79649	0.63005	0.15302	2.21051	0.69689	0.83575	NA	0.32495	0.11855	0.55922	1.22702	2.20271	0.56728	1.53174	10.3389	12.86052	8.45887	20.2249	3.01609	8.23864	4.73535	4.83975	0.7691	4.63747	0.88146
GH99	1.29172	1.7351	2.06892	0.73379	0.75539	1.47653	0.78386	NA	0.09353	NA	0.62051	0.92954	0.20318	0.54508	0.60011	1.81834	2.32742	2.00297	1.36222	NA	NA	0.12451	NA	1.61052	1.97503	2.99543	5.96681	1.47681	NA	0.58968	1.79261	2.16273	0.84908	1.41153	2.01182	2.413	1.84039	2.34429	2.35202	NA	0.18997	0.48469	0.33972	0.57857	0.7351	0.32355	1.33004	0.15237	0.2412	NA	NA	0.58962	0.49684	NA	1.44496	0.14281	0.14127	NA	0.60646	1.81512	0.25751	0.80527	1.70598	0.10164	0.0795	NA	NA	NA	0.14062	0.06179	0.77199	0.11903	9.00649	NA	NA	7.20174	2.67086	1.1111	1.08052	1.77987	2.4828	0.1534	1.21862	0.10708	NA	NA	NA	1.17613	NA	0.04683	0.55784	0.82952	0.60926	0.49978	NA	2.15776	0.15094	1.05487	NA	NA	NA	NA	1.39233	0.06558	2.09672	2.38625	NA	0.22302	0.3774	NA	NA	NA	1.42384	NA	0.17551	0.13246	NA	0.36882	0.41962	0.89449	NA	0.53275	1.21409	1.61107	1.26438	2.07623	1.23773	1.60523	0.69914	0.22879	NA	NA	0.65106	NA	NA	NA	NA	0.30611	NA	0.11528	NA	0.27027	NA	NA	NA	1.82054	5.17106	1.78459	1.50527	NA	NA	0.14241	0.29742	0.12193	0.21975	0.45274
GT1	46.94367	58.61372	35.05017	26.26751	25.52495	27.66501	26.67652	136.22841	120.76362	136.67243	49.67948	15.44275	11.29261	22.37989	28.20652	12.6274	12.7325	16.92672	10.99228	7.99487	14.0766	10.26619	12.94883	4.11363	9.24795	10.85784	9.23831	2.82664	3.28064	20.86504	7.56252	11.83283	8.89485	13.14971	11.32812	38.67144	54.64552	36.53995	42.30916	39.44978	32.72657	41.74189	37.30879	21.25228	14.70806	14.85525	19.68077	12.47191	8.77437	13.82877	15.9056	19.96586	12.75297	23.71614	30.97455	27.04941	54.58049	30.55468	34.82198	54.4149	67.68298	69.46022	43.21102	9.85734	42.66638	14.38502	17.21939	29.37226	35.68942	30.48396	24.09461	34.1869	35.2359	24.93136	26.26184	28.30804	43.72012	28.32953	24.13403	9.68727	9.73872	13.04156	17.83443	31.98349	57.71265	40.31659	45.83682	4.95711	5.08616	6.45298	21.58706	33.11493	21.406	21.89498	9.79821	4.01463	4.14798	5.10879	14.42547	17.50017	27.48977	18.15892	45.49706	25.02136	9.03791	31.51481	27.49045	23.96103	14.24224	28.01371	23.85492	34.77061	30.82612	30.50796	34.19314	19.04113	26.81913	31.01109	32.77958	20.35955	32.92814	25.32768	17.37403	4.59083	24.45595	24.52978	18.55947	33.36534	38.2199	63.21828	61.01281	55.59025	37.85307	14.27037	27.13971	20.69304	25.5643	43.87328	32.37786	40.5767	35.6532	21.05188	18.38312	20.00302	29.96237	37.20395	35.67144	35.06604	36.26841	30.81577	29.62724	35.91417	19.20987	66.07055	54.30828	34.75284
GT10	25.05664	27.66381	13.94939	1.23496	1.45812	0.97497	4.38573	21.79374	14.24109	14.25727	33.20669	7.52236	8.24747	13.02884	17.92564	4.7967	9.83429	23.07078	3.39053	2.75127	2.70011	5.26494	8.35676	0.30188	1.61118	1.46946	0.76619	5.80467	11.4014	23.00977	3.87129	36.32296	34.98113	36.20929	41.04017	8.32311	11.52834	10.98832	5.51252	41.42732	19.43844	26.32462	22.77407	12.01937	9.89909	7.26443	4.51603	2.46967	2.65471	2.81937	2.07329	4.78894	5.03244	11.73485	10.26311	18.59693	40.94212	25.57951	25.72748	9.92802	16.07292	8.2733	13.90918	14.35523	2.25206	2.69367	7.8229	9.10636	11.10742	12.2811	10.80053	10.74535	7.27493	8.17414	16.35935	23.24779	9.67417	10.10888	12.79081	9.24324	9.32066	9.6834	11.80959	49.28492	91.97004	71.44816	60.5875	39.39237	32.69588	76.62629	12.3628	8.75797	12.77417	19.81124	9.7909	7.0547	10.45206	7.98476	3.18965	2.44277	1.61975	2.99014	4.03949	6.51301	7.84473	1.51897	19.26011	13.09588	16.36448	1.26886	1.59896	1.66203	4.10596	7.59065	6.76316	5.66136	9.93339	31.75464	22.48607	14.3723	45.22047	21.233	28.40527	5.85456	25.90564	28.61922	18.21023	61.62294	48.28471	4.48478	10.52416	6.58007	5.25448	12.05513	18.64725	16.21914	9.85525	44.85808	30.01769	46.62948	20.24188	13.84817	6.29823	8.7833	22.46399	29.11534	23.8443	18.13243	26.25898	48.46602	17.6513	15.19633	9.87812	17.46472	12.02139	16.44788
GT101	10.7687	12.15066	13.70484	4.65087	4.18067	9.0201	5.3902	3.38027	11.58333	5.55031	9.08202	4.42467	2.6245	5.8184	6.50773	26.21752	22.93438	18.86731	18.5466	66.1827	27.18094	17.7786	43.71297	5.25004	11.95692	14.44607	32.08424	42.63176	9.96949	11.47895	42.99865	37.41452	19.964	25.25076	20.73494	10.46594	42.57913	8.61522	17.74933	5.26752	5.18401	5.91599	4.40674	16.80566	17.00927	14.52042	15.003	11.02106	16.89963	10.67976	34.06985	8.88577	12.21965	9.26416	8.98628	10.07249	11.13964	9.06156	13.24569	11.25385	13.95676	10.6199	13.79758	22.22672	4.96279	2.87505	6.53794	23.36716	13.1328	17.14659	16.05532	8.72391	13.86717	3.88063	2.87941	23.11573	14.57772	20.27969	18.04106	10.58276	17.32764	12.63832	26.71281	3.81826	2.71274	4.72693	3.44765	2.45054	0.8694	1.86526	26.7353	30.79528	11.83462	16.69651	1.08968	6.00079	8.12693	2.84593	8.6854	20.59692	11.2144	51.88025	12.75784	8.81417	11.55824	19.85038	9.86459	6.48121	4.66895	2.825	1.82659	10.97034	7.96748	7.21426	3.4759	9.1674	2.57745	11.86133	12.78664	23.28476	10.14567	6.64319	8.91437	28.40091	12.88792	15.21267	12.83042	10.91982	22.60406	41.93405	34.04675	36.068	12.98314	2.54687	3.96994	0.42658	3.12	6.81894	5.62613	4.81034	6.54334	7.97067	3.39548	3.77443	7.49194	8.47151	14.28057	13.34541	4.97408	21.07004	14.34057	5.15998	10.94397	18.78547	11.25294	17.25062
GT102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07702	1.97101	2.36569	0.41951	0.16268	NA	0.15128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8227	1.65494	0.22554	0.4588	0.67839	1.06904	2.378	0.5276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29377	0.09112	0.57986	NA	NA	NA	NA	NA	2.54834	6.25443	NA	2.02622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14304	0.15224	0.06735	NA	NA	NA	NA	NA	NA	NA	NA	0.39927	1.9018	6.44462
GT103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24483	0.49783	0.6971	0.19072	0.06028	0.24375	0.08409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.04697	1.5221	NA	1.46579	0.3522	1.04658	1.60177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19213	NA	NA	NA	NA	NA	1.32407	3.47872	NA	1.3434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12966	0.75947	2.57917
GT104	1.68264	0.09427	0.61287	0.2371	0.16401	0.08836	0.28866	NA	NA	NA	NA	NA	1.1171	NA	NA	0.56688	0.48578	1.63165	0.1831	NA	NA	NA	0.21528	0.60897	0.88016	2.10638	1.43305	1.12492	NA	NA	2.14624	0.45231	0.59097	0.24315	0.1745	0.92025	0.28165	0.80454	0.11692	0.1418	0.29302	1.09357	0.4518	0.59862	0.56697	0.95563	0.59734	NA	0.17257	0.09022	NA	0.1106	NA	NA	0.70693	0.1582	0.41447	0.37288	0.05409	0.32887	NA	0.94001	0.35014	0.68089	NA	0.16495	0.13197	NA	0.1016	0.17933	NA	NA	0.09079	0.09899	NA	0.7559	1.43323	1.18392	0.40977	1.73967	1.56762	0.27783	1.58309	0.63195	NA	NA	0.1857	NA	NA	NA	0.67809	0.30186	NA	0.4348	NA	0.35701	NA	0.18833	NA	NA	NA	1.10302	0.07742	NA	NA	0.50904	0.06527	0.19623	0.13646	1.61159	0.17722	0.04695	0.80621	0.12676	NA	0.03753	NA	NA	NA	NA	0.45939	0.14137	0.34451	0.69158	0.07286	0.20232	0.47429	NA	1.1496	NA	NA	NA	0.162	1.20506	0.93022	0.57296	1.84905	NA	0.19455	NA	0.07712	0.37553	NA	0.18949	NA	0.70231	0.59407	0.29191	0.26174	0.27261	0.1919	0.06414	0.12255	0.19466	0.06238	0.28973
GT107	0.74757	0.14908	0.5994	0.21331	0.81441	1.21773	0.77032	0.26048	0.07369	0.05175	0.07827	0.08529	NA	0.16911	0.13948	1.05499	1.51755	0.68601	0.99392	0.3571	NA	NA	0.83237	NA	0.72228	1.68063	2.61911	0.254	0.17069	0.0796	0.78272	0.4019	0.3978	0.31915	0.73106	1.54559	1.75613	0.33743	1.02055	0.06034	0.27928	0.38655	0.74183	0.23735	0.4881	0.15353	0.87409	NA	0.16907	0.05832	0.17253	0.7695	0.23134	NA	3.08244	0.63575	1.58165	0.22901	1.0864	0.46332	0.03082	0.0649	0.49651	0.21707	0.23043	NA	NA	NA	0.12941	0.14201	0.38211	3.60452	0.75488	1.54496	5.9331	0.08665	0.38956	0.61106	0.32291	0.1173	NA	NA	0.10664	0.23088	5.97199	0.58481	0.05193	NA	NA	NA	0.58961	0.04573	0.20061	0.1502	NA	0.17906	NA	0.28454	0.41265	0.06123	0.10987	0.03133	1.30524	0.10271	0.12225	0.10551	0.98489	0.0261	NA	0.2549	NA	0.11881	2.67362	0.40264	0.17693	1.11938	0.78361	NA	0.07481	NA	0.06301	0.51363	0.04628	0.0902	1.37534	0.4336	0.17503	0.20577	0.39233	0.26343	NA	0.31052	NA	NA	0.15697	NA	1.21895	NA	NA	NA	0.04226	NA	NA	NA	NA	1.0559	0.06253	0.37414	0.27981	NA	0.18356	NA	0.14238	NA	0.06374	0.1923
GT108	5.39245	3.29981	2.01704	3.20131	4.38385	2.44297	2.07279	1.6174	0.95384	2.87461	1.32946	2.34261	6.52911	2.71215	0.78738	0.30905	NA	NA	NA	NA	NA	NA	NA	0.14964	0.15449	0.63123	0.55023	2.33599	NA	NA	2.32351	NA	NA	NA	0.17677	NA	NA	NA	NA	0.26437	0.26412	0.27952	0.17501	0.1745	0.52246	0.2787	0.33361	3.72957	1.08537	1.77357	NA	0.13891	0.45984	0.05444	0.13489	NA	0.0659	NA	NA	0.41191	0.43736	0.42834	0.07323	2.21198	0.57714	2.48264	0.72969	4.35091	1.97784	1.75036	3.98802	0.09829	NA	NA	NA	0.78469	1.03658	0.72921	NA	0.21283	NA	NA	NA	0.49132	0.20132	0.45022	0.70796	NA	NA	NA	3.67568	3.44389	4.56722	1.86979	NA	0.05011	NA	NA	NA	NA	NA	NA	0.04845	0.23721	NA	3.16156	3.11527	1.07002	1.14152	NA	NA	NA	NA	NA	NA	NA	0.06221	0.28645	0.89039	1.90091	0.56396	NA	NA	1.55678	NA	5.4876	5.0395	5.35188	3.87259	NA	NA	NA	NA	2.30318	0.17144	5.52357	2.43037	NA	NA	NA	NA	NA	NA	NA	NA	3.40441	2.20178	4.63467	2.75327	0.1122	0.3554	0.08228	0.56728	2.30543	2.52559	0.28774
GT11	35.88722	58.01085	36.01352	38.41374	31.80903	57.95531	68.21275	43.9136	38.45297	51.68745	52.07065	73.18813	84.6914	76.36349	93.90965	49.01019	57.08951	63.99722	37.03027	38.22918	25.71813	38.68333	60.57078	59.13605	53.97457	67.78688	100.25354	29.16548	28.11132	39.86881	61.66279	128.06428	106.89477	128.23897	141.85711	50.1031	50.36384	43.92483	47.48528	57.67793	48.75842	65.07414	53.32391	59.28967	52.86339	46.53404	72.78534	34.63262	42.37167	63.50394	82.61944	51.85473	50.25161	71.7955	74.09267	78.93142	90.13051	75.32493	79.88825	44.50966	45.46942	44.37403	59.64797	57.71999	15.03588	35.76736	21.96224	31.80807	28.61156	38.67472	33.62232	34.98499	44.14001	27.01037	54.3699	79.34744	57.78	52.66664	64.02588	60.93524	56.75004	19.58472	52.23483	52.60361	61.56451	66.76956	67.17212	45.70631	11.95496	71.21262	54.88424	47.78869	55.62026	85.96384	12.37373	36.15248	12.95256	30.7412	56.46373	37.73356	30.86276	40.76532	50.77039	38.9252	75.46111	21.02496	31.36149	58.27701	93.54571	19.29741	13.1776	10.37712	48.85863	26.36608	30.94161	33.08419	67.97637	64.07796	50.15778	61.58118	94.72745	63.50573	55.52174	34.1768	53.80903	81.09364	60.97943	102.78653	95.99965	22.10726	26.73193	12.22388	41.79098	68.11024	53.40535	63.15979	99.61996	52.29965	33.90933	56.53316	34.45354	30.49877	38.23714	35.67735	56.43486	59.18368	52.36213	51.91358	54.36848	75.80009	52.34498	50.92681	39.05152	56.20594	68.05957	48.42796
