feature	ERR2587706	ERR2587707	ERR2587708	ERR2587709	ERR2587710	ERR2587711	ERR2587712	ERR2587713	ERR2587714	ERR2587715	ERR2587716	ERR2587717	ERR2587718	ERR2587719	ERR2587720	ERR2587721	ERR2587722	ERR2587723	ERR2587724	ERR2587725	ERR2587726	ERR2587727	ERR2587728	ERR2587729	ERR2587730	ERR2587731	ERR2587732	ERR2587733	ERR2587734	ERR2587735	ERR2587736	ERR2587737	ERR2587738	ERR2587739	ERR2587740	ERR2587741	ERR2587742	ERR2587743	ERR2587744	ERR2587745	ERR2587746	ERR2587747	ERR2587748	ERR2587749	ERR2587750	ERR2587752	ERR2587753	ERR2587754	ERR2587755	ERR2587756	ERR2587757	ERR2587758	ERR2587759	ERR2587760	ERR2587762	ERR2587763	ERR2587764	ERR2587765	ERR2587766	ERR2587767	ERR2587768	ERR2587769	ERR2587770	ERR2587771	ERR2587772	ERR2587773	ERR2587774	ERR2587775	ERR2587776	ERR2587777	ERR2587778	ERR2587779	ERR2587780	ERR2587781	ERR2587782	ERR2587783	ERR2587784	ERR2587785	ERR2587786	ERR2587787	ERR2587788	ERR2587789	ERR2587790	ERR2587791	ERR2587792	ERR2587793	ERR2587794	ERR2587795	ERR2587796	ERR2587797	ERR2587798	ERR2587799	ERR2587800	ERR2587801	ERR2587802	ERR2587803	ERR2587804	ERR2587805	ERR2587806	ERR2587807	ERR2587808	ERR2587809	ERR2587810	ERR2587811	ERR2587812	ERR2587813	ERR2587814	ERR2587815	ERR2587816	ERR2587817	ERR2587818	ERR2587819	ERR2587820	ERR2587821
GT45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.32617	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.00446	NA	NA	NA	NA	NA	0.64469	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.16728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GT49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.386	NA	NA	NA	NA	NA	NA	5.00102	NA	NA	36.10599	10.81547	NA	NA	NA	NA	43.28451	NA	NA	NA	NA	NA	NA	7.64505	NA	NA	7.30332	NA	NA	NA	NA	NA	NA	1.43287	NA	2.74565	NA	8.24354	2.3469	NA	NA	NA	21.97533	NA	NA	NA	12.8375	1.36535	NA	NA	NA	NA	NA	NA
GT5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	436.54225	466.2445	206.14824	413.46849	337.62101	324.68934	320.10866	436.96895	342.79333	457.25196	485.77058	296.90025	196.58371	258.96052	285.27583	274.45336	315.04361	464.47543	285.66367	438.9209	325.30331	370.79199	359.4376	262.24449	411.41406	296.4312	373.77644	226.02114	274.61158	298.0843	367.73854	339.39201	349.5197	253.15661	359.84048	300.80285	364.26421	292.91853	307.18071	361.60383	501.67309	441.00256	368.72122	234.67212	381.51095	360.92308	252.44176	275.78725	336.9355	388.2907	321.94909	389.28119	317.18252	378.91096	307.95766	401.9749	236.22644	357.24776
GT50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15937	NA	NA	NA	NA	NA	NA
GT51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	519.24821	662.32487	773.87607	613.50989	538.48822	745.98909	541.32035	607.00112	556.1653	638.88512	571.25797	643.10416	628.09729	569.96555	566.27687	752.00179	718.49487	657.65393	556.38113	645.34713	600.79563	534.3253	583.8361	608.50125	576.74524	597.95507	567.77456	964.59969	518.92729	597.68828	684.92775	604.55886	615.28155	774.43217	568.68679	572.24491	634.49801	765.37568	506.59165	616.67766	656.40458	640.64401	508.8248	673.55271	645.73778	855.58071	711.99171	631.47875	442.25946	526.85988	604.083	543.95667	552.96817	640.50765	739.01793	518.24385	830.60668	496.30899
GT52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28033	NA	0.23727	NA	NA	NA
GT56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.40671	2.2719	2.6453	3.56606	NA	20.30643	0.17854	0.21722	4.64022	0.35155	2.05544	0.68652	0.47752	0.68594	0.24914	3.01774	0.59972	1.42777	2.21078	0.5369	0.30336	1.49373	1.76957	0.2873	0.53023	NA	0.76545	0.48018	NA	NA	0.29771	3.79121	1.78513	0.29758	1.4305	NA	1.73993	NA	0.52531	0.38761	0.17451	NA	0.27337	0.2116	0.98369	0.52806	0.41072	0.62163	3.52511	0.55067	0.14739	0.31209	NA	0.96695	0.27286	NA	1.06987	0.34686
GT57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35927	0.58161	0.77741	1.6804	1.78431	3.36436	2.99147	NA	NA	0.29708	NA	1.24305	2.34132	1.72453	3.64366	1.38337	0.85337	NA	NA	NA	2.71674	0.71485	1.30898	NA	NA	0.45279	0.2563	1.55901	NA	1.78284	NA	NA	1.60924	NA	NA	0.94549	NA	0.8274	0.44256	1.62278	NA	0.60093	0.09241	2.53353	0.62093	1.01885	0.67514	0.84999	0.71315	NA	2.25359	0.32898	0.21814	1.02142	0.68853	NA	0.28858	1.76536
GT58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16373	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.39497	0.25846	NA	NA	NA	NA	1.38332	NA	NA	NA	NA	NA	NA	0.16538	NA	NA	0.19363	NA	NA	NA	NA	NA	NA	0.07295	NA	NA	NA	1.03336	NA	NA	NA	NA	0.53427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GT59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17563	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8651	NA	NA	NA	NA	NA	1.26017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99379	NA	NA	NA	NA	2.55258	NA	NA	NA	0.76694	NA	NA	NA	NA	NA	NA	NA
GT6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.25337	52.07826	15.47715	60.74649	22.38117	10.27763	37.04669	58.83156	77.38798	28.94214	39.17037	16.94563	11.27043	36.08868	15.19456	9.65593	32.34221	58.76273	68.51775	31.93906	4.65892	54.39053	45.16874	29.30868	21.85962	14.03123	20.75661	19.85288	9.88632	21.67059	3.64311	52.05346	39.09014	11.56062	26.26406	19.88181	37.272	36.80662	8.93428	18.73808	83.30897	12.55463	21.50419	16.73108	35.99092	36.34321	9.01775	22.09944	59.55096	83.0612	12.69259	10.91893	42.13347	29.63489	33.54571	27.54198	13.91294	27.73389
GT60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.98102	1.01956	2.86195	2.8975	0.90406	0.91803	NA	NA	NA	NA	1.42374	5.50962	4.25123	1.98416	1.40772	1.60603	NA	NA	NA	NA	2.72246	1.87597	6.35813	0.7035	4.74749	4.29855	0.22519	NA	1.22025	NA	1.77828	3.74477	0.26354	0.25338	5.66521	1.12001	1.19558	1.74613	3.43273	1.34816	NA	2.90249	4.93116	6.76855	NA	NA	10.45901	NA	10.2378	NA	NA	0.91529	10.05971	NA	NA	16.8368	NA
GT66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.15338	6.68765	4.90518	3.20207	2.30906	7.59234	9.03011	3.04449	0.51801	9.57356	5.94938	13.82598	1.28617	4.78375	2.74874	1.43528	3.19211	1.35905	0.51893	6.65573	1.16163	4.16468	3.5714	1.37451	5.4864	0.50794	2.59788	1.06237	9.0008	3.0739	0.74172	2.76195	2.1248	2.00551	3.84412	2.4116	0.59732	1.3736	16.47783	0.47937	2.50808	4.54514	3.43726	27.37486	4.83149	1.10432	3.5166	3.03763	11.36449	3.98117	6.89778	1.94242	3.56672	4.14986	1.91717	7.1611	5.65653	14.2318
GT69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75345	NA	NA	NA	1.70177	NA	NA	NA	NA	NA	1.06085	NA	NA	NA	0.39138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38462	NA	NA	NA	NA	NA	NA	NA	NA	0.215	NA	NA	NA	NA	NA	NA	NA	NA	0.94376	NA	NA	NA	NA	NA	NA	NA	NA	1.25401	NA	NA	NA
GT73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81795	6.81273	0.56155	0.66803	0.21426	26.03311	0.44508	0.71179	0.56964	2.78148	0.77079	2.34698	2.93536	5.66263	NA	1.91907	0.40353	0.16637	0.91481	0.91391	1.02187	0.8868	1.56149	0.69979	3.48515	6.23902	3.04011	0.22771	NA	0.64468	3.35065	0.32971	0.76016	0.7065	1.25869	0.27207	NA	10.04734	11.26836	1.81691	NA	NA	0.22623	0.8347	1.84393	5.47488	0.69913	13.10795	NA	3.55676	NA	NA	0.2197	0.6101	11.82899	1.02049	14.36393	3.10701
GT75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38924	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2194	NA	NA	0.15473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GT76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GT77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0757	NA	NA	NA	NA	NA	NA	0.87898	NA	NA	7.11645	NA	NA	NA	NA	NA	6.64749	NA	NA	NA	NA	NA	NA	1.5027	NA	NA	0.41173	NA	NA	NA	NA	NA	NA	NA	NA	0.35506	NA	3.52371	0.71741	NA	NA	NA	3.81344	NA	NA	NA	1.49766	NA	NA	NA	NA	NA	NA	NA
GT8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73.44795	188.96022	351.36683	163.11203	80.75724	181.96342	164.07413	272.62748	95.69572	184.0575	71.10558	238.5821	326.56274	104.86703	148.11915	139.96053	275.31538	258.38031	87.72889	134.03271	230.24817	204.11483	139.91589	189.45362	125.47419	147.1496	155.6651	374.5327	127.28163	151.94307	174.60305	185.65752	184.25001	258.02627	144.82559	132.16956	179.81391	310.02647	91.83725	151.54246	198.06448	193.39156	154.22216	181.34401	123.22896	256.89851	175.97604	114.32496	98.36813	122.58077	168.94712	233.37825	144.69198	111.38208	229.43037	137.07885	239.84559	147.66966
GT80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.40156	1.92592	4.16287	0.66545	1.96095	0.32026	4.04335	NA	NA	3.58292	26.35525	1.13873	2.64677	2.39046	2.41383	NA	0.97724	NA	NA	4.58327	0.14055	0.26397	5.99838	6.5338	0.24566	1.85631	0.56761	0.36086	8.94888	0.65427	NA	0.37627	1.59646	0.84744	1.60502	12.9817	0.99773	0.52986	2.05226	NA	0.9646	NA	NA	2.59387	1.24117	2.24528	0.19404	4.95041	6.29037	2.21187	1.36624	NA	2.40639	4.83305	4.12516	0.35757	5.26836	5.30628
GT81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51496	NA	NA	NA	2.11283	NA	NA	NA	NA	NA	4.63568	NA	0.34297	NA	2.3843	NA	NA	NA	NA	NA	1.11747	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.40129	NA	NA	NA	NA	NA	0.16823	NA	NA	NA	NA	0.71952	NA	NA	NA	0.41072	NA	NA	NA	NA	NA	0.12907	NA	NA	1.22991	NA	NA
GT82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28029	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29279	NA	NA	NA	2.05897	NA	NA	NA	NA	NA	0.84114	NA	1.09156	NA	0.33502	NA	NA	NA	NA	0.26748	NA	NA	NA	NA	NA	NA	NA	NA	0.14428	NA	NA	NA	NA	NA	0.39661	NA	NA
GT83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	106.19756	77.85654	168.7712	80.26284	82.66592	66.80677	105.09034	81.73673	107.45484	61.08982	82.05722	57.94878	118.9613	90.23836	81.53578	75.59794	214.76143	77.42165	82.92424	57.49522	92.46795	60.92968	79.90492	66.87912	91.35433	80.31955	59.30657	221.83652	65.971	77.38	111.06809	72.78018	75.36102	131.21165	87.10235	74.39431	98.39626	174.01122	44.49105	73.7167	69.6605	104.27394	26.24838	99.88489	65.34547	237.45381	155.23649	28.22445	58.03446	41.98609	123.51507	31.95228	113.48461	68.09373	197.71857	64.57292	44.98173	48.75528
GT84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.06691	14.75964	10.17306	3.95627	4.10528	30.57069	33.8237	2.1187	0.31271	1.02746	9.49086	24.65344	12.79968	12.51987	5.64105	22.75739	6.34646	3.13084	3.77195	0.5322	28.40235	7.10402	16.81401	10.27171	2.05412	6.87854	4.61796	2.7345	NA	45.81924	8.24285	6.2937	14.92484	3.49897	9.31673	16.98875	0.95872	3.9169	5.7869	35.69263	4.20001	20.19534	16.16675	40.2776	8.56918	0.30319	1.19496	71.26144	7.25605	3.2293	27.62823	16.01448	18.16386	12.61618	0.15592	5.67966	73.5626	21.91302
GT85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GT87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38061	0.69208	4.93287	NA	0.11357	0.20947	1.01256	0.16292	NA	0.59242	NA	1.02066	1.96155	0.20998	0.91521	1.87004	0.18946	0.54138	0.22559	NA	NA	NA	NA	1.20191	0.35466	NA	NA	0.31136	NA	NA	1.24731	0.47678	0.41243	NA	0.41868	NA	NA	1.02637	2.43453	NA	1.09378	0.82873	NA	1.10325	1.51751	0.48495	NA	1.74978	NA	NA	NA	NA	0.2729	0.7153	0.16706	0.89043	1.36159	0.21022
GT9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	117.79383	73.33362	238.15207	64.47114	61.60842	148.11976	144.60485	66.83265	159.22733	75.70699	82.64286	132.40121	183.00428	64.59133	71.1409	149.34193	229.45995	40.12602	124.43148	74.32863	97.30051	38.46761	83.42946	81.39067	82.94493	80.21577	62.13341	256.80067	92.457	102.5828	112.62171	80.67929	80.65833	161.69142	84.41585	116.79979	84.06166	167.99829	77.92826	72.8355	61.51587	126.1454	54.03442	133.43378	59.84818	230.68698	250.41784	58.13291	73.06316	33.39395	137.69797	50.47817	130.48503	52.05331	185.12699	64.68951	147.57624	65.94793
GT92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14862	NA	NA	NA	NA	NA	NA	NA	NA	0.57727	NA	NA
GT97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22798	NA	0.96326	1.51998	NA	NA	NA	1.26802	NA	0.73382	NA	NA	0.8366	0.51358	0.66076	NA	0.56516	NA	1.17628	NA	0.36873	0.36567	NA	0.62279	NA	NA	NA	NA	NA	NA	0.57288	0.39462	NA	NA	NA	NA	NA	NA	NA	0.35084	0.25177	0.37721	NA	NA	NA	NA	NA	NA	0.20027	3.7424	NA	0.1751	NA	0.21608	NA
GT99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61048	NA	0.09384	NA	0.15615	0.32657	0.89231	NA	0.51447	NA	0.28715	0.10557	0.28261	NA	0.15653	NA	7.42198	0.50343	NA	NA	NA	NA	0.09294	0.28982	NA	NA	1.51695	NA	NA	NA	0.1851	NA	NA	NA	NA	NA	NA	NA	0.36873	NA	NA	25.46906	NA	NA	1.28251	0.74647	NA	NA	0.31308	NA	19.47138	NA	NA	2.41109	0.68573	NA	NA	NA
PL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	503.64184	65.01314	141.34274	226.10847	309.95315	136.87643	63.47295	412.10929	282.68262	105.7906	239.87981	227.50201	57.4181	164.75521	422.18662	344.37044	652.45131	403.77591	262.86134	58.51984	184.23889	75.38895	157.31598	124.11198	313.29	983.62763	176.70778	1295.8011	166.54729	123.50995	281.73713	137.36062	133.66011	681.16575	240.91886	655.70326	464.62692	836.53404	151.95817	89.8324	101.27658	278.2109	183.27806	296.76715	142.66772	654.66503	287.58832	97.42927	154.41984	79.9643	308.88586	225.07248	554.34878	105.62287	638.4929	99.49047	209.45356	153.08875
PL10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.98765	8.1333	23.05522	8.64717	28.40585	11.08586	6.34171	26.03109	31.22819	16.79847	27.44747	53.50261	28.14603	3.31853	33.34862	3.05104	11.48428	43.73269	38.21522	4.86987	5.67956	8.15399	10.16267	6.33592	10.84269	60.69541	31.47355	16.12965	25.97247	6.36806	5.68091	15.74005	8.54558	10.658	7.05333	45.23178	19.91638	15.12197	30.12512	14.71314	11.38249	15.0943	7.70014	15.67195	16.07513	29.45972	5.59556	3.11832	2.15244	7.5212	9.48448	11.85733	61.78163	8.85444	22.12439	9.15353	22.1124	4.92269
