"","run_accession","secondary_study_accession","sample_accession","secondary_sample_accession","experiment_accession","study_accession","submission_accession","tax_id","scientific_name","instrument_platform","instrument_model","library_name","nominal_length","library_layout","library_strategy","library_source","library_selection","read_count","base_count","center_name","first_public","last_updated","experiment_title","study_title","study_alias","experiment_alias","run_alias","fastq_bytes","fastq_md5","fastq_ftp","fastq_aspera","fastq_galaxy","submitted_bytes","submitted_md5","submitted_ftp","submitted_aspera","submitted_galaxy","submitted_format","sra_bytes","sra_md5","sra_ftp","sra_aspera","sra_galaxy","sample_alias","broker_name","Sample","Week","Intervention","nominal_sdev","Week","bam_ftp","bam_bytes","bam_md5"
"157","ERR5956678","ERP128019","SAMEA8793834","ERS6478184","ERX5597199","PRJEB44020","ERA4412354",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",16454832,2023064014,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP08-01_Week2_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP08-01_Week2_Study1PeaFiber","webin-reads-TP08-01_Week2_Study1PeaFiber","636652764;681877716","ce9cc52abb87c64015734da120ae6de7;33f5fa4971337ed5a98f99059a818bfd","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5956678/ERR5956678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5956678/ERR5956678_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/008/ERR5956678/ERR5956678_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/008/ERR5956678/ERR5956678_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5956678/ERR5956678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5956678/ERR5956678_2.fastq.gz","614369043;659136681","4411ac8715134b4eea83640d07b35635;eda897d537f9410e23b61017d70184d4","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956678/TP08-01_TS1_Wk2_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956678/TP08-01_TS1_Wk2_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956678/TP08-01_TS1_Wk2_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956678/TP08-01_TS1_Wk2_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956678/TP08-01_TS1_Wk2_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956678/TP08-01_TS1_Wk2_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP08-01_Week2_Study1PeaFiber",NA,"TP08-01","2","Study1PeaFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/008/ERR5956678.bam",1324511867,"2a5c28532b4dfd22b917497c376e1a46"
"158","ERR5957062","ERP128019","SAMEA8793954","ERS6478304","ERX5597583","PRJEB44020","ERA4413089",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",19671184,2451407378,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP08-01_Week2_Study2OrangeFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP08-01_Week2_Study2OrangeFiber","webin-reads-TP08-01_Week2_Study2OrangeFiber","784552134;862793323","e94e85496f427c4ce08602908138bb11;d5cb68647583a4637ac3deef573f351e","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5957062/ERR5957062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5957062/ERR5957062_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/002/ERR5957062/ERR5957062_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/002/ERR5957062/ERR5957062_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5957062/ERR5957062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5957062/ERR5957062_2.fastq.gz","751416531;830050840","c00fa504100a81597066e3cc373af004;90bd927fe08953ae157d55af8c69eec1","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5957062/TP08-01_TS2_Wk2_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5957062/TP08-01_TS2_Wk2_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5957062/TP08-01_TS2_Wk2_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5957062/TP08-01_TS2_Wk2_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5957062/TP08-01_TS2_Wk2_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5957062/TP08-01_TS2_Wk2_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP08-01_Week2_Study2OrangeFiber",NA,"TP08-01","2","Study2OrangeFiber",NA,"2021-05-23","ftp.sra.ebi.ac.uk/vol1/err/ERR595/002/ERR5957062.bam",1663111491,"3f4785e4c5a13ae5a1799ab32944d515"
"159","ERR5956680","ERP128019","SAMEA8793835","ERS6478185","ERX5597201","PRJEB44020","ERA4412356",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",16521788,2063502314,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP08-01_Week3_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP08-01_Week3_Study1PeaFiber","webin-reads-TP08-01_Week3_Study1PeaFiber","633082819;652931786","42748422889bc0efcb027bf50b1e0faa;071100515186127cbca76964ed6022f2","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956680/ERR5956680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956680/ERR5956680_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/000/ERR5956680/ERR5956680_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/000/ERR5956680/ERR5956680_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956680/ERR5956680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956680/ERR5956680_2.fastq.gz","610682564;630256260","f079ad669793bd1f4d03ef71e5eae473;b51c9f0633da32ee8e8fcc043cfcd5eb","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956680/TP08-01_TS1_Wk3_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956680/TP08-01_TS1_Wk3_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956680/TP08-01_TS1_Wk3_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956680/TP08-01_TS1_Wk3_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956680/TP08-01_TS1_Wk3_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956680/TP08-01_TS1_Wk3_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP08-01_Week3_Study1PeaFiber",NA,"TP08-01","3","Study1PeaFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/000/ERR5956680.bam",1280652648,"6b1fe2d521278d2352dbd70a76e500d3"
"160","ERR5956681","ERP128019","SAMEA8793836","ERS6478186","ERX5597202","PRJEB44020","ERA4412357",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",16860386,2083839793,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP08-01_Week4_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP08-01_Week4_Study1PeaFiber","webin-reads-TP08-01_Week4_Study1PeaFiber","628998375;647559409","5dde60c46ecc43afabc9229e8bc5bda7;d2e0870b35270afdd841b5c7dc988d87","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956681/ERR5956681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956681/ERR5956681_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/001/ERR5956681/ERR5956681_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/001/ERR5956681/ERR5956681_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956681/ERR5956681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956681/ERR5956681_2.fastq.gz","605935613;624238111","1ba03d4175e75752c740261070439d81;39f06bc3610a591c9a28bc98baa1a8d6","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956681/TP08-01_TS1_Wk4_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956681/TP08-01_TS1_Wk4_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956681/TP08-01_TS1_Wk4_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956681/TP08-01_TS1_Wk4_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956681/TP08-01_TS1_Wk4_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956681/TP08-01_TS1_Wk4_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP08-01_Week4_Study1PeaFiber",NA,"TP08-01","4","Study1PeaFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/001/ERR5956681.bam",1267778057,"4f2f3143c0f4338f53a4d19b562b9082"
"161","ERR5956682","ERP128019","SAMEA8793837","ERS6478187","ERX5597203","PRJEB44020","ERA4412358",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",16678090,2071685570,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP08-01_Week5_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP08-01_Week5_Study1PeaFiber","webin-reads-TP08-01_Week5_Study1PeaFiber","635831876;658973886","bb98e715c5fb1a94086a32280aef6509;dc8e8d8959acbbd82006c8f8c7783448","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5956682/ERR5956682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5956682/ERR5956682_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/002/ERR5956682/ERR5956682_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/002/ERR5956682/ERR5956682_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5956682/ERR5956682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5956682/ERR5956682_2.fastq.gz","612930877;635752220","64945c36eb396b75a8a367877e122afe;33304f6c4a002cff421381e7b8d2e50c","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956682/TP08-01_TS1_Wk5_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956682/TP08-01_TS1_Wk5_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956682/TP08-01_TS1_Wk5_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956682/TP08-01_TS1_Wk5_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956682/TP08-01_TS1_Wk5_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956682/TP08-01_TS1_Wk5_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP08-01_Week5_Study1PeaFiber",NA,"TP08-01","5","Study1PeaFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/002/ERR5956682.bam",1290023952,"e012887793b216379be2ac21fb7abcdd"
"162","ERR5957063","ERP128019","SAMEA8793955","ERS6478305","ERX5597584","PRJEB44020","ERA4413090",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",20606054,2702881327,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP08-01_Week5_Study2OrangeFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP08-01_Week5_Study2OrangeFiber","webin-reads-TP08-01_Week5_Study2OrangeFiber","833341861;944405009","71d06ea635ffa79e178344b567f6c665;1f5194a127558858ff955ec122f1feb6","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5957063/ERR5957063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5957063/ERR5957063_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/003/ERR5957063/ERR5957063_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/003/ERR5957063/ERR5957063_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5957063/ERR5957063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5957063/ERR5957063_2.fastq.gz","797685523;909083918","95a1cc8be463c7fb0e64d264b976bd0f;c88f9c09b94422d0176ed22830831022","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5957063/TP08-01_TS2_Wk5_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5957063/TP08-01_TS2_Wk5_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5957063/TP08-01_TS2_Wk5_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5957063/TP08-01_TS2_Wk5_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5957063/TP08-01_TS2_Wk5_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5957063/TP08-01_TS2_Wk5_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP08-01_Week5_Study2OrangeFiber",NA,"TP08-01","5","Study2OrangeFiber",NA,"2021-05-23","ftp.sra.ebi.ac.uk/vol1/err/ERR595/003/ERR5957063.bam",1787145707,"525b07f1738bff966f082aad2b57360a"
"163","ERR5956683","ERP128019","SAMEA8793838","ERS6478188","ERX5597204","PRJEB44020","ERA4412359",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",17038040,2070746062,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP08-01_Week8_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP08-01_Week8_Study1PeaFiber","webin-reads-TP08-01_Week8_Study1PeaFiber","652726737;691417745","40b74e64b96c07ab7d1d07ec0c499626;af30ac76308e0ca4030967ce5d3d14b3","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5956683/ERR5956683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5956683/ERR5956683_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/003/ERR5956683/ERR5956683_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/003/ERR5956683/ERR5956683_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5956683/ERR5956683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5956683/ERR5956683_2.fastq.gz","629455522;667742377","d5dd91e4c1dff185fc3c851d513cc014;4a9c7fdeed39bfece7e75bf74c6912bc","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956683/TP08-01_TS1_Wk8_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956683/TP08-01_TS1_Wk8_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956683/TP08-01_TS1_Wk8_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956683/TP08-01_TS1_Wk8_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956683/TP08-01_TS1_Wk8_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956683/TP08-01_TS1_Wk8_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP08-01_Week8_Study1PeaFiber",NA,"TP08-01","8","Study1PeaFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/003/ERR5956683.bam",1349035451,"25b4bb47d7234f1db4dc062ce331864c"
"164","ERR5957064","ERP128019","SAMEA8793956","ERS6478306","ERX5597585","PRJEB44020","ERA4413091",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",20068892,2620160175,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP08-01_Week8_Study2OrangeFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP08-01_Week8_Study2OrangeFiber","webin-reads-TP08-01_Week8_Study2OrangeFiber","820931154;920604162","b48bcad7da5af2f9a65874ae243287cd;3b0ff21bde767ceb363c49536a60fd47","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/004/ERR5957064/ERR5957064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/004/ERR5957064/ERR5957064_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/004/ERR5957064/ERR5957064_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/004/ERR5957064/ERR5957064_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/004/ERR5957064/ERR5957064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/004/ERR5957064/ERR5957064_2.fastq.gz","786401471;886435403","1d99817f8e2edb7f3d0991cdb088842f;5c90e191cffd967b8c871373c8303fb7","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5957064/TP08-01_TS2_Wk8_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5957064/TP08-01_TS2_Wk8_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5957064/TP08-01_TS2_Wk8_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5957064/TP08-01_TS2_Wk8_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5957064/TP08-01_TS2_Wk8_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5957064/TP08-01_TS2_Wk8_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP08-01_Week8_Study2OrangeFiber",NA,"TP08-01","8","Study2OrangeFiber",NA,"2021-05-23","ftp.sra.ebi.ac.uk/vol1/err/ERR595/004/ERR5957064.bam",1753456817,"c5a110d728a58e74ba81418532de66b9"
"165","ERR5956685","ERP128019","SAMEA8793839","ERS6478189","ERX5597206","PRJEB44020","ERA4412361",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",17014618,2082436911,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP08-01_Week9_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP08-01_Week9_Study1PeaFiber","webin-reads-TP08-01_Week9_Study1PeaFiber","650210134;689079520","89a06c33f1ae5472c928f1cee62a6b8d;8aa488bb820c75bf16182b34f757ae75","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5956685/ERR5956685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5956685/ERR5956685_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/005/ERR5956685/ERR5956685_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/005/ERR5956685/ERR5956685_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5956685/ERR5956685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5956685/ERR5956685_2.fastq.gz","627089679;665509158","f9d4536227ebd11677588f4e42f43dc7;0e08fdf5bde6b4f42c97f8469e307c04","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956685/TP08-01_TS1_Wk9_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956685/TP08-01_TS1_Wk9_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956685/TP08-01_TS1_Wk9_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956685/TP08-01_TS1_Wk9_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956685/TP08-01_TS1_Wk9_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956685/TP08-01_TS1_Wk9_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP08-01_Week9_Study1PeaFiber",NA,"TP08-01","9","Study1PeaFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/005/ERR5956685.bam",1341601001,"ff2174ca8a74480ee65453b689ed917e"
"166","ERR5956686","ERP128019","SAMEA8793840","ERS6478190","ERX5597207","PRJEB44020","ERA4412362",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",16931978,2083011785,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP08-02_Week1_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP08-02_Week1_Study1PeaFiber","webin-reads-TP08-02_Week1_Study1PeaFiber","647517773;679315552","7451977e2b286e24d8d300829f00ad35;4872cafc9052901d2fecb92868d87367","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956686/ERR5956686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956686/ERR5956686_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/006/ERR5956686/ERR5956686_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/006/ERR5956686/ERR5956686_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956686/ERR5956686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956686/ERR5956686_2.fastq.gz","624374434;655762276","2c36343aa9023f34f87b8865b341f647;21f6752c8337ae21d3c7fea55a024eb9","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956686/TP08-02_TS1_Wk1_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956686/TP08-02_TS1_Wk1_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956686/TP08-02_TS1_Wk1_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956686/TP08-02_TS1_Wk1_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956686/TP08-02_TS1_Wk1_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956686/TP08-02_TS1_Wk1_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP08-02_Week1_Study1PeaFiber",NA,"TP08-02","1","Study1PeaFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/006/ERR5956686.bam",1326734963,"849b5f3e9a2800faa3212d5524258182"
