feature	SRR5866258	SRR5866262	SRR5866263	SRR5866264	SRR5866265	SRR5866266	SRR5866267	SRR5866270	SRR5866271	SRR5866272	SRR5866273	SRR5866274	SRR5866275	SRR5866276	SRR5866277	SRR5866278	SRR5866279	SRR5866280	SRR5866281	SRR5866282	SRR5866283	SRR5866284	SRR5866285	SRR5866286	SRR5866287	SRR5866288	SRR5866289	SRR5866290	SRR5866291	SRR5866292	SRR5866293	SRR5866294	SRR5866295	SRR5866296	SRR5866297	SRR5866298	SRR5866299	SRR5866300	SRR5866301	SRR5866302	SRR5866303	SRR5866304	SRR5866305	SRR5866306	SRR5866307	SRR5866308	SRR5866309	SRR5866310	SRR5866311	SRR5866312	SRR5866313	SRR5866317	SRR5866318	SRR5866343	SRR5866344	SRR5866345	SRR5866346	SRR5866347	SRR5866348	SRR5866349	SRR5866350	SRR5866351	SRR5866352	SRR5866353	SRR5866354	SRR5866355	SRR5866356	SRR5866357	SRR5866358	SRR5866359	SRR5866360	SRR5866361	SRR5866362	SRR5866363	SRR5866364	SRR5866365	SRR5866366	SRR5866367	SRR5866368	SRR5866369	SRR5866370	SRR5866371	SRR5866372	SRR5866409	SRR5866410	SRR5866411	SRR5866412	SRR5866413	SRR5866414	SRR5866415	SRR5866416	SRR5866417	SRR5866418	SRR5866419	SRR5866420	SRR5866421	SRR5866422	SRR5866424	SRR5866425	SRR5866426	SRR5866427	SRR5866428	SRR5866429	SRR5866430	SRR5866432	SRR5866433	SRR5866439	SRR5866440	SRR5866443	SRR5866448	SRR5866459	SRR5866460	SRR5866462	SRR5866463	SRR5866464	SRR5866465	SRR5866466	SRR5866467	SRR5866468	SRR5866489	SRR5866490	SRR5866491	SRR5866492	SRR5866493	SRR5866494	SRR5866495	SRR5866496	SRR5866497	SRR5866498	SRR5866499	SRR5866500	SRR5866501	SRR5866502	SRR5866503	SRR5866504	SRR5866505	SRR5866506	SRR5866507	SRR5866508	SRR5866509	SRR5866512	SRR5866514	SRR5866515	SRR5866517	SRR5866518	SRR5866519	SRR5866520	SRR5866531	SRR5866532	SRR5866533	SRR5866534	SRR5866535	SRR5866536	SRR5866537	SRR5866541	SRR5866542	SRR5866543	SRR5866544	SRR5866545	SRR5866546	SRR5866547	SRR5866548	SRR5866558	SRR5866559	SRR5866560	SRR5866561	SRR5866562	SRR5866563	SRR5866566	SRR5866567	SRR5866570	SRR5866571	SRR5866591	SRR5866592	SRR5866593	SRR5866594	SRR5866595	SRR5866596	SRR5866597	SRR5866598	SRR5866599	SRR5866600
ko:K11694	54.8867	12.04343	37.38681	58.49939	51.47656	156.38765	67.67312	62.49483	80.94381	41.29559	29.28197	31.6222	75.47949	44.21753	76.92294	172.12909	98.95385	75.46433	52.08186	152.99356	13.16946	94.7823	16.85877	45.48541	13.53384	25.30051	133.68574	76.51269	68.35945	96.38265	72.61561	129.09079	101.09863	98.68734	12.17815	5.16835	49.32283	50.7945	105.92569	17.4959	4.60186	47.33802	15.9179	51.44309	136.64218	166.20671	182.11949	85.71388	183.55776	144.64427	455.49948	103.89947	58.9796	96.1346	54.13181	21.81675	17.86878	126.689	46.5716	39.37345	75.19391	19.88494	30.27903	301.71279	204.65285	36.03575	306.67332	4.49708	2.73498	102.94461	16.8463	57.06804	51.1005	249.20672	74.4548	443.88213	242.87103	25.90314	30.59753	54.82221	56.05685	26.00212	65.28635	104.23253	125.81139	52.87195	178.67469	125.40886	59.72503	86.97181	35.85871	160.94255	54.99625	46.99697	222.21096	10.03596	134.03627	194.32717	623.78501	176.56499	31.19086	255.89416	131.1758	120.53952	86.92149	61.14537	50.39658	75.22566	485.24044	17.81558	32.37812	21.97637	19.8268	35.98095	81.64727	18.9572	28.62526	12.55895	22.47352	44.07179	62.52824	263.47374	96.31366	32.38676	401.73695	122.09631	1074.47968	109.50645	19.75571	15.68076	66.68969	71.22785	35.26272	18.68319	80.41168	78.54816	32.51315	56.06236	111.92677	57.51583	69.69202	46.9228	10.71418	70.17961	88.8088	46.89551	40.66114	314.52254	60.79812	91.0546	37.85008	123.05081	66.02828	78.34514	26.43116	47.9735	94.18322	33.16801	53.05023	54.1284	46.98782	106.74214	18.01594	31.2564	17.28906	38.75298	80.45891	18.75331	29.19699	15.656	57.19769	77.05476	39.54404	108.52661	223.54207	5.24337	2.87779	21.06526	12.14794	19.97653	28.30822	453.6364
ko:K11695	10.99554	8.53522	12.22549	47.29084	30.4879	88.11091	39.00321	42.08044	67.06907	35.3044	13.88961	10.75466	32.26537	34.82514	19.55074	55.0389	7.55785	69.42654	39.32534	85.60784	9.29549	70.48154	16.14384	20.94915	8.55069	22.47042	37.27373	17.58189	24.78372	56.30532	41.70724	70.83523	26.65679	8.67972	11.3592	8.5122	23.17112	49.05866	32.56596	15.3433	3.53809	43.34689	12.0694	15.68804	75.16311	79.11551	131.81376	69.35483	180.86522	136.32275	399.11805	44.89803	28.33423	34.13873	20.11656	11.05233	5.65155	25.5391	13.51555	30.64628	40.06272	1.96233	7.36983	44.11842	27.62857	34.48955	58.43428	NA	0.66962	62.9657	4.88495	46.7068	46.31272	131.42033	45.96478	56.58477	35.96028	2.5958	14.42718	36.32054	47.62023	19.39394	53.66655	79.36639	104.89552	14.23091	8.34911	55.60464	16.22623	8.92369	6.62516	51.02722	52.72923	49.08253	118.5579	6.87803	67.74216	42.73976	133.60373	30.29013	17.68414	26.47337	28.38634	38.14424	98.07059	9.21369	35.22665	16.28374	25.53189	3.93277	29.47284	15.50656	14.99081	34.51897	66.04351	11.69723	26.08806	10.74834	22.06792	25.53712	25.73982	127.31571	82.80817	32.47308	189.86087	63.27731	193.70171	58.47937	20.74886	8.99699	61.86002	40.72347	20.29526	11.5667	37.02371	31.56009	17.99366	31.54125	101.73042	53.35826	37.66699	27.86529	7.17665	80.52593	46.47409	44.68384	44.34076	63.00565	23.89764	41.48301	31.74137	105.49338	42.43338	3.35289	11.49291	43.07347	102.40382	11.13735	78.01179	54.59559	23.65293	60.99024	18.66567	30.46688	19.78974	37.11449	16.31258	6.48705	28.57684	15.656	51.24534	59.29595	2.92595	10.24477	149.46175	3.00651	0.76206	1.02274	1.34877	2.60847	3.0287	36.48868
ko:K11700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04435	NA	NA	NA	2.32423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.09414	NA	1.92448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K11704	13.04063	4.27598	44.71596	15.4945	7.23203	2.99724	10.86753	4.44061	36.08216	6.2689	13.5417	12.83775	12.61261	10.82513	26.30817	89.51574	15.43863	25.55873	14.67236	30.72339	11.52659	20.98306	3.82735	10.52287	5.61091	21.81596	0.83878	9.75073	0.43015	4.2069	149.4262	219.82652	2.64456	4.46936	5.85859	10.38543	15.20305	13.32265	11.16627	10.10354	10.07468	7.8787	15.93907	78.20236	3.22605	10.62958	1.69839	39.51982	30.52089	55.844	57.54266	3.01755	6.74818	7.86365	76.89177	3.23645	4.46116	62.24819	63.97136	3.44649	236.27201	34.55471	48.61117	20.63152	5.632	0.84217	6.75701	1.38257	6.53823	119.75546	4.34521	37.96333	12.80129	58.32799	94.17101	26.17692	43.18128	25.56933	12.05699	33.56015	8.4839	5.99388	12.03321	98.20971	49.10733	25.51136	29.13207	10.03542	1.25401	6.17473	1.66089	8.91959	8.49267	NA	0.42414	1.17352	12.29901	8.3409	4.43147	20.5758	11.30287	255.61644	198.76595	207.14024	0.8238	57.57276	12.9402	17.9815	552.4364	10.82882	5.96919	1.99748	2.12233	21.21081	55.32597	3.33124	1.352	17.5891	14.79661	28.04916	9.6969	11.06111	10.8288	4.73767	20.26742	3.20741	16.64477	6.83917	25.05954	9.06122	1.71349	21.40214	45.06587	23.67902	25.24443	31.7612	4.53349	8.0521	3.62082	20.10704	16.88716	18.37254	10.64023	8.3524	3.73998	8.22679	18.12013	18.33856	19.23504	10.8897	9.03393	17.02229	4.88954	2.7964	2.06948	18.02694	10.01899	1.06355	18.03586	NA	47.04686	8.11462	2.46675	1.82986	2.09325	6.07604	100.73697	16.52348	5.46573	3.95336	17.73876	1.64164	2.03939	7.18506	11.73257	2.60055	11.03148	5.14883	0.41007	20.701	29.9975	25.53901
ko:K11705	35.0743	14.18308	48.22419	23.2615	23.05021	3.21249	7.65927	15.69964	35.26995	24.3925	20.94885	9.93859	28.1184	17.25256	14.70771	73.81615	14.61094	23.24856	26.53619	37.01715	12.29507	24.25964	6.89537	11.34735	5.10158	21.30493	4.08581	5.05309	10.71792	26.4121	134.67702	214.46229	7.8556	15.08547	19.52677	13.28831	19.98591	22.44111	14.24079	11.19978	37.16091	45.14454	19.93235	66.25403	11.02932	9.97772	5.89531	46.21929	83.32942	69.60345	153.76284	12.78577	4.96893	23.14777	91.64992	4.5509	2.55913	39.15788	79.72166	21.13249	231.22126	30.52827	39.26507	19.99954	3.46354	0.98991	16.23175	2.95413	5.07018	99.63144	2.30519	45.97113	19.65874	54.86544	80.39662	24.45736	29.60201	29.02815	26.49145	29.13909	14.12714	8.72564	28.6366	77.5905	63.11828	18.32839	31.70287	16.68081	2.4668	12.62432	0.30479	10.74072	16.35592	11.98789	7.54175	5.35763	16.50807	3.34129	6.50397	22.62352	13.85926	230.08798	137.79943	184.82222	12.99077	85.13395	12.80007	26.31782	485.77235	10.12228	3.18875	11.75859	36.6614	15.50838	57.08122	4.90354	3.80157	22.30585	11.68294	30.338	15.93437	12.7315	13.89534	4.66474	20.10156	21.06529	35.00518	2.74036	46.60101	5.22789	11.77765	18.2217	43.07983	18.55019	32.46916	25.3433	19.01397	21.91112	7.17346	35.24797	9.31647	31.68071	16.52341	9.57005	9.4959	12.98349	15.70027	8.80939	7.97504	74.99769	26.99078	14.42918	37.95762	2.17924	13.9193	34.02548	18.63255	13.54515	16.96453	1.33923	35.43573	8.49013	27.74928	2.2485	16.51661	5.66521	93.39438	14.90232	9.40066	8.76368	42.10822	99.72716	4.2067	5.59478	15.10315	4.07413	9.6358	2.73456	2.76759	19.47296	21.81425	16.75034
ko:K11706	25.26631	11.88992	38.00324	33.74951	22.47387	11.35223	11.90056	27.99781	49.48004	11.06309	35.2158	36.67509	54.76813	47.15379	33.04424	73.16924	20.55648	27.62277	18.9274	45.22509	17.97025	40.71366	4.58323	21.12091	6.8844	31.3255	5.36714	8.245	9.01322	4.92314	190.2731	302.86605	11.76519	12.61109	17.80873	9.70174	16.07726	22.38419	66.17237	33.3447	9.48592	10.99903	48.86914	71.90429	13.5665	17.02363	11.74594	52.25459	30.22542	61.57379	90.59694	7.22869	14.53099	24.63988	97.85142	6.82219	3.32151	53.68931	86.7932	13.29795	313.27343	49.42023	60.60649	33.6604	10.8767	14.68212	27.79234	22.35103	28.5371	138.09312	34.46752	50.59702	16.73662	67.90133	110.66771	22.63944	48.26307	26.633	23.87109	33.16773	9.72583	7.58055	14.45555	97.14218	53.16129	24.59226	28.70578	13.49908	11.63761	14.02702	3.92635	6.76749	8.82891	12.67438	4.32317	6.53072	36.54813	4.52899	7.51577	25.03381	16.90742	264.12201	228.05891	207.74486	8.32406	80.02148	9.16802	31.11955	569.6033	12.89852	9.81326	10.3119	4.83838	27.23604	77.58488	1.94632	7.54443	21.08936	22.49805	51.19515	22.56951	13.68915	21.32948	12.38118	39.13106	5.99683	22.60698	6.24755	39.03615	9.59783	2.05151	15.47831	49.82852	19.6925	41.22646	30.48003	17.75003	22.02485	10.1835	31.16149	8.69302	19.55758	13.22969	27.52415	10.03452	8.44501	28.49007	55.89087	14.31768	16.62243	18.51972	13.15858	13.0395	6.84697	6.6476	28.965	22.92101	7.86461	40.55112	4.38993	45.78752	28.14411	8.11103	8.94589	10.5141	16.62239	116.20903	17.26598	22.51191	18.73728	11.46843	10.06227	5.37185	12.36921	16.80429	3.51929	9.02558	2.83401	6.51152	29.9533	32.07445	25.02492
ko:K11707	1167.26495	856.27683	1596.43135	551.22952	836.9805	4878.66494	1027.20137	1052.47293	1286.55912	3183.25592	1602.05058	865.87265	2181.45832	820.85592	542.03913	607.24204	967.33549	158.19781	1014.56338	1602.23167	1412.68053	584.94302	703.97973	1971.74507	1775.43131	2015.19745	736.25545	2035.22665	2684.30109	1457.32829	1987.4249	2626.07894	2756.36261	2506.8087	2395.20775	1501.09026	2621.90366	3761.53324	2184.09416	1476.17962	1745.11917	1837.79679	2661.44838	1176.42425	1211.66335	655.8383	1199.77964	802.47432	6428.67378	1514.82843	8945.94604	1638.5592	1638.88428	3268.30214	2944.88142	1227.623	591.16779	272.80041	1146.21116	1712.79265	1641.53554	1329.022	1564.48282	6226.20864	4418.9413	1401.77992	4962.89181	1135.43749	2178.16908	251.31491	1385.52033	1401.9576	2041.98149	1778.16322	2537.50186	1014.69598	994.81584	1080.98763	774.42434	940.96028	1057.4455	1362.86434	1244.59121	874.88139	843.74675	1284.39507	1358.3285	1025.7298	742.85542	382.16236	744.40578	226.76503	1505.5609	1141.88604	1061.9752	583.60416	1165.10626	1812.62007	2205.53307	1466.21835	3381.99605	3737.06654	1862.5718	1982.50218	1664.38303	1000.81775	608.43024	1392.98737	1352.83464	4933.55325	557.60627	889.06504	1833.52761	1926.01795	3002.47302	737.77415	882.19763	2290.76301	1876.41967	2790.90389	873.03403	917.66039	692.95214	785.21124	1110.06504	831.027	968.83688	1353.19319	1033.52993	2927.23524	247.34845	334.24333	3339.50914	3224.04868	1838.71422	1886.40168	1475.43138	1169.07833	1042.87245	497.45826	1462.62007	1654.8693	1152.67851	1605.96469	1076.45112	1141.96046	1295.31379	2307.60549	3323.80329	7970.68334	4306.60773	2540.04397	4732.12245	1530.41167	1047.76631	1555.13251	499.69622	1179.67864	403.48451	3277.53281	4813.23769	1180.85049	1880.8349	2251.29706	2085.13373	453.90758	2942.00486	4461.32954	1240.96225	1034.18729	1503.51949	3958.46938	2935.13592	1991.21367	1539.89406	3440.62087	1238.01646	877.44667	2831.41202	1297.90493	1882.34811	7151.97904
ko:K11708	26.85507	1.98062	191.00129	16.2713	6.66651	9.05415	6.01711	0.74084	128.77564	292.87238	289.86059	312.76481	429.63459	9.29797	5.85859	4.40637	3.91121	1.43589	40.06555	103.24889	142.33697	30.67959	3.79182	513.25081	6.61594	891.59286	5.20692	4.45345	3.24735	4.52304	269.17963	241.29056	1.68141	0.78869	11.80397	7.06305	1.81833	10.28245	2.12039	4.9973	0.92998	5.95728	27.15895	17.46169	197.32171	181.73241	411.84045	220.94203	103.24652	136.09504	256.29777	0.12724	1.04816	254.93727	278.53149	1.81859	6.83702	140.24443	388.97691	183.29168	262.13601	187.73609	217.29033	704.38566	413.0824	265.68485	418.93413	350.93581	545.14777	5.14205	372.00014	9.3551	6.78847	62.73948	8.51447	2.8649	0.53147	93.18537	105.55699	299.87734	199.30536	5.49985	2.78942	2.79625	5.22799	173.32785	338.78294	78.87305	0.41369	6.00755	1.22084	1.01921	5.27457	239.48393	194.70216	3.92796	NA	367.78409	1080.5183	633.36496	3.29745	14.72601	5.68633	2.65758	167.87294	25.253	2.26843	4.62892	30.75727	4.20884	0.36981	NA	3.72853	381.79585	725.92054	0.91796	1.54316	22.74333	281.59568	227.16595	162.84821	141.11085	86.07203	3.1435	2.30649	0.15145	20.11883	172.0817	236.91081	1.95588	0.94993	2.13172	7.37327	4.4654	11.15085	11.17011	1.68935	0.5667	6.22016	2.76466	8.24373	23.7509	2.26512	489.7308	336.72416	365.83002	446.71956	11.60885	4.45447	2175.72604	567.5692	1333.78853	1589.56326	248.43011	NA	513.69805	10.37188	1.84127	20.28501	5.43107	10.31064	9.65574	173.3615	528.58866	253.84874	190.12572	23.27858	17.78354	3.39391	5.17527	NA	0.39849	4.35332	2.88698	6.85319	1.30737	10.94446	7.01772	0.77483	1.88427	19.97185	501.04915
ko:K11709	45.63845	29.08505	281.2861	36.19172	14.68154	29.7149	13.86864	34.58653	190.90618	362.95033	355.19364	360.4816	523.3938	18.41226	31.84121	16.74252	21.80481	10.11967	47.48216	256.49167	584.08686	68.32747	22.27939	459.13208	34.60079	1223.47047	16.44338	45.01478	86.77418	61.20133	383.06643	367.89421	18.40426	8.71404	4905.09159	2605.59572	47.13972	129.92261	47.30575	126.20223	257.37439	68.96997	204.55878	85.794	206.17505	211.71607	410.34187	274.51479	137.25812	129.88614	377.32994	68.17794	65.43149	386.88011	446.16381	75.3028	38.15681	133.56156	407.00801	285.74083	361.63012	418.10932	470.25093	768.24886	447.26844	282.59019	503.96178	405.29101	1154.20504	51.79845	361.61514	61.38954	105.15368	104.38395	49.48031	25.24834	78.80322	114.99526	154.25644	429.05984	232.59569	101.46605	34.0289	287.23078	340.41022	199.01721	337.60591	98.2041	40.85457	19.85081	58.86019	239.46742	24.25317	233.8557	226.78937	25.05614	34.23119	390.98145	1085.5719	688.58413	42.20976	99.09703	58.87267	92.21023	154.54631	66.49249	113.17021	16.1783	59.03581	47.38302	46.36416	81.3334	45.85439	373.31886	756.39731	153.07324	69.73197	221.26603	420.4154	313.33885	197.67619	162.96807	87.20302	15.26002	65.12999	29.34967	99.0854	172.73035	255.41186	51.96129	20.374	29.057	28.11828	18.39204	50.5441	75.334	31.6392	37.51971	45.18402	38.1578	52.77357	11.96621	6.46572	561.68147	383.34776	369.07962	512.08334	31.63054	24.46683	2414.30471	601.90858	1257.78027	1647.0804	256.80916	59.64482	967.33673	129.22268	139.86331	50.05728	32.66278	52.9051	36.36954	441.0971	645.55325	590.30864	197.69861	104.55169	35.55187	34.21527	65.48317	17.48279	33.06998	45.33491	23.45831	12.86114	30.79943	58.61944	80.7974	20.22313	20.84441	80.25292	522.48784
ko:K11710	187.89801	7.05195	280.70692	142.91906	150.64151	271.69993	35.60894	104.70162	165.015	476.57841	591.40953	495.09475	725.35353	39.12699	78.26863	93.94908	66.79896	80.06436	48.43017	272.13033	517.55373	155.39907	95.77163	487.52944	92.5366	974.98394	41.15274	76.00242	291.17845	174.06645	551.01379	533.59942	98.43607	147.02092	2837.73941	1596.77222	146.12332	356.8674	465.09377	542.12265	186.34284	115.56755	46.65838	42.57255	258.745	259.76746	555.67849	287.49531	224.28913	161.12108	370.00545	148.59957	165.02408	367.60448	936.65247	23.67399	48.87224	227.80847	459.69312	546.26633	893.21836	386.39777	455.65043	746.18943	489.11009	504.38951	578.8413	505.55436	876.66836	50.69296	626.60052	25.54124	81.35789	334.27623	127.96915	163.91671	227.51123	191.10789	231.86901	514.88095	330.27771	124.74558	119.82486	298.76749	470.3426	388.66134	513.81637	143.08542	220.03904	286.12047	134.61005	268.21334	162.56592	380.62804	365.60427	179.85421	127.41994	507.12586	1228.46413	710.41512	182.07373	367.19067	125.63816	75.25113	249.99952	152.93576	138.65431	113.89291	92.90174	31.89154	77.16422	114.95788	70.54093	394.78308	871.15919	107.21789	74.15352	164.7609	415.54301	352.34209	320.5896	253.30433	239.15774	93.05383	227.77678	128.2466	88.95424	267.21261	347.79245	31.92561	54.33956	30.3466	98.54471	52.04226	148.55053	121.15225	155.95113	154.57646	99.50142	59.31617	88.61548	31.82553	65.03249	681.71436	411.89095	543.92476	576.71041	112.75005	132.29663	3011.33092	952.08624	1661.23991	2115.62294	348.09502	55.11779	868.42558	188.53206	208.52414	48.22935	34.81022	35.22233	63.47039	455.49048	848.72013	537.93768	699.54062	62.32348	35.39648	295.59826	489.4427	53.10252	115.53435	39.63117	188.26747	296.89889	85.32387	228.68882	236.78924	74.16849	390.81602	103.34492	551.6459
ko:K11711	61.38983	52.43645	90.25908	NA	0.59105	15.18034	3.5554	NA	1.72643	16.04678	49.02022	33.69043	88.39349	24.80649	17.94536	17.16048	9.31655	3.65941	28.5444	66.07433	46.39589	NA	6.10771	200.80514	59.93425	269.73196	17.80618	50.24345	28.91836	7.55298	7.60045	12.10323	145.9365	149.11729	103.63336	61.80709	64.50491	108.50101	141.93376	34.99711	45.26132	60.12399	14.76296	6.74881	84.53952	23.51964	57.06792	26.82725	9.79947	5.35111	150.20603	30.79229	12.33883	13.72887	31.35035	20.62258	8.74359	112.30904	152.38176	25.40819	30.70175	126.62731	148.28578	22.78617	12.90613	0.59316	14.8767	36.04957	154.90587	74.76957	82.38315	72.20409	108.22798	25.42018	75.82947	70.20181	96.22427	34.63821	23.73437	138.86142	86.86927	34.3276	19.22096	12.4518	5.27768	6.73088	3.79624	9.86035	2.6746	0.95512	8.88152	1.12447	2.29142	31.92674	21.25983	6.06286	17.128	22.45361	11.24367	18.16678	43.44707	35.12602	21.85514	32.57378	95.73581	67.8971	11.86548	49.22819	50.08483	92.75855	38.56004	85.43475	36.9131	NA	NA	26.59529	49.74293	NA	0.30848	178.06313	52.65633	51.83657	52.01462	11.49421	116.21538	55.15907	62.07334	17.06806	4.40079	112.75868	0.94398	1.60815	55.74805	42.15733	55.23585	53.48008	24.00413	17.83557	18.92302	1.5426	25.16136	52.04314	37.10856	1.70885	4.69861	1.43547	9.08536	47.53378	44.39488	6.66918	69.45868	0.60867	1.9532	59.06227	39.07625	19.54903	4.8628	25.72146	4.20712	50.87423	60.24432	4.5772	13.18992	50.54607	35.20311	1.01483	60.07593	71.29001	36.02688	9.91746	132.94775	477.31849	32.0151	23.0071	8.0174	18.63087	97.73764	90.0253	13.83194	163.24832	109.59985	15.3516
ko:K11712	140.55522	117.28189	140.54573	164.82306	214.50533	108.66403	72.97532	149.20043	252.22484	188.47142	331.62657	181.06546	357.70372	112.37927	169.19243	161.66969	153.90336	164.46994	61.4457	465.71603	118.82871	209.13839	290.93767	324.54754	480.99047	491.98154	187.1896	732.0189	155.98623	92.95954	126.08556	179.25931	619.97545	798.83858	295.81997	207.3674	463.59777	707.41378	498.73186	604.7192	162.18013	234.07032	422.86441	275.58398	246.40942	128.05253	202.69348	209.004	752.35843	385.72737	1146.95626	209.3582	106.92852	312.81376	252.75347	95.08253	133.89606	556.6057	263.31985	245.88585	207.00423	235.27917	262.25474	225.89253	151.36964	335.75946	184.49965	338.87968	373.37904	210.09598	443.53167	196.57324	149.21247	274.18125	332.05211	227.309	323.77497	142.3278	127.61713	278.83949	211.99806	233.24118	175.42155	201.32269	488.62478	195.39636	154.67772	96.47851	131.26956	117.20241	61.5224	189.72479	178.47788	95.08971	89.04479	296.83749	289.46594	121.95131	165.82206	101.17816	167.95214	188.04345	259.30992	252.46374	113.89794	197.7785	242.50529	394.96131	131.47058	201.21932	404.72671	210.02409	178.26724	192.93807	479.33297	266.96817	348.46067	279.11825	211.87189	823.36946	201.83785	392.8072	410.38617	199.07664	245.2882	187.66657	179.79978	132.57974	115.38927	237.87886	174.74144	175.49283	180.23507	94.17277	179.19684	183.78558	232.95315	241.92317	235.50946	217.66916	210.75669	331.5061	152.37345	261.27102	248.18465	149.99563	123.5619	217.53529	151.07466	584.30488	514.24711	177.02084	401.68702	162.74083	140.03015	145.69464	285.12079	167.26086	123.49888	145.39342	209.7422	185.714	174.93822	313.81105	311.03086	200.01801	227.79282	156.56006	498.6954	371.36249	301.64115	982.80173	119.46512	113.5862	348.67742	164.54159	111.87259	128.83555	74.28724	160.69133	130.9627	152.53698
ko:K11713	NA	NA	NA	NA	NA	NA	NA	NA	6.5003	NA	NA	NA	1.30377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.42839	NA	NA	NA	NA	NA	2.45307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.54027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.91297	NA	NA	NA	NA	NA	NA	2.4107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85359	NA	NA	NA	NA	1.24412	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.35753	NA	NA	NA	NA	NA	NA	0.84238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.66739
ko:K11714	NA	NA	NA	NA	NA	NA	NA	NA	0.45546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.90251	NA	NA	NA	2.68751	5.36661	2.7828	10.00354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.72667	3.67242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.09439	2.21891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.70059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.28233	NA	3.9517	5.70934	NA	NA	0.89677	1.35878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
