feature	SRR5866258	SRR5866262	SRR5866263	SRR5866264	SRR5866265	SRR5866266	SRR5866267	SRR5866270	SRR5866271	SRR5866272	SRR5866273	SRR5866274	SRR5866275	SRR5866276	SRR5866277	SRR5866278	SRR5866279	SRR5866280	SRR5866281	SRR5866282	SRR5866283	SRR5866284	SRR5866285	SRR5866286	SRR5866287	SRR5866288	SRR5866289	SRR5866290	SRR5866291	SRR5866292	SRR5866293	SRR5866294	SRR5866295	SRR5866296	SRR5866297	SRR5866298	SRR5866299	SRR5866300	SRR5866301	SRR5866302	SRR5866303	SRR5866304	SRR5866305	SRR5866306	SRR5866307	SRR5866308	SRR5866309	SRR5866310	SRR5866311	SRR5866312	SRR5866313	SRR5866317	SRR5866318	SRR5866343	SRR5866344	SRR5866345	SRR5866346	SRR5866347	SRR5866348	SRR5866349	SRR5866350	SRR5866351	SRR5866352	SRR5866353	SRR5866354	SRR5866355	SRR5866356	SRR5866357	SRR5866358	SRR5866359	SRR5866360	SRR5866361	SRR5866362	SRR5866363	SRR5866364	SRR5866365	SRR5866366	SRR5866367	SRR5866368	SRR5866369	SRR5866370	SRR5866371	SRR5866372	SRR5866409	SRR5866410	SRR5866411	SRR5866412	SRR5866413	SRR5866414	SRR5866415	SRR5866416	SRR5866417	SRR5866418	SRR5866419	SRR5866420	SRR5866421	SRR5866422	SRR5866424	SRR5866425	SRR5866426	SRR5866427	SRR5866428	SRR5866429	SRR5866430	SRR5866432	SRR5866433	SRR5866439	SRR5866440	SRR5866443	SRR5866448	SRR5866459	SRR5866460	SRR5866462	SRR5866463	SRR5866464	SRR5866465	SRR5866466	SRR5866467	SRR5866468	SRR5866489	SRR5866490	SRR5866491	SRR5866492	SRR5866493	SRR5866494	SRR5866495	SRR5866496	SRR5866497	SRR5866498	SRR5866499	SRR5866500	SRR5866501	SRR5866502	SRR5866503	SRR5866504	SRR5866505	SRR5866506	SRR5866507	SRR5866508	SRR5866509	SRR5866512	SRR5866514	SRR5866515	SRR5866517	SRR5866518	SRR5866519	SRR5866520	SRR5866531	SRR5866532	SRR5866533	SRR5866534	SRR5866535	SRR5866536	SRR5866537	SRR5866541	SRR5866542	SRR5866543	SRR5866544	SRR5866545	SRR5866546	SRR5866547	SRR5866548	SRR5866558	SRR5866559	SRR5866560	SRR5866561	SRR5866562	SRR5866563	SRR5866566	SRR5866567	SRR5866570	SRR5866571	SRR5866591	SRR5866592	SRR5866593	SRR5866594	SRR5866595	SRR5866596	SRR5866597	SRR5866598	SRR5866599	SRR5866600
ko:K02436	15.50092	20.27252	92.65088	15.26226	14.00197	10.19959	4.60417	24.24324	26.54148	1.88805	27.62653	32.77573	17.86652	7.21192	2.97336	17.6954	3.47245	1.2769	0.91147	101.25326	331.86226	6.70591	21.1486	37.15199	38.03928	293.24364	4.90014	29.41681	5.00611	4.9333	2.21618	7.61484	2.62083	5.86194	821.75975	461.50562	1.52847	136.05728	1.74553	33.12894	73.71434	22.02071	49.4044	32.75322	3.92304	5.02769	14.77398	9.48104	3.52934	6.89324	28.06548	1.40678	1.97333	5.50941	39.31492	1.1082	12.53605	42.43928	114.19983	20.19459	13.12145	97.96734	127.673	104.05463	8.73954	21.31952	21.242	4.41098	239.5896	17.2752	4.8519	13.0727	126.92256	41.48823	22.98858	12.59717	61.56104	5.54125	16.55704	5.97289	12.27479	9.23242	2.04275	206.84805	218.39014	10.73495	7.85642	9.20653	47.04298	16.49474	42.94052	235.49228	92.96679	44.90078	42.9853	30.06747	23.81899	3.73151	21.33805	2.84461	25.21532	5.54218	1.8371	6.64573	14.79513	7.83919	21.86375	32.31233	1.06917	44.62076	5.98486	41.33385	1.84599	24.42471	178.97488	39.95144	4.76733	302.54432	248.34867	8.43047	7.44865	2.96178	13.40818	73.1328	40.10125	6.18916	44.76833	9.40084	16.58285	22.27631	10.70801	7.28824	84.70806	45.57701	99.0352	83.56755	19.52109	12.67501	13.6026	3.43955	9.74696	53.42776	30.01644	21.79538	46.78018	18.75127	36.44852	1.60565	8.71653	10.36633	16.89614	7.44915	3.62838	30.02627	51.81774	261.61115	94.89018	81.74042	7.51317	3.63947	4.78452	9.01601	150.91801	45.14844	121.36863	2.74254	31.13349	21.74287	8.14125	7.48153	27.17344	35.22783	2.21548	6.05663	75.246	2.15732	116.60191	6.93041	4.36226	65.18904	53.24886	61.03717
ko:K02437	1596.20164	1748.61791	2405.42243	930.15395	1108.65001	797.4157	407.65894	2101.64799	2926.34381	4636.12901	2599.13418	1400.8399	4036.49469	1623.18826	1102.90346	1410.97261	1453.39073	565.43782	1267.63126	2543.58833	2056.09125	1017.74549	1146.99835	2774.95038	2651.03794	2781.82431	1235.28854	3273.94333	1799.4683	931.89234	764.62943	926.18134	3401.37329	3293.03144	4471.0425	2967.0801	4009.16762	5022.548	2882.97604	2408.67796	2769.14048	2946.55218	2964.66962	1567.85487	2301.64375	905.59061	1875.89045	1477.35572	7165.5302	2032.77371	9624.23952	1064.33471	983.46634	4629.46515	3418.08309	1560.55965	1035.75385	889.84523	1187.88687	2086.34174	1937.90498	1351.52664	1658.44569	1183.52066	1151.45333	1674.25955	1278.22377	1905.07124	2467.56863	1507.65712	2162.07902	2440.26991	4303.16356	2629.61387	2511.24324	1238.42437	2471.97881	1533.29715	1879.8082	2024.20783	2526.14325	2088.79117	1552.73154	2741.71976	4661.91618	1965.77252	2665.23288	1518.8154	2431.42597	1438.41578	2500.2036	2726.98112	4937.64754	2089.91883	2016.35729	4934.69761	4997.23371	1444.8175	1435.19995	1083.06005	1520.85992	1152.48824	1608.44185	1895.15134	2874.60457	1522.79902	2152.79356	1795.63064	1357.58733	1547.6559	2675.91772	3591.69388	2401.42076	1725.46206	2642.14083	2145.50646	2801.14397	2382.34842	1683.03187	3430.36003	1304.66624	1754.01159	1243.55731	3098.29792	2624.13921	1277.47316	1716.07627	2221.59111	1807.33193	1528.3225	1005.39829	1350.12126	2564.10024	1784.51901	2586.14969	2381.32368	4208.19429	3191.13904	2698.51747	1285.66136	2085.77647	1831.17141	1253.49322	3282.5576	2276.19899	2822.73119	2064.51895	1135.96046	577.32096	7199.40004	5252.86861	2263.59084	4124.28347	2537.38847	1758.84963	1713.00955	1552.31911	1419.17912	1334.00196	1207.94003	1695.70361	1461.67565	3057.25973	3585.9428	2934.39565	1056.68642	1067.78881	1544.39783	2028.78333	1763.82337	1958.17235	5680.17245	1888.97192	2807.34042	2366.85126	2763.5351	2355.33211	1932.40537	1354.34018	2233.66746	2874.54357	1143.99331
ko:K02438	255.43296	121.18846	1380.10742	137.07827	198.11505	382.94299	212.05153	36.05047	330.24027	58.18782	153.34981	62.92966	59.79063	302.6659	117.61015	613.36772	150.72748	420.27708	104.81621	687.98264	470.15885	132.06079	138.42315	209.27277	241.46841	612.53872	144.30253	277.29774	145.7813	339.51062	239.28724	212.08279	192.67344	283.89554	1456.09028	812.96829	1394.51005	726.12674	674.47258	643.08113	170.57797	89.56426	62.82393	74.46851	958.20929	177.42083	1162.02469	828.72178	580.19105	143.26301	414.80534	151.48023	161.45411	297.46722	669.32397	60.40222	271.40905	1329.4191	864.02647	629.65332	1266.365	602.88106	628.14283	378.71935	98.22479	442.75297	262.37879	13.27845	371.59971	705.50724	18.09393	169.34203	827.37221	247.92093	241.55075	811.57375	2354.98596	167.77023	127.64405	686.69606	561.08894	21.43876	59.47607	1253.41719	1857.78746	111.06322	625.98726	64.17774	201.40062	301.55208	93.52928	388.86947	605.85278	47.92802	78.69734	1238.46063	642.78368	119.52463	127.381	98.24108	69.20175	207.29011	132.3489	214.28077	63.89264	738.1804	637.69094	32.39742	43.28736	183.36121	1975.22234	992.10417	23.24832	858.78105	1172.30152	997.94645	1880.00554	975.93349	499.49343	64.65184	107.41274	208.31385	37.54225	328.98098	640.66808	439.02685	76.68927	240.13723	151.36901	75.64385	283.22667	100.11573	177.78864	171.7939	325.60735	311.25201	487.4963	457.66174	530.94912	163.25856	283.61799	57.73082	29.80309	244.85956	148.28851	83.25558	203.64537	147.15005	313.17862	603.90816	495.85727	145.28098	400.15733	150.01275	87.41171	320.52254	168.80142	117.04382	378.88927	149.99986	162.07966	158.16516	449.96384	531.62643	464.30436	559.67758	198.50195	97.1233	470.34419	880.31701	107.68759	219.4523	34.72219	90.57838	1223.00026	67.51155	763.536	886.72963	28.28244	1241.31648	759.80216	294.14222
ko:K02439	19.04768	6.39086	51.59567	5.61488	6.44515	18.53315	2.44131	14.40892	48.61247	NA	32.04225	21.47565	1.11066	2.35241	NA	NA	1.29452	0.06471	1.21374	68.10766	195.05757	18.55085	2.4516	16.31428	NA	205.8561	6.98052	7.8256	NA	0.25128	5.28763	56.94948	0.9166	2.72081	814.68521	454.29945	NA	49.73681	3.36889	6.94019	54.90455	3.28621	15.52496	36.53542	NA	12.20087	2.37709	13.889	21.16926	2.17267	94.2016	1.00456	0.33825	11.78907	19.17553	3.78379	2.5528	26.67836	82.46908	2.30814	14.62601	73.1673	82.54847	115.1109	7.21774	2.38353	23.68994	1.30347	155.58803	26.18883	4.83838	10.63275	81.05784	31.33448	3.08478	4.19349	51.01442	10.45322	5.5323	139.2558	22.34677	2.27795	0.05771	97.08004	146.79255	1.93072	0.39536	0.78475	10.63415	3.07884	39.46711	94.40857	23.82092	13.97116	15.51737	6.48957	1.72818	2.1087	20.36658	31.07144	14.05527	113.97048	2.20922	8.17489	2.81742	20.7959	0.23708	13.45269	27.61737	16.96041	1.87242	44.14396	NA	13.95482	76.21005	15.55508	4.74992	111.57881	122.75706	41.12339	7.80768	NA	NA	49.60773	12.97101	1.99271	21.68751	1.20807	3.24428	10.08079	NA	2.11161	61.33705	16.62586	35.37506	42.90002	11.05374	NA	1.68672	NA	0.86196	NA	13.69279	18.01564	13.62424	37.56602	88.10092	13.25779	11.62464	2.63214	1.26105	0.27536	0.33571	3.48957	22.00057	150.46358	67.39237	32.00669	11.711	4.77866	13.579	1.52826	80.43651	21.34461	32.92569	NA	24.83892	5.09572	NA	5.39514	4.25375	1.73234	2.47139	0.59025	52.25758	NA	69.44158	42.09947	1.73642	27.91537	32.75323	73.80534
ko:K02440	984.22159	478.64031	1237.10967	1127.62532	1343.70698	1336.00079	651.47538	1013.11698	2562.89568	909.59003	1595.34953	739.73281	2092.74728	1090.335	1167.78843	1693.23139	1208.79028	1006.90225	630.22545	1731.78269	898.35076	1197.71677	1004.89325	659.52393	1527.45692	1299.85225	737.08603	1608.84801	1703.55012	1295.77266	1302.0496	1304.28478	980.86596	1176.96438	2600.60845	1595.51729	1934.85298	2010.44542	2329.92645	2239.25773	796.72615	858.68506	2385.04773	1478.06744	1691.48777	1030.87916	1833.1539	1858.95905	1407.8356	1543.07568	3526.98014	1304.98713	1093.86786	1502.9793	2261.82622	638.45952	898.83158	2314.63992	1527.09329	1960.95255	2892.43949	943.4977	1077.12441	1886.44252	1618.04015	1576.03668	1751.33394	357.01355	1049.78904	1461.5096	776.65259	810.28978	1507.00622	1102.28591	918.84812	1549.08796	2487.51551	670.15131	1109.74037	1643.62854	1416.4464	643.20317	622.38532	2757.62212	4730.14222	880.70948	1652.89113	466.55711	1555.88748	1931.69097	1635.89352	1465.61022	2180.72806	653.67287	763.39027	2024.53775	1850.36506	1036.50108	1048.27397	1049.01399	1444.53537	2179.04176	1423.29383	1749.94704	895.9015	1731.4382	2318.36071	1882.24975	1947.083	718.16138	3382.56616	3282.31597	327.02424	1545.46505	2056.33898	1701.67612	2785.24902	1370.09801	1175.73313	2225.67823	1241.03832	1257.18546	1303.47728	2555.44661	2852.27367	2029.2589	1389.01415	943.2697	1401.26216	478.32511	1599.74895	1327.32807	1141.89972	738.11835	1141.89108	1093.49856	1842.09115	1241.05394	1980.76271	1258.53923	1821.17275	1977.67453	1370.82368	2098.99063	1342.46593	1220.56403	1381.64294	1425.70733	1625.54426	1868.41643	2055.31884	932.60241	1048.52733	900.25836	1133.08459	1372.83624	1842.05729	1482.89652	1407.31012	877.88534	928.03204	1168.40035	1374.97554	2321.39351	1830.45112	1385.38424	1552.25769	618.68528	1754.07059	2169.73388	678.62282	1636.73348	703.42679	907.11327	1558.71631	879.41358	1842.12194	1485.23307	833.62419	2282.1755	2008.55834	1278.91882
ko:K02441	1061.56277	434.39144	302.97855	1836.80541	1747.23945	614.76842	421.19564	1196.02678	1379.50251	689.93891	2315.31141	1265.06959	2959.13499	1060.38882	1214.2077	1068.44058	1339.45589	732.46215	729.52839	1115.65857	435.64781	2839.88587	1400.93175	614.76805	1578.47721	1287.57783	1161.73905	2946.92781	1239.81343	1201.95699	568.59338	688.26794	1120.93437	1548.53752	2604.20717	1459.58879	1055.9735	1332.44431	981.32899	962.77393	1364.65175	1810.48974	2097.12375	1355.9332	887.73457	963.56316	735.15987	813.04338	1782.71067	1196.87962	3754.1167	599.86733	738.11031	1117.74377	1221.43283	418.38488	776.78753	754.8102	516.52817	1302.60321	1588.58814	840.39039	965.17947	1224.36428	1083.12981	749.70142	1229.76606	763.86413	463.28796	951.94911	1380.64361	844.28266	633.64145	1107.53929	903.36014	1186.72849	1359.47788	1293.69579	947.88332	1562.07904	834.66245	1943.47347	917.21444	906.35498	2946.28935	3461.80577	1954.27566	684.26682	1178.73433	1326.94346	592.43442	957.41438	3550.4237	826.8576	1101.08856	1658.77631	1771.82466	1269.11969	1015.99464	1342.38253	501.86829	697.70303	766.76786	844.75509	1198.19707	1275.94635	1763.37121	616.98848	498.80061	594.43917	1449.00041	1042.30369	620.38123	780.70579	1105.51511	732.70431	1037.32412	490.07835	514.838	1029.32987	1061.16821	936.15496	1046.5251	1105.78387	2101.87358	1590.77329	922.59381	831.01102	1734.01457	355.68479	1382.03447	1943.00845	867.31367	549.80487	1681.12927	1542.4837	1438.78746	1576.94268	1451.85793	1567.14509	1075.39301	898.77712	761.44497	1954.09593	1719.1501	2278.66185	716.64647	933.42905	571.61437	3295.83633	2819.87031	1061.07731	2009.65782	985.2918	1387.0016	1128.79521	1907.14042	1805.72141	760.94146	1387.95047	1297.42039	1400.5495	649.08384	1245.31083	734.02833	881.22759	966.48605	409.87209	831.07007	1089.4271	1018.3539	2764.12397	728.53776	888.22142	656.60444	817.95279	1230.58783	743.68104	487.37982	1194.0138	1423.73206	737.62021
ko:K02442	0.25388	4.42102	34.56506	NA	2.78903	2.73547	NA	0.06561	2.20625	0.26145	3.064	23.82416	2.58162	NA	NA	0.06575	0.18795	0.06896	0.12696	45.96693	115.69289	0.13856	NA	13.65491	2.47293	62.33382	2.56718	0.14091	0.22326	0.2113	2.03991	5.7626	NA	2.72869	457.1226	266.87096	2.90666	41.44108	2.2654	4.88177	20.29157	2.86062	3.10415	6.94982	NA	NA	NA	NA	5.39824	0.92707	5.64683	0.42867	0.79521	15.02921	10.65985	0.04985	0.20974	10.81474	50.41398	6.17085	5.82228	23.39483	50.18287	29.12562	2.02636	2.05542	7.17805	NA	103.90448	1.36594	NA	5.16793	34.72062	19.3942	7.12176	5.29291	20.86987	3.89182	4.63754	2.46832	3.58263	0.13154	2.58901	52.94343	66.87103	0.13857	0.06607	0.55734	9.1874	NA	3.28425	74.02754	31.26176	12.6125	1.51555	1.47487	1.34065	NA	2.6624	0.80393	1.2582	NA	4.49959	3.73707	2.63665	NA	NA	3.4043	2.58721	10.10053	2.94758	34.9275	NA	11.24733	43.75987	15.21836	NA	75.99937	83.72317	1.1316	0.06788	0.06461	0.0655	18.31883	6.29765	0.62903	3.25809	0.06371	NA	1.35274	NA	0.13501	13.45366	1.4073	29.38961	19.65805	3.68952	1.71185	0.13218	0.06739	3.05039	12.41123	2.59245	2.36758	7.84946	3.46052	14.73163	4.70951	3.61988	NA	3.12162	0.16454	NA	5.22501	16.00763	84.12821	25.03727	27.66116	1.42044	0.07546	0.29398	2.48484	52.70423	13.84648	53.41213	NA	11.45538	7.02849	NA	0.26491	0.46659	2.83265	0.1924	2.19531	25.61023	0.06315	29.76534	6.59441	0.8689	18.22527	12.46247	9.33942
ko:K02443	997.01656	858.85869	746.51895	1273.55064	1305.40847	788.74375	548.89267	870.76849	1123.65656	1019.07004	1488.91202	989.5047	1594.5007	883.63941	1206.73352	1134.47598	1538.78543	1266.32883	610.39903	1533.51946	733.10604	1694.35724	1431.25129	1158.19299	1534.21827	1406.89364	844.23558	2137.01045	1445.98855	1199.11678	887.52484	1146.21854	950.85637	1300.55133	2428.60038	1498.47722	1474.26995	1712.00219	1156.58459	1504.5441	1197.55205	1148.75916	1831.19647	1425.35536	1313.00397	1235.20237	1511.49457	1224.12117	2307.42078	1928.28194	4191.97723	912.84254	846.28628	1400.68132	1260.39456	649.12653	1422.90696	1348.2607	1311.93858	1590.02494	1606.28995	903.29415	1080.35403	1084.01507	876.95761	1131.17297	1055.23642	1161.50906	624.09993	1666.76041	1221.434	1226.36726	1588.34652	961.16433	797.86066	1313.51843	1352.45725	656.58673	903.73371	1394.34011	994.32884	1020.6236	815.41406	1615.99483	4389.51019	1329.65287	1593.44318	363.44254	1164.0776	787.50026	746.19285	1090.11683	3115.90044	877.33567	735.50708	1478.12986	1807.14061	1243.45334	1218.66112	1707.94465	1090.63165	2069.62249	1787.86783	1953.97503	767.73268	965.80127	1865.15963	994.67976	659.50986	633.29618	1322.31276	786.57891	717.83175	1154.81213	2124.94404	855.13149	1580.13634	686.66684	916.25188	1045.06321	873.92785	1836.97548	1122.72707	1479.12773	1645.58905	850.55516	1630.79462	843.2062	1474.01185	389.2781	1258.32695	1296.26124	714.3435	472.75462	861.76707	835.52456	1706.38121	1518.34227	1939.79398	1512.61499	1660.58438	1526.55575	962.37424	1822.63831	1600.32384	1674.37502	1094.77302	1715.07817	735.91727	3099.19495	3114.85871	1853.49145	1911.41595	799.77962	798.21524	937.53783	999.06735	1245.05677	1590.18187	903.82621	1243.77762	2022.11477	1011.17668	1744.25847	1739.75594	1062.52546	1962.2369	634.91489	1361.42381	1319.7308	816.9	1773.94615	985.59533	613.53652	1274.86459	934.5072	1284.21856	946.64185	421.76696	1038.20236	1063.51382	1008.94782
ko:K02444	283.20761	819.44866	816.50285	368.28234	428.43115	322.37325	329.66972	251.95877	559.49579	395.90318	593.86934	342.4819	463.63051	346.5552	470.50138	894.50597	631.35054	893.2585	307.11541	564.627	656.54228	381.72231	304.29912	928.01196	429.58247	1645.8191	395.36186	530.79312	820.87164	805.16856	723.64998	937.5767	405.61266	522.0678	1766.56234	1089.40137	908.66758	911.10265	1866.94866	1479.45222	687.2926	649.29026	954.63294	1246.44929	782.82349	444.61386	353.3449	1269.17319	313.5704	664.80187	1009.19616	495.07006	450.87206	708.12714	782.38839	308.06489	379.87572	1551.86579	1943.25966	727.29362	1432.62888	848.59934	851.88696	433.55119	214.32113	717.05751	402.22929	1024.19414	708.96675	1377.48474	995.52748	707.78626	1523.4319	882.89244	348.42584	641.38246	652.02845	147.65884	193.8579	620.6354	435.42955	465.90237	333.19939	999.69985	1742.57964	394.4831	472.4474	156.46295	649.25184	717.17385	334.96638	1049.85213	1221.09396	573.38032	432.16486	393.77823	633.64616	470.51039	765.88579	555.57175	414.66085	636.29501	499.24991	535.37386	503.58721	533.58963	998.68896	1563.1902	907.952	786.92101	670.23739	653.14927	200.26153	837.01931	1345.57228	635.8289	789.606	737.11807	931.92708	686.80715	391.51207	1155.9884	608.75626	561.58572	1044.72406	635.73911	604.27384	197.71098	270.99144	277.11778	674.3483	508.94272	341.07655	197.97117	401.65801	373.18228	562.75177	649.52268	1036.52025	653.005	889.62302	2986.07921	1668.47955	696.57416	601.11519	620.08075	549.61764	488.83688	200.52746	2549.25201	1466.45284	2484.28635	1509.16724	611.02042	611.19252	594.24099	937.45372	710.14511	702.88686	762.47535	1036.86792	642.21098	676.74499	954.57567	1691.29361	1043.78451	1691.26744	400.1582	1405.78636	1282.86038	926.86181	1772.25842	539.62855	1527.90556	1864.74522	1375.43559	475.98831	332.02027	580.93772	721.10057	387.01218	334.18186
ko:K02445	787.02296	491.05354	321.94065	460.70173	568.7699	493.16822	273.24185	1096.73103	2233.84625	1330.2247	807.6334	417.2641	1183.38121	334.18589	268.59792	384.425	429.31442	182.09095	874.18345	546.79579	462.43242	507.33768	326.00875	691.81082	685.91637	551.40875	456.19113	1039.0708	2224.82908	1374.58495	283.56894	320.36149	455.71752	476.77962	2466.01073	1411.64007	606.09137	1085.16328	1086.74435	923.79246	1194.04148	1048.09269	3799.66863	1153.19837	863.34955	695.93228	1290.42973	464.10959	1918.58047	508.52788	3747.84486	963.37099	1064.14189	1059.77796	1272.50122	1018.02818	905.35353	2243.17478	633.43626	433.01232	662.35626	567.72435	624.41112	1079.11079	981.28971	2383.37658	993.85744	237.22636	1409.00273	412.25368	563.6461	364.88588	638.06405	2066.26751	1061.03234	418.43476	1050.42409	571.39	722.13793	750.6248	603.89948	817.65222	596.68001	869.05291	989.32641	518.21517	874.90131	369.44329	1104.67292	1370.27566	996.39963	2046.30584	1518.96154	2071.98376	1942.38599	1661.23775	2183.76732	1347.87684	830.69808	1051.00918	992.32398	969.93237	791.46736	1084.30471	2074.12207	502.40238	1184.36957	1828.21045	1736.105	425.9265	770.17105	1414.2705	666.83071	196.22336	488.93856	772.62523	825.31354	423.83003	330.9748	2590.39334	1147.72008	718.09237	788.90268	1459.8355	1575.97664	777.21847	1231.74919	327.34005	477.57288	376.59213	540.87863	545.7966	831.50206	439.12317	748.97184	760.38074	1633.73548	1138.45386	1238.75707	1108.65867	2193.13276	1185.39853	1296.27701	1843.29717	1309.78862	1496.05851	1492.00037	1095.12288	309.85812	2238.83098	4495.06378	931.3672	1273.65454	1903.60977	1544.62002	879.00695	1422.89227	964.34583	1160.40516	744.63009	1031.56597	1129.34272	954.59919	2330.99765	1234.04993	254.87765	421.41462	631.09797	783.56004	532.22949	860.07156	1615.95425	592.87253	448.56156	406.60843	604.18482	1265.91161	1085.27801	715.98055	1127.03844	2288.90587	404.11544
ko:K02446	198.88219	140.12441	211.88304	195.78674	79.40763	279.57109	75.94242	133.48765	405.31286	382.89143	349.10581	361.82228	595.75418	187.91721	204.57345	204.80292	190.66417	94.35451	98.51764	380.81071	357.17457	206.34793	68.43029	490.45405	144.53633	1079.77316	139.90881	195.42461	624.89369	840.9231	461.55229	451.9781	238.28012	337.98135	1489.34616	879.56358	325.4975	465.35622	269.56951	199.93009	247.16168	130.78891	350.12247	190.49202	368.19373	319.14504	522.7376	295.034	282.46791	262.72183	596.31557	480.07969	269.82147	419.10848	515.85427	97.81923	68.80226	272.15782	571.50722	301.53933	457.37898	341.92321	414.31458	833.94896	391.89987	386.1244	738.86244	347.70776	1190.98457	198.12375	422.86179	138.22997	316.58227	178.29497	261.46803	366.70482	635.36686	165.2979	227.18979	647.87883	340.71582	129.26933	131.89402	827.84959	1282.4994	237.53036	468.60368	132.42509	458.48587	479.25362	295.15917	329.85239	1246.87268	330.47	331.88702	423.03326	524.59148	399.90953	1111.62313	697.19389	872.00417	551.68591	405.29224	431.50852	255.44816	229.19852	122.01323	308.33823	344.07041	530.26563	638.52044	185.77184	109.44604	458.06598	838.30777	199.0725	378.74736	291.07057	453.74113	314.57872	186.65958	184.00607	111.30045	246.84887	600.1504	224.00177	285.07821	170.37545	287.27294	501.46257	245.37671	231.74288	530.83074	404.94713	492.21399	449.85562	377.36682	502.5941	288.95696	224.1108	187.38846	503.12741	284.26591	597.40838	401.25396	645.62241	762.94133	214.5645	626.88893	2243.58625	621.94854	1472.23826	1659.59962	242.99208	187.74574	743.61514	348.49731	472.41154	354.0918	314.49055	371.83128	593.44433	621.14081	946.11834	684.74213	300.24019	379.90351	464.13725	173.29399	123.9687	150.7432	882.37284	120.27724	56.97795	303.15063	179.08349	518.29775	487.9598	122.39061	796.79706	344.39826	677.25604
ko:K02449	NA	NA	NA	NA	NA	NA	NA	NA	4.48918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.30499	NA	0.60495	NA	1.51365	1.81354	7.23327	7.99029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.10256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.22659	3.83001	0.58897	4.15458	7.12381	NA	NA	5.1518	1.22446	NA	NA	NA	1.69753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.90628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.82551	NA
ko:K02450	103.03295	31.37819	141.59643	474.95004	555.23462	171.69626	69.85861	394.02699	457.26102	124.46899	17.79825	56.66234	38.07751	95.3651	76.0416	101.746	159.1188	45.64135	44.45079	220.16778	429.15375	313.03398	86.39458	181.70892	153.92264	785.17352	87.00859	39.6767	308.54584	144.1943	35.26991	28.18121	72.79245	100.18018	1840.84873	942.99314	162.30535	227.61803	569.94722	677.5429	199.88304	86.90121	550.00908	254.77085	537.49298	200.70447	179.21159	483.1878	498.30948	494.75138	477.01914	471.42398	248.25449	57.37241	69.73643	23.80858	21.76653	440.8436	652.44187	229.30884	360.0577	170.29311	199.18399	145.5681	39.75363	303.14643	282.41242	7.91084	277.82754	495.71411	362.97876	24.83257	177.04711	126.90723	111.57037	84.67183	122.89028	345.47309	109.50406	146.95139	226.23603	105.97866	189.11005	337.17799	741.63036	33.27858	26.97006	333.50806	92.95716	65.67445	76.23843	237.69237	163.10998	72.88906	151.55356	31.19932	25.17907	36.21256	43.11408	43.91433	121.44692	351.552	332.16688	290.70122	194.52463	259.45676	74.97241	175.72132	105.76332	113.92522	301.5211	167.58375	117.08735	33.06239	207.97411	46.43348	47.0686	193.29455	138.92568	80.94658	25.69118	30.85642	36.23348	371.59005	403.25808	90.36486	153.75737	11.34007	17.24177	84.62355	358.28251	224.50268	299.104	103.99969	270.62693	259.88079	23.28804	21.27631	237.14488	160.30284	180.03161	136.90834	117.66783	85.62497	100.13134	81.09055	125.4523	77.98897	220.22399	293.34742	254.34524	49.67043	151.15901	50.60938	120.70132	314.34483	252.45441	171.2269	74.2715	82.97832	121.48818	107.7572	69.22936	71.65215	133.82651	35.00274	111.11928	62.51246	465.79818	545.52093	171.09787	231.12741	98.20027	39.82166	369.21989	40.89563	209.28383	228.6523	104.12813	592.17239	194.54212	160.20428
