feature	SRR5866258	SRR5866262	SRR5866263	SRR5866264	SRR5866265	SRR5866266	SRR5866267	SRR5866270	SRR5866271	SRR5866272	SRR5866273	SRR5866274	SRR5866275	SRR5866276	SRR5866277	SRR5866278	SRR5866279	SRR5866280	SRR5866281	SRR5866282	SRR5866283	SRR5866284	SRR5866285	SRR5866286	SRR5866287	SRR5866288	SRR5866289	SRR5866290	SRR5866291	SRR5866292	SRR5866293	SRR5866294	SRR5866295	SRR5866296	SRR5866297	SRR5866298	SRR5866299	SRR5866300	SRR5866301	SRR5866302	SRR5866303	SRR5866304	SRR5866305	SRR5866306	SRR5866307	SRR5866308	SRR5866309	SRR5866310	SRR5866311	SRR5866312	SRR5866313	SRR5866314	SRR5866317	SRR5866318	SRR5866343	SRR5866344	SRR5866345	SRR5866346	SRR5866347	SRR5866348	SRR5866349	SRR5866350	SRR5866351	SRR5866352	SRR5866353	SRR5866354	SRR5866355	SRR5866356	SRR5866357	SRR5866358	SRR5866359	SRR5866360	SRR5866361	SRR5866362	SRR5866363	SRR5866364	SRR5866365	SRR5866366	SRR5866367	SRR5866368	SRR5866369	SRR5866370	SRR5866371	SRR5866372	SRR5866409	SRR5866410	SRR5866411	SRR5866412	SRR5866413	SRR5866414	SRR5866415	SRR5866416	SRR5866417	SRR5866418	SRR5866419	SRR5866420	SRR5866421	SRR5866422	SRR5866423	SRR5866424	SRR5866425	SRR5866426	SRR5866427	SRR5866428	SRR5866429	SRR5866430	SRR5866432	SRR5866433	SRR5866439	SRR5866440	SRR5866443	SRR5866448	SRR5866459	SRR5866460	SRR5866462	SRR5866463	SRR5866464	SRR5866465	SRR5866466	SRR5866467	SRR5866468	SRR5866489	SRR5866490	SRR5866491	SRR5866492	SRR5866493	SRR5866494	SRR5866495	SRR5866496	SRR5866497	SRR5866498	SRR5866499	SRR5866500	SRR5866501	SRR5866502	SRR5866503	SRR5866504	SRR5866505	SRR5866506	SRR5866507	SRR5866508	SRR5866509	SRR5866512	SRR5866514	SRR5866515	SRR5866517	SRR5866518	SRR5866519	SRR5866520	SRR5866531	SRR5866532	SRR5866533	SRR5866534	SRR5866535	SRR5866536	SRR5866537	SRR5866541	SRR5866542	SRR5866543	SRR5866544	SRR5866545	SRR5866546	SRR5866547	SRR5866548	SRR5866558	SRR5866559	SRR5866560	SRR5866561	SRR5866562	SRR5866563	SRR5866566	SRR5866567	SRR5866570	SRR5866571	SRR5866591	SRR5866592	SRR5866593	SRR5866594	SRR5866595	SRR5866596	SRR5866597	SRR5866598	SRR5866599	SRR5866600
GT101	10.8231	6.78965	45.24795	16.22317	14.59554	6.57101	8.44717	37.85513	9.35786	23.36713	8.97173	14.63946	6.41952	22.13081	13.18033	23.04662	18.88797	5.41613	30.27757	18.83299	32.87589	16.99777	58.37419	7.13596	34.73851	8.69655	17.42705	29.6157	17.04606	21.65101	12.83621	12.06171	8.3348	6.62509	16.20486	16.19177	15.85752	24.98507	53.14115	55.87307	15.24416	17.99847	33.34753	12.96634	30.73131	9.72672	11.05233	39.46383	53.00422	88.67898	68.59133	39.69533	21.5802	20.77836	43.06063	21.01737	16.1182	17.52891	9.00981	16.80117	4.94951	11.72868	10.69943	10.83512	8.76323	5.88746	76.46877	12.52874	10.55474	26.32787	11.33198	57.37439	6.99947	7.94155	7.10905	10.13504	16.58635	17.83492	16.42791	9.14231	41.30561	33.31524	14.73783	6.788	6.37812	7.11024	13.81486	15.06018	5.98761	4.65734	4.28194	3.50515	1.80879	5.04262	14.52612	13.66046	44.16331	13.17843	9.43435	12.66297	8.08941	22.30191	19.21687	22.50134	23.88338	9.18269	10.21542	32.98689	6.67096	57.63067	65.97622	6.6273	9.43942	18.3454	6.05162	3.15617	9.02928	6.38511	16.93746	3.3352	0.50696	11.27052	16.88576	21.28638	19.65611	6.18045	50.26688	20.24007	25.3626	17.31243	9.15625	12.06987	1.36828	1.88016	11.80987	6.76243	31.96324	31.05947	11.07455	8.84374	5.63827	3.30441	33.30698	56.53822	66.36493	24.19043	14.85125	8.95827	22.24254	7.00634	37.92005	33.77	55.39247	46.53664	33.36739	21.37478	6.97623	2.55384	15.23092	10.4505	47.7373	30.23451	15.35365	18.8843	25.8453	17.12928	32.99595	4.1599	8.70108	9.77687	39.75614	63.43385	5.57538	4.50162	23.34692	5.59167	34.575	12.48653	29.87057	34.17043	23.64259	61.87722	43.2496	4.82915
GT102	0.56534	NA	0.0658	NA	NA	NA	NA	NA	0.16968	NA	NA	NA	NA	0.05472	NA	NA	NA	NA	NA	0.1731	NA	NA	0.4587	0.53282	0.18829	0.62179	0.87981	0.83684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.66482	3.6043	NA	NA	NA	NA	NA	NA	0.1152	0.29951	NA	NA	NA	NA	NA	NA	NA	NA	1.99716	NA	0.18071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02508	NA	0.15801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13317	0.75632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.79378	1.25896	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01991
GT103	0.33339	NA	0.03739	NA	NA	NA	NA	NA	0.14464	NA	NA	NA	NA	NA	NA	0.03067	0.05351	NA	0.09758	0.38485	NA	NA	0.17378	0.24774	0.14267	0.45729	0.3793	0.68482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.75145	2.29409	NA	NA	NA	NA	NA	NA	0.17543	0.28507	NA	NA	NA	NA	NA	NA	NA	NA	1.31152	NA	0.20539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11843	0.5032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02609	NA	NA	NA	NA	NA	NA	0.41212	0.51071	NA	NA	NA	NA	NA	NA	0.55763	0.11398	0.806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2521	0.79756	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04548
GT104	3.8109	4.28429	5.47208	NA	NA	0.30589	0.57588	0.01901	0.33658	0.78311	1.27066	1.03825	1.42116	1.1162	1.01553	0.54899	0.95686	0.08342	3.48267	2.66646	3.20636	NA	0.7139	7.64948	2.36931	8.19077	0.89916	1.88665	0.98985	0.10094	0.62908	0.35719	7.65306	5.78954	3.24635	2.81556	2.62452	3.74722	5.35648	1.23336	1.49374	2.26829	0.4978	0.37335	3.04757	0.89049	3.02845	1.08881	0.16363	0.05698	1.27066	0.30769	1.10461	0.34906	0.39269	1.04212	0.73988	0.80421	3.03707	5.32201	0.63285	0.88377	5.13344	5.25189	0.55002	0.99169	NA	0.64301	2.51392	8.09505	3.1654	2.49665	2.83103	3.62853	1.03633	3.96729	2.65014	2.74112	1.22562	0.7744	4.35617	6.6285	1.26491	0.77841	0.54748	0.10056	0.29445	0.30718	0.54819	0.08721	0.03766	0.44382	0.07731	0.12614	0.86862	0.67918	0.45198	0.50176	0.46581	1.1067	0.31257	0.57416	1.98439	1.48577	0.83465	1.10594	2.44665	2.76916	0.42981	1.74963	2.40375	3.23765	1.62745	3.69363	1.97141	0.01332	NA	1.60269	2.45107	NA	NA	5.73153	2.8683	1.73836	2.33764	0.74614	2.49409	1.46678	1.93045	0.92836	0.30892	5.14963	0.08188	NA	1.97394	2.55107	2.23492	2.47363	0.72344	1.19582	1.00134	0.26603	0.52454	1.30214	1.50431	0.19958	0.39004	0.09067	0.78865	1.26623	2.1883	0.13765	2.19184	0.06593	0.12796	1.93746	1.44703	1.183	0.30123	1.40812	0.42335	1.50051	1.85693	0.37943	0.69427	1.79345	0.71809	0.10854	2.34709	2.73562	1.20201	0.52223	6.3645	10.13546	2.13359	1.75142	0.36742	0.96328	3.94978	4.39393	0.65133	6.02735	4.43595	0.73683
GT107	2.77449	2.71504	3.86188	0.55662	0.82018	0.53846	0.48041	0.90652	1.06996	0.02585	0.57723	2.16869	0.35469	1.12399	1.85909	1.47372	1.30076	0.11879	2.80511	4.77821	11.73273	0.47944	0.32441	6.64482	2.61722	8.7793	1.45544	1.83906	1.44864	0.8513	1.36948	1.19667	0.55252	1.03625	27.47064	23.12506	1.89123	3.36241	6.93493	5.70155	2.6181	0.77365	1.55598	0.91234	1.75457	0.72231	1.80244	0.8861	0.39978	0.47153	2.30515	4.70017	0.93851	1.47054	3.19381	2.65986	1.56363	2.01797	0.31491	2.58007	1.49267	0.5462	2.63348	2.75612	0.03504	0.10993	0.0317	0.21357	NA	4.91091	3.41893	NA	0.7763	9.63827	3.45583	2.76963	3.57291	6.11414	1.51248	3.24749	0.39066	0.40457	6.6378	2.76966	9.14364	3.20439	0.34884	0.34992	0.52465	1.44562	1.13396	1.84101	5.01138	3.6544	1.20383	1.11681	0.31233	0.4943	1.90405	1.89214	0.85917	2.39153	0.71724	1.05042	0.41689	0.34519	0.75055	2.72482	0.99632	0.59839	2.92348	3.01008	3.84758	5.10992	5.68417	0.4751	2.88537	7.54996	3.24137	7.76685	6.74782	1.33571	0.96767	1.26352	1.06768	2.72068	1.57639	0.37744	0.90648	0.23537	0.10213	3.78251	0.30324	0.3795	2.09075	2.47001	3.79991	3.95738	0.27946	0.29221	0.17599	0.1744	0.82722	0.10648	1.57401	1.23183	1.96875	2.01061	0.93659	2.52416	0.2605	1.21678	0.42029	0.10766	0.81367	0.92025	1.61011	7.32608	3.38218	1.89802	0.41104	1.05595	0.56217	0.52953	6.23197	2.89967	3.06786	0.03313	2.89573	2.00187	6.47755	2.41257	3.10054	1.93128	0.08385	0.23871	0.6316	0.05776	5.12179	0.7981	0.17727	1.565	1.98186	0.09188
GT108	NA	0.06765	1.75279	0.44006	0.11029	0.06433	NA	0.38763	0.62389	0.55583	0.07063	0.42012	0.20595	0.44228	0.70826	2.10851	0.45201	0.21478	0.07053	0.03974	0.44669	0.4007	0.6809	0.90682	0.43755	1.09072	0.21713	0.31688	0.01456	0.0713	0.21085	0.05486	0.27719	0.18641	0.13527	NA	0.58593	0.25628	NA	NA	0.20825	0.32047	1.16136	1.01878	0.23292	0.37969	0.14609	0.0182	0.04399	0.13424	0.16286	0.16712	0.11091	0.09972	0.07514	0.03491	0.10866	0.26263	0.21766	0.08488	0.28071	0.2434	0.23618	0.09477	1.24784	2.42379	0.3672	1.98578	9.57206	NA	0.39874	2.38714	NA	0.0337	0.09071	NA	NA	NA	0.25449	0.53788	0.14631	1.23039	0.36593	0.35747	0.20433	0.13568	0.30556	0.59017	1.31819	0.37913	1.31487	1.15624	2.00434	0.31524	0.57135	0.35453	1.09811	1.69129	2.7954	1.47629	1.67764	0.91503	NA	0.09885	0.41985	0.36432	0.99034	NA	0.26986	5.29588	2.84309	NA	1.38368	0.84216	0.08845	0.44542	0.51622	1.50258	1.81871	0.26477	0.31388	0.27718	0.4747	0.24367	0.44214	0.65169	0.69991	1.40431	0.47563	0.22194	0.28431	NA	0.62737	0.31001	0.20672	NA	0.3177	0.25615	1.00214	0.86892	0.43478	0.6547	0.13173	4.63593	2.0465	NA	NA	0.03563	NA	0.21758	NA	0.06196	0.11849	0.01452	0.01154	0.49683	0.21062	0.17039	0.36778	1.09137	0.19659	0.42364	0.04317	0.2109	0.10198	0.74981	0.09579	0.09598	NA	0.01968	NA	NA	0.156	0.09164	0.62422	0.21526	NA	0.15704	1.50232	1.29486	0.41286	0.63403	0.63657	0.30505
GT11	108.53683	113.99511	117.43814	43.52188	47.22513	163.92661	91.29377	72.29776	70.72283	119.49193	41.21649	31.5808	39.8984	85.08123	58.86459	69.24845	74.98654	28.65796	82.04725	139.56856	153.23936	50.52751	136.36248	123.11583	83.24033	112.60206	58.4215	96.80823	49.30878	40.79083	30.21097	24.14004	57.44304	48.66358	93.31232	100.06736	94.82013	99.41576	51.89398	39.60966	88.84876	91.79377	128.63679	114.6437	75.25377	41.43979	39.75654	67.85083	118.58548	102.00973	147.98245	138.29514	45.51565	60.61192	173.96093	104.2675	141.32866	99.6211	223.20268	64.24496	86.95952	79.70146	61.649	58.5894	408.27963	343.9779	50.79879	304.33705	73.95824	118.40606	54.47041	131.39828	86.11511	103.68903	77.33327	117.73853	55.74507	67.75999	65.48616	61.32226	76.62663	60.54819	64.54094	71.16184	55.79217	33.14786	53.29164	45.94142	87.95042	51.08971	31.60229	69.66622	40.29541	54.91336	58.17665	66.6313	122.55929	53.96674	47.32372	46.15044	52.7723	46.70703	25.1918	30.30852	31.15611	23.86118	84.28411	103.75219	84.14849	43.64912	60.17284	54.34922	47.96158	73.77924	120.07234	133.37953	141.79501	73.90721	76.50414	174.01928	134.30178	95.50126	60.26324	72.58644	42.38049	48.39094	77.13164	48.14121	95.43482	80.46568	56.8666	61.38178	31.15909	33.72027	42.04558	32.22638	72.9013	69.22793	65.03861	65.44352	26.45838	29.23287	89.91408	75.38833	74.79027	50.76609	44.85379	52.47509	52.33737	120.9464	131.54484	94.56029	100.9991	108.00153	97.24703	95.30326	50.60682	51.74814	41.3077	30.02224	38.9208	38.93201	37.4197	28.51266	149.89115	82.36253	74.40916	93.18185	39.79072	55.67778	46.37912	40.59447	151.13449	123.95013	58.89164	43.43025	68.97263	51.24652	69.5147	78.33292	20.50408	65.65478	60.32992	558.36813
GT111	169.24184	96.63858	133.4189	268.78259	241.36389	215.5794	139.23798	156.41065	102.51573	200.7355	113.55295	134.32637	120.43972	134.41775	130.87997	148.22719	147.53277	153.3016	172.78687	230.61597	114.56028	239.52077	156.69834	117.3882	142.36772	172.57798	133.64769	113.7151	95.39797	103.70194	142.8567	225.23195	143.0124	149.56174	137.06861	148.06364	189.49987	143.90286	198.39676	226.03226	118.88319	103.51688	137.04958	151.85756	131.37025	119.66611	117.73793	197.53092	137.15783	334.74322	281.65078	143.9946	103.332	85.76471	207.00386	199.05963	104.31825	151.99365	215.08869	320.31455	239.02831	249.43657	196.09709	197.74257	120.47191	133.27203	318.39919	106.41381	38.42462	88.1429	151.93776	229.03606	86.45391	84.24524	134.3584	164.41601	131.95034	143.72885	221.79531	168.34138	178.62874	152.24866	211.4574	201.95763	204.25627	140.91673	205.68458	110.15557	365.40947	102.41922	120.52773	97.31647	81.8684	84.62121	132.174	145.1132	88.64129	136.74931	98.13923	109.1535	104.97307	95.0296	82.15683	113.76659	118.44459	60.51418	205.2906	202.85746	94.95328	103.42124	122.30084	195.40613	212.81994	125.73528	197.14594	105.25057	133.82926	153.79227	202.36936	92.30403	69.70447	139.95967	174.40589	121.80524	177.95747	42.75994	236.53343	151.00922	129.3487	235.98428	129.40825	196.61262	92.91594	80.12839	183.25069	123.47421	158.24873	168.09359	112.33553	132.03723	103.43949	90.64362	142.4751	92.75246	89.91915	142.42918	127.9429	115.9033	171.44849	162.70806	280.44115	229.46207	216.73348	224.86408	239.9673	272.47489	70.83574	91.64409	103.75646	88.95215	74.33089	107.91116	122.15232	152.10183	79.28119	92.03383	100.12278	117.32161	158.73617	202.49665	189.16561	227.04411	173.94711	161.92606	181.98399	156.11565	133.07856	161.44388	115.69036	115.57184	235.46285	234.63235	106.94822	104.85417
GT12	NA	NA	NA	8.87548	5.46501	2.04778	4.11364	7.12554	0.75386	NA	0.3127	0.38202	0.80881	NA	0.05623	NA	0.08776	52.5526	1.76794	0.52203	0.06874	15.41886	18.31655	0.04742	26.85038	NA	20.27192	14.50886	1.18893	2.38994	8.30177	2.26252	25.24541	30.7621	0.33485	0.76894	5.28849	0.76285	4.83277	9.14426	1.44211	1.05426	0.06138	0.05285	3.14427	5.69122	5.8663	1.96717	0.2651	0.09553	NA	NA	0.93632	0.80474	NA	0.21709	1.06168	0.42702	NA	NA	33.21609	0.16146	NA	NA	0.06677	NA	0.88229	0.03178	NA	NA	NA	0.03313	NA	NA	0.21909	0.20864	0.17841	0.08755	0.76954	10.32207	0.92753	1.18963	3.77635	34.66383	15.28601	33.13763	1.91205	3.62777	1.27978	21.55995	23.83819	9.55354	29.54578	4.0343	20.10766	18.27021	1.22562	3.62371	26.08672	9.93257	22.85828	8.83058	1.51166	1.4318	2.92897	1.65658	14.45252	NA	4.03734	NA	NA	NA	1.62505	0.49778	14.20215	0.08792	1.05329	0.37794	0.4957	4.00377	0.16077	NA	0.05846	0.04563	0.05043	38.86206	2.22131	5.58788	2.21047	2.86585	2.58452	NA	10.07544	14.55109	0.36097	0.45983	0.47624	0.76272	2.6214	2.28713	10.7985	12.0474	2.32041	NA	NA	3.26555	3.2562	3.07634	4.39821	1.24369	1.52342	NA	NA	NA	NA	0.8709	0.10924	0.28363	0.03804	NA	6.31829	0.53942	0.57317	4.24501	0.30361	0.22018	0.15214	0.77167	0.08334	NA	8.46976	6.49276	4.13173	5.91918	0.04963	0.11686	NA	0.25334	0.47037	0.06035	0.55927	NA	0.13105	0.27521
GT13	NA	NA	3.77448	NA	NA	0.01652	0.072	NA	0.77088	NA	0.04415	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81588	NA	0.52671	1.05772	0.09013	2.79925	0.71503	0.99622	0.71625	1.20808	NA	0.01644	0.08739	0.03146	1.08725	1.06825	0.12824	0.08456	NA	NA	0.61091	0.66478	NA	NA	0.02555	NA	NA	NA	NA	NA	NA	NA	0.02152	0.85091	0.14301	0.05539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8928	0.71778	0.05863	0.08778	NA	NA	NA	NA	NA	NA	NA	0.06004	NA	NA	NA	NA	0.08737	NA	0.06072	0.07237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79801	0.18185	0.78312	0.55234	1.31273	0.43504	NA	NA	1.07256	0.5079	NA	NA	NA	NA	NA	NA	NA	0.05585	NA	NA	0.03121	NA	0.00897	NA	NA	NA	NA	NA	NA	0.08765	NA	0.07544	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GT14	97.12218	50.85132	102.4091	38.04969	33.5538	213.29492	97.76571	38.54839	42.70997	59.45862	35.85358	27.8403	34.11093	41.46166	33.43138	56.14112	32.44258	34.024	102.94099	123.54672	115.44728	40.46395	44.95033	46.19485	61.23246	35.7137	37.26313	46.55751	99.05138	97.74333	101.44499	93.14144	168.74182	154.54346	93.34432	99.67911	98.23339	127.02374	84.27424	70.52429	120.30801	86.19997	45.0413	37.21521	52.74906	31.80521	30.80648	57.35792	141.39382	75.92358	104.39037	88.36273	97.99321	86.42575	116.27122	114.20492	74.99932	50.07202	60.57502	16.42033	67.0939	80.2007	23.34891	21.71954	16.147	20.99694	56.07869	24.04681	12.46368	15.43637	26.79776	10.8713	38.20233	52.35513	75.78134	92.49348	64.08551	47.37799	60.57467	49.69715	61.31316	49.93353	68.43782	64.13685	41.47287	30.93062	29.93987	49.54866	42.80682	48.71852	61.86127	56.05097	94.38631	37.26414	40.09282	41.54341	43.07569	57.71721	68.95828	66.29091	78.87935	46.87116	95.00359	91.34521	98.04488	80.62086	62.89403	92.80116	26.306	48.91512	54.41991	359.45857	34.42941	46.97963	100.22686	78.63142	76.38818	67.56501	54.68903	69.92012	74.50243	66.36334	32.62132	29.15752	24.28263	78.31492	39.46923	18.85278	18.93027	39.07984	29.22023	280.58568	82.91154	47.24261	99.1765	135.60828	69.27504	69.7071	43.77919	37.99412	55.4	55.87187	42.49837	49.28808	52.34736	50.25506	45.154	35.18461	39.93906	99.07628	186.65529	66.98586	110.20278	48.41052	66.12043	57.37474	51.74229	53.0397	34.39789	74.83341	18.72229	29.36054	34.10337	32.77053	107.04669	70.57718	62.97067	52.78295	211.34231	347.84819	63.98715	67.23828	46.51994	74.88677	254.72993	194.84465	63.79772	292.54212	36.38834	34.31973	294.15321	44.59942	53.38079	29.2744
GT15	NA	NA	NA	NA	NA	NA	0.2439	NA	0.28891	NA	0.03142	0.09859	0.05492	NA	NA	NA	NA	NA	NA	0.02965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03912	NA	NA	0.1092	NA	NA	0.04689	NA	0.09718	NA	NA	NA	NA	NA	NA	0.11965	NA	NA	0.03767	NA	NA	0.03472	0.20191	NA	NA	0.09091	0.15119	NA	2.11642	NA	NA	NA	NA	0.19721	NA	NA	0.35876	0.0485	NA	0.09011	NA	NA	0.05261	0.2111	NA	NA	NA	0.1598	0.09375	NA	NA	NA	0.08721	0.15625	0.0411	0.95386	0.16889	NA	NA	0.0466	0.10007	NA	NA	NA	NA	0.0747	NA	NA	NA	NA	0.1114	NA	0.05151	NA	NA	0.10911	NA	NA	0.23778	NA	NA	NA	NA	NA	0.11203	NA	0.06249	NA	NA	NA	0.18495	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14724	NA	0.40575	0.32426	0.17907	NA	0.13248	NA	0.15061	0.07614	NA	NA	0.20649	0.12576	0.25567	NA	NA	0.054	0.06959	NA	0.13977	0.16004	NA	0.27815	NA	NA	NA	0.16198	NA	NA	NA	NA	NA	NA	0.10853	0.03626	0.12463	0.09127	NA	NA	0.08703	0.15969	NA	NA	0.02681	NA	NA	NA	NA	NA	NA
GT17	4.91859	1.10932	1.44697	1.29696	1.5879	1.05373	0.93887	0.34225	2.67813	5.86142	1.58914	0.89021	1.34163	1.4688	4.22624	2.62423	2.71672	0.32969	1.79817	3.39693	1.40657	1.5249	25.30369	3.77842	9.40732	1.43686	2.66112	12.6162	1.60856	2.53217	2.1452	2.798	0.83248	0.94936	8.71435	8.45466	2.86444	7.14729	0.03624	0.63616	3.29292	2.0376	5.6014	2.59743	1.2609	1.31502	0.5988	1.40068	0.5463	1.00667	2.53236	3.024	1.60755	4.08111	0.51187	0.03713	6.94879	10.68692	55.66599	16.40682	0.38217	1.10699	14.0154	14.96373	1.38542	0.86327	10.15194	0.74028	0.56763	0.04957	2.10014	12.2745	0.27693	0.76742	1.75961	2.68613	1.87451	2.52232	2.53538	4.0166	2.96631	2.047	13.30339	1.55392	0.56811	0.76008	5.94875	3.42436	1.33925	1.1442	2.60747	2.52877	1.78572	0.73217	2.12584	0.85206	0.92359	1.16626	0.69612	2.19363	1.09694	6.10817	0.27673	0.81187	1.97457	0.84931	1.35537	6.52127	4.53844	3.30058	2.94411	0.2947	4.44891	3.06348	3.1207	0.22048	1.93154	5.31131	5.30167	0.89243	1.63649	6.48447	11.33097	12.35575	6.26685	0.97455	1.12021	2.90154	11.73041	2.99756	3.66993	0.44726	4.14081	2.25229	0.78419	0.98753	3.77376	3.87279	0.64106	1.34226	1.46671	2.57164	9.75371	7.35716	7.22698	0.60257	1.01749	1.00088	1.36309	0.8712	0.47242	4.24502	3.09545	6.35298	3.59811	1.82745	2.42045	0.46426	3.57779	1.6444	1.22421	6.60145	2.18572	1.65221	1.46767	1.06194	0.40234	2.14317	1.00083	0.47288	0.18888	0.08092	17.55061	5.68533	0.84539	0.94157	0.28251	0.52433	4.37582	4.02015	1.43139	4.52894	3.45059	0.26606
GT19	120.57672	137.23762	159.48468	47.83477	59.89206	249.89905	116.13771	89.52289	104.52722	208.70736	93.9336	86.42904	119.24653	67.55952	51.09025	49.45692	68.51736	14.80755	129.39562	127.7337	196.13215	44.16045	69.47239	174.18986	116.63295	151.44654	80.16299	104.98952	137.78685	111.28328	165.57834	179.19829	202.29865	168.33721	149.60565	146.37418	165.83333	195.59255	136.18077	92.60371	141.90172	132.33023	73.72075	66.95927	69.79136	37.50294	86.46742	51.12307	193.57573	97.90335	165.34128	155.57435	132.16786	126.13625	175.55656	148.14286	114.21464	55.29995	19.95298	59.90714	98.7899	62.56548	100.78696	103.21053	265.35796	232.47599	66.82737	201.97419	87.23192	172.09292	56.44754	70.11519	119.42701	156.53083	103.77918	176.07983	81.98241	89.70542	73.31487	60.72868	105.16442	121.67903	84.48635	79.77654	108.79771	72.13347	82.36653	65.02331	107.66834	78.52866	50.68934	102.90957	31.61518	120.0341	65.50438	70.40157	105.38249	81.09204	78.8286	110.30427	112.13147	91.56325	240.35874	195.60994	135.96737	149.83123	95.89464	86.86152	45.74074	69.09676	93.33432	308.88742	61.45095	66.54166	154.87825	87.09109	98.97824	62.73701	84.34748	133.55138	123.28284	128.86954	89.10092	55.83628	58.04095	55.54085	55.64472	58.2416	68.38403	144.41492	76.84662	305.50137	31.2836	42.09698	246.11341	327.3498	174.71909	176.58352	124.09386	116.09091	63.77209	45.07313	70.35487	86.75008	73.30816	102.79776	73.98538	98.9121	107.28408	147.57711	245.6406	190.84928	142.98317	122.87018	186.90328	84.81555	53.68714	75.86322	31.45715	67.15778	43.77021	174.66309	237.63988	88.19004	175.93474	116.43662	104.61739	51.52301	170.33476	344.72924	101.18722	76.18904	116.25356	130.31029	248.77006	332.32403	108.27661	316.30283	99.49978	90.53541	292.14411	81.51411	103.01314	307.45401
