feature	SRR5866258	SRR5866262	SRR5866263	SRR5866264	SRR5866265	SRR5866266	SRR5866267	SRR5866270	SRR5866271	SRR5866272	SRR5866273	SRR5866274	SRR5866275	SRR5866276	SRR5866277	SRR5866278	SRR5866279	SRR5866280	SRR5866281	SRR5866282	SRR5866283	SRR5866284	SRR5866285	SRR5866286	SRR5866287	SRR5866288	SRR5866289	SRR5866290	SRR5866291	SRR5866292	SRR5866293	SRR5866294	SRR5866295	SRR5866296	SRR5866297	SRR5866298	SRR5866299	SRR5866300	SRR5866301	SRR5866302	SRR5866303	SRR5866304	SRR5866305	SRR5866306	SRR5866307	SRR5866308	SRR5866309	SRR5866310	SRR5866311	SRR5866312	SRR5866313	SRR5866314	SRR5866317	SRR5866318	SRR5866343	SRR5866344	SRR5866345	SRR5866346	SRR5866347	SRR5866348	SRR5866349	SRR5866350	SRR5866351	SRR5866352	SRR5866353	SRR5866354	SRR5866355	SRR5866356	SRR5866357	SRR5866358	SRR5866359	SRR5866360	SRR5866361	SRR5866362	SRR5866363	SRR5866364	SRR5866365	SRR5866366	SRR5866367	SRR5866368	SRR5866369	SRR5866370	SRR5866371	SRR5866372	SRR5866409	SRR5866410	SRR5866411	SRR5866412	SRR5866413	SRR5866414	SRR5866415	SRR5866416	SRR5866417	SRR5866418	SRR5866419	SRR5866420	SRR5866421	SRR5866422	SRR5866423	SRR5866424	SRR5866425	SRR5866426	SRR5866427	SRR5866428	SRR5866429	SRR5866430	SRR5866432	SRR5866433	SRR5866439	SRR5866440	SRR5866443	SRR5866448	SRR5866459	SRR5866460	SRR5866462	SRR5866463	SRR5866464	SRR5866465	SRR5866466	SRR5866467	SRR5866468	SRR5866489	SRR5866490	SRR5866491	SRR5866492	SRR5866493	SRR5866494	SRR5866495	SRR5866496	SRR5866497	SRR5866498	SRR5866499	SRR5866500	SRR5866501	SRR5866502	SRR5866503	SRR5866504	SRR5866505	SRR5866506	SRR5866507	SRR5866508	SRR5866509	SRR5866512	SRR5866514	SRR5866515	SRR5866517	SRR5866518	SRR5866519	SRR5866520	SRR5866531	SRR5866532	SRR5866533	SRR5866534	SRR5866535	SRR5866536	SRR5866537	SRR5866541	SRR5866542	SRR5866543	SRR5866544	SRR5866545	SRR5866546	SRR5866547	SRR5866548	SRR5866558	SRR5866559	SRR5866560	SRR5866561	SRR5866562	SRR5866563	SRR5866566	SRR5866567	SRR5866570	SRR5866571	SRR5866591	SRR5866592	SRR5866593	SRR5866594	SRR5866595	SRR5866596	SRR5866597	SRR5866598	SRR5866599	SRR5866600
GH89	82.25689	252.53131	274.35823	75.06216	42.04913	61.52089	73.75763	197.09243	156.36002	454.67302	100.04803	86.30981	99.80343	107.33825	83.34119	90.59998	106.55171	52.05993	74.99996	179.62175	234.17008	61.15594	149.31719	194.43805	224.53362	149.24879	115.19792	188.6896	147.54065	83.2806	79.89602	47.01617	173.8501	133.08756	167.48474	174.40215	371.86329	295.77435	150.28592	113.32867	152.52403	181.30754	157.79942	173.18196	144.21707	54.19496	53.8242	148.7589	363.87384	146.00343	256.53243	146.93498	113.50169	106.23613	443.84501	261.63281	175.29543	131.6961	33.95355	84.6928	164.83782	144.02391	80.35544	79.25834	65.22877	67.05202	122.19215	62.34566	131.58383	236.21742	76.38714	155.7353	197.68853	235.94686	184.22428	268.4118	119.55449	94.08167	120.37431	105.67959	111.93322	148.94417	159.85994	111.03518	88.87575	66.98562	119.45024	89.68167	176.25375	90.88715	92.55991	172.88872	164.99945	121.58059	135.63614	144.80138	330.89427	117.30502	146.08597	81.22587	120.5304	56.14542	104.62843	110.17718	98.97045	97.10468	176.22868	90.30349	117.60433	220.383	240.63147	113.0329	76.13489	156.25242	153.99036	234.32463	248.0138	190.72226	130.60414	365.97025	273.61594	213.5473	125.67697	119.80515	78.22147	176.55155	85.36504	82.55547	84.97279	254.7317	68.83754	154.40642	57.45745	46.1451	131.27141	168.71243	182.92688	178.38801	108.9321	83.54537	85.79099	82.6592	128.19476	229.70012	235.52555	146.26153	105.30411	110.27441	113.10692	89.6781	81.00156	226.32864	248.6149	224.5162	220.10312	195.06051	87.16903	79.87187	54.73345	78.62727	62.14054	193.65544	263.98443	74.67293	240.31995	176.05685	145.19602	140.05483	71.62818	128.94436	106.00378	99.28855	96.01946	157.44596	113.69886	89.73918	200.10406	100.72226	169.81442	191.17034	63.93755	124.0633	165.45994	83.17744
GH9	292.11268	139.41479	183.84249	195.76711	263.14253	56.089	57.4771	199.79643	80.89761	88.82169	174.42453	177.59995	169.51164	204.94461	197.63654	173.63444	239.22091	23.35106	336.79403	79.10722	403.55301	211.54217	260.81389	314.8662	241.02395	188.96079	115.04117	236.83249	81.41884	84.14584	112.92848	151.66381	598.97788	528.48646	165.15516	160.37717	213.26032	420.88288	86.76607	83.38634	251.64934	252.93609	115.15343	106.41977	69.43994	81.30163	52.34123	57.53887	424.86272	240.6387	350.42731	484.69987	119.1794	95.53482	142.05573	171.63757	325.21538	117.30527	51.61643	96.27621	141.68927	63.80738	81.75241	82.64012	119.0194	120.94848	65.33492	92.16133	70.48789	138.92924	53.26067	105.60712	199.17173	134.1378	205.31183	195.568	163.56891	113.86982	157.91302	130.14947	50.04431	88.92713	162.06585	243.83878	129.14185	108.08384	189.91451	138.11991	105.64266	104.74985	60.40475	74.5062	44.23064	109.06056	77.57892	79.42917	95.51031	109.67525	55.04038	99.13746	32.12789	122.75573	113.91735	112.33245	107.64806	67.83635	121.50115	76.39013	75.46634	215.78185	218.2944	30.7141	43.98343	81.36154	462.76899	222.73093	168.25097	42.30791	30.7767	252.77723	211.72499	97.41852	90.51401	56.45713	89.92665	61.2109	116.41933	101.39628	84.95858	112.94866	184.20357	94.32456	53.71232	38.16462	89.47387	85.335	140.78155	143.93969	229.72616	180.28999	60.68076	62.32243	143.7157	158.92297	198.26266	79.80229	77.14178	86.23917	69.78414	140.34505	37.9047	345.88988	153.8264	91.45732	306.69973	145.55166	128.47821	111.75853	128.49433	113.15561	30.70471	236.31037	305.78226	84.38051	279.73641	69.84303	175.69447	57.32469	20.50219	32.0262	98.56544	100.53324	388.61556	432.89099	75.84238	21.57339	182.5526	49.33746	73.62008	66.4458	54.25573	55.19244	124.19421	79.69445
GH91	9.28076	23.52552	14.29925	15.16543	16.72564	8.63553	9.07881	24.86975	3.76644	18.011	4.25943	2.90141	3.16543	12.86471	10.4835	15.96946	19.22086	51.27479	7.02405	21.0139	6.91124	15.00183	9.30253	14.62524	9.44772	19.39122	7.61385	9.54105	11.45839	12.92546	6.45148	2.26312	18.35846	18.89792	7.10023	7.63462	30.22299	14.49643	64.06381	27.93338	4.0871	7.0563	20.55576	23.34871	15.92043	6.97591	8.79261	26.70942	2.3947	17.71256	3.14539	4.01175	10.31576	11.86778	12.87908	12.35987	4.54932	11.56603	26.78558	6.5929	5.7741	12.61725	23.7729	23.34037	6.82298	5.47235	6.23699	16.51561	1.28133	9.0195	34.10611	0.95398	13.23126	34.45286	35.63069	45.1977	18.45104	33.096	5.55989	6.73322	4.61994	8.21965	34.31581	33.80952	21.83334	18.46395	4.3822	3.88506	16.00562	7.27726	6.45886	9.03323	8.11671	10.29483	17.84632	7.57487	10.37632	4.74385	3.62324	4.34896	5.81647	5.11665	2.11197	3.04928	5.28708	2.44144	2.84562	10.51866	14.06422	16.53659	17.68153	14.24013	7.26558	10.00333	45.07286	58.12147	63.82061	26.52365	14.61688	92.50364	80.59668	7.57784	8.03547	18.97751	25.18017	4.7277	13.05185	11.8282	9.6575	3.4974	3.13147	19.90159	28.41188	14.89333	4.06432	2.35128	4.83555	5.38305	4.74969	8.60515	18.32375	18.98621	19.09455	43.13949	23.90578	8.68382	9.94175	12.08053	7.46995	6.32054	11.25458	16.84856	20.62165	53.72712	18.50546	5.87795	2.69387	3.51309	5.81294	9.30432	9.90439	5.08727	9.77978	8.02235	12.23698	18.45783	24.7149	54.03958	15.9261	14.96433	48.87227	36.09408	17.74259	23.64252	19.53095	40.71544	66.44741	16.38899	6.83252	9.72166	12.22548	7.48872	8.63198	6.70707
GH92	1132.72827	1008.16895	1372.74842	327.52329	500.26194	333.60143	245.05926	566.98601	498.77052	1729.37426	677.16138	432.71791	765.02737	797.19043	566.42034	589.97458	856.84684	129.85078	1282.75418	1108.96811	1652.81219	320.19925	553.98483	1115.91276	1003.60969	810.9813	453.85609	755.48896	608.30223	412.51479	428.22847	448.91851	1512.3472	1269.57218	1066.28808	1110.71749	1400.87479	1509.12839	1051.78095	658.75507	964.5037	902.70921	947.76437	776.353	602.75174	224.21795	385.85669	452.07676	1825.05947	744.62831	1409.85988	1370.6044	561.42762	602.74631	1723.93396	1323.46989	969.23679	534.68218	126.37151	410.38529	826.20022	552.48968	538.29768	540.70086	476.87645	549.08593	401.53896	412.37788	532.42059	931.89896	182.34297	333.27859	934.69249	1117.19588	831.0079	1202.2504	462.54306	472.73976	524.51941	541.91883	371.67979	550.33205	676.51312	666.0557	435.84985	275.95008	595.69252	454.28753	725.19027	412.44597	140.96387	500.9604	139.53383	425.28455	460.50745	416.12143	282.79759	470.97619	464.53815	470.48001	440.8517	288.36464	744.68514	631.53865	483.61722	408.08283	673.92518	631.65098	305.41649	1031.53694	1232.37806	990.72821	242.27715	405.72291	1333.63941	925.13034	982.18472	454.84278	518.20187	1594.33429	1180.59064	1215.22609	586.69945	488.22705	352.39391	360.48712	369.51899	173.60943	373.72975	1018.22782	459.90137	927.05913	101.16945	132.55232	569.57351	603.69922	640.11113	647.83293	688.24621	563.12394	258.5762	198.2052	708.30591	1024.74797	1076.74921	746.99394	546.5437	563.83497	588.58497	448.03026	419.7153	1436.40027	1119.02847	738.59107	1385.03825	626.94848	280.00727	317.59884	145.23764	302.58828	122.03751	921.57928	1318.44444	366.86243	1139.00803	672.34413	751.31065	105.50567	496.54059	1018.20072	731.79844	568.14458	1224.96693	1271.80761	557.25197	568.12388	742.20228	464.16234	692.68161	636.29517	406.5245	610.10065	1071.30065	454.19973
GH93	6.70601	0.87205	3.2128	1.71707	0.76953	0.14826	0.30152	3.5295	0.86114	1.46609	1.66871	0.64145	0.42339	1.79685	1.65913	1.94034	2.65207	0.50777	1.22638	0.5749	3.18559	1.82718	7.38491	0.54084	5.21525	0.42098	19.90011	11.17254	5.06099	5.40764	0.97573	0.82677	4.2789	6.40194	0.32678	0.43637	10.91044	3.75542	0.15896	0.14751	0.76669	1.41159	2.03089	1.25796	2.70443	2.4619	4.7834	0.45708	1.00003	0.18283	4.94112	39.23325	5.29137	3.57783	5.58621	9.66508	1.92413	2.74384	1.31985	0.2037	5.23733	9.84352	4.14145	4.75687	0.93244	0.76172	0.37092	0.82569	2.45734	NA	1.18799	1.16876	1.28428	2.98136	0.85997	0.71079	3.26281	1.45147	0.80391	1.29715	17.7588	5.09282	1.30795	1.26579	1.46607	2.10118	18.8722	19.31015	4.36791	11.38604	31.73483	6.87975	8.96796	1.44586	0.87702	0.90282	14.07073	15.75945	6.96283	1.31981	2.10455	2.88243	2.34381	1.47371	1.95653	2.11058	0.76455	1.16989	2.05357	0.30102	0.3639	0.17755	0.97577	2.12257	1.75198	NA	0.02165	1.18933	0.51738	NA	0.08751	0.60989	0.65063	0.3494	0.85336	0.58694	1.13536	4.24754	2.27143	9.10492	15.83094	0.27808	51.52512	19.59022	1.16718	1.09363	1.58219	1.20224	10.84758	20.01755	34.50716	36.23271	3.48851	0.24201	0.19672	0.59241	0.77476	0.71156	0.28404	0.31769	NA	0.23722	0.23163	0.46899	0.15464	2.2108	18.90546	15.46436	10.31762	10.58316	11.14711	10.92969	2.15402	6.62074	0.54789	3.14642	1.0421	0.66576	0.10141	0.20082	0.34191	0.55934	0.77426	0.45584	1.12653	0.34429	3.30853	0.59684	6.4852	5.11444	0.35671	0.48974	2.44127	0.47836
GH94	475.52001	338.95459	420.72369	561.74478	668.59167	558.99249	508.05327	512.67704	344.69445	224.1676	418.43571	568.37789	444.12219	522.55346	464.89849	462.69387	543.34821	564.93773	486.30352	503.58129	368.99925	528.26106	546.25298	349.75563	421.15784	436.60914	491.02515	411.53664	273.65535	277.68758	486.95717	578.63113	305.79394	333.17675	282.18692	268.55547	300.13472	283.23316	352.22613	386.15932	320.92542	364.07346	443.42695	429.83936	444.80527	555.71906	357.46552	590.03891	329.60367	584.31613	474.11249	584.24782	279.38232	294.50882	268.39092	236.27693	472.49012	422.72028	398.7967	525.05908	416.27023	480.09065	360.49884	362.93114	418.93065	372.647	511.98245	477.9747	162.4091	170.13583	595.54735	376.41807	494.39513	269.90774	338.1818	288.93557	352.99853	387.14701	513.61444	420.53946	503.38384	431.36878	413.7681	503.19162	324.918	406.94621	361.39467	293.92736	570.75536	320.15257	332.83907	382.37416	338.69402	270.41188	363.18948	374.64835	333.21873	385.66047	409.71955	508.60302	470.41136	569.96459	302.51597	336.33535	411.73029	348.38253	451.83473	554.11979	379.62077	465.21787	393.33496	329.80741	452.42636	379.69936	397.06867	360.58965	311.83891	476.59943	311.59943	272.75401	313.73746	216.82374	474.98558	268.85046	330.75655	300.53323	541.10041	476.6445	290.57584	265.95175	385.02288	340.45633	558.67106	457.97911	339.4936	372.83911	336.21662	335.23923	409.8808	404.39012	430.32585	508.95968	385.48359	460.3409	471.007	436.99691	434.57906	295.75374	406.93273	591.30229	556.41041	272.6239	323.14838	310.12246	262.89028	329.40637	321.74852	346.49075	416.3899	407.12384	323.20018	522.84103	454.69613	373.10282	227.26484	362.57626	452.34844	391.74792	411.12068	330.15959	341.19895	441.89722	462.20877	421.32975	383.87725	289.33681	495.82902	331.11655	274.90142	283.23285	447.40834	367.73244	382.35093	314.72535
GH95	306.7102	402.87142	425.04115	125.26349	156.20638	476.2361	277.12153	243.65883	246.97133	683.54631	291.69924	231.09314	302.49949	306.36142	293.48718	273.06282	320.34996	145.13256	329.20556	416.89126	446.94051	129.31765	218.20889	331.63879	390.58629	264.14556	199.46423	262.61802	259.51632	222.31718	433.33707	454.20898	298.6999	255.75687	462.50492	485.16722	462.29872	432.11849	348.62486	248.97656	387.5758	387.47099	208.21333	240.11257	239.30999	145.32453	154.73467	207.84335	539.30331	345.0396	510.12232	426.86041	273.3245	274.60352	589.56862	430.18122	280.93833	204.45605	187.4393	267.08492	307.40065	250.38277	302.93906	298.25398	370.96968	356.01529	166.9737	338.70153	307.57409	412.228	243.15314	268.03363	328.82989	442.07811	436.89139	495.62126	283.9843	232.24195	273.4506	261.58975	312.70397	426.53712	279.17503	222.46433	205.53543	153.2236	173.41922	143.76942	347.92746	201.89768	139.31973	275.24496	237.70896	195.23552	155.64138	178.43227	348.37874	213.47783	182.63162	249.70491	204.08327	180.78565	450.48238	515.64792	340.47552	355.00682	251.4086	277.482	182.34909	405.80685	447.65462	831.63492	157.5662	219.96178	351.28279	260.31759	287.4233	277.35494	247.42108	420.5173	358.84321	448.34634	268.77748	291.67622	246.00947	246.36866	196.07897	169.3606	181.14069	307.10952	140.25473	731.22356	131.6088	122.08778	496.48396	691.98449	364.22717	371.38489	233.21485	179.26953	148.34656	155.7055	209.3721	418.8362	432.88734	289.56593	199.46988	209.83153	251.37854	305.54248	386.45633	530.62378	366.08086	432.19271	508.82479	263.84549	202.26209	278.25408	127.69339	230.20893	145.52167	550.75096	692.65129	249.45089	377.08747	253.54796	287.17488	280.95641	511.39282	866.27402	284.49097	262.6448	345.81731	477.70449	552.23579	439.44698	479.56138	559.73305	271.80563	252.34318	626.31485	248.80896	269.97146	429.57026
GH96	0.11333	0.11375	NA	0.05404	0.02688	0.08591	NA	NA	0.02288	NA	NA	NA	0.01478	NA	0.09077	0.086	0.04941	0.0786	NA	0.10454	NA	0.0478	0.06537	NA	0.04826	NA	0.13574	0.05792	0.02205	0.07187	0.06796	NA	NA	NA	0.12408	NA	NA	NA	NA	NA	0.19996	0.48948	0.0752	0.21817	0.04929	0.15309	0.03755	0.25778	0.0354	0.04511	NA	0.01134	NA	NA	0.08237	0.03153	0.03878	0.70466	NA	NA	NA	0.08582	NA	NA	0.11073	0.20152	NA	0.03419	0.31992	0.31946	0.52969	0.02426	NA	0.21467	0.08526	NA	NA	0.0327	NA	0.18534	NA	0.08843	NA	NA	0.04738	0.36652	0.02539	0.57687	NA	0.30352	0.12553	0.27272	1.08548	0.43965	0.05571	0.24793	NA	NA	0.28911	0.40051	0.7829	0.30701	0.08901	NA	NA	0.12816	NA	NA	1.04588	0.02267	NA	0.12778	NA	NA	0.06013	0.02217	0.08068	NA	NA	NA	0.0904	0.01949	0.06831	0.21742	0.29591	0.11771	0.04211	0.05383	0.29946	0.07773	0.39936	NA	0.23863	0.29621	0.01553	0.03055	0.05055	NA	NA	0.04619	NA	0.08651	0.7832	NA	NA	NA	0.03179	0.03125	NA	NA	NA	0.13169	0.05717	0.04809	0.06717	0.89852	0.03393	0.06833	0.06666	0.19124	0.40395	0.04247	0.04032	0.15592	NA	0.01682	0.07313	0.13004	0.06643	0.05193	NA	NA	0.05237	0.19124	0.27531	0.06379	0.09446	0.02535	0.25501	0.35234	NA	0.31795	0.28307	0.09187
GH97	954.85028	842.01461	1057.05607	332.22052	538.15702	1168.41759	583.14213	511.7799	413.12883	1654.90561	517.33347	376.60578	636.0927	602.83511	506.13711	495.92968	750.70843	92.63865	1192.33215	865.11783	1346.17106	302.10607	473.39308	963.25842	993.80956	571.1609	347.36591	730.76609	693.95721	503.27455	684.08119	720.31905	1720.45956	1430.74709	958.46951	997.55405	1148.41178	1489.26054	709.59324	517.62345	1113.80834	1056.76238	508.26568	400.79987	482.26305	182.85009	231.71062	382.82082	1563.38829	784.41858	1391.70832	1712.8463	709.47299	679.2618	1628.7301	1261.45271	865.44273	342.24504	120.85025	306.8783	877.32502	482.12546	332.13948	335.89741	1210.19964	1115.13143	281.36837	980.95337	404.31303	712.38456	187.06312	283.65897	733.15564	925.95531	721.03368	1016.28354	435.76178	356.23584	519.07397	420.56528	445.78567	617.67564	487.36228	601.25946	401.34633	205.66541	468.39982	358.50091	693.28381	372.91888	175.00755	423.57891	184.9429	372.85753	429.97169	418.04299	279.85686	392.35237	323.14934	526.16647	396.07064	275.11071	1330.47115	1235.39468	799.1364	781.69583	682.28749	558.16899	197.7289	724.785	842.57523	1582.85699	248.59394	339.71916	1311.5655	908.41635	886.03204	415.95218	425.81421	1389.03957	1039.20423	838.61022	410.89631	314.68517	243.50343	297.58646	312.79983	169.9822	335.76998	842.14911	384.20047	1430.11053	89.89157	120.7658	1133.76724	1597.99829	780.14364	779.76068	633.09101	518.90971	197.25799	147.87961	434.55064	730.91392	717.23807	589.92394	420.1866	389.87645	463.19371	744.97357	1083.56545	1531.29085	897.05898	690.99446	1463.4238	591.49665	309.45811	320.87056	149.21989	344.96588	117.86855	1003.04827	1360.8474	322.66049	1287.91517	426.73083	652.13047	115.22577	860.93009	1679.42985	567.27483	479.30754	1040.794	1246.93367	1215.26546	1059.36411	660.98229	1236.24353	354.04513	333.582	1293.53305	339.46727	492.45083	1421.69858
GH98	6.61641	10.33332	0.783	2.25287	1.73719	0.7081	0.36269	4.38665	15.05877	3.61238	1.8503	1.96405	3.89529	7.30052	5.07484	7.29696	5.82962	0.93253	4.47507	11.05176	1.21347	2.31283	1.36553	2.11337	2.07552	1.0656	1.78159	2.10937	5.05696	4.04271	2.97639	5.56431	0.46361	0.41309	2.00697	2.2335	1.91449	3.0873	11.34767	8.76267	2.98684	5.50283	3.7681	2.72157	3.42989	9.05067	26.26508	1.05229	8.76417	5.21942	6.42774	7.60431	2.34236	4.34914	0.54817	0.58507	9.41327	8.64592	0.70172	1.1861	0.16418	0.38955	0.92788	0.8727	4.36993	5.13781	14.4991	4.40672	3.0967	0.67378	6.48377	6.88316	2.06555	4.81392	2.90308	8.94879	2.8756	1.52806	9.20863	60.57065	1.91958	4.49258	3.4989	3.14314	1.56074	20.58194	6.94338	14.88286	3.95641	11.87554	17.06744	12.43056	6.27782	7.40206	9.85511	4.79923	14.0348	15.89181	32.3173	20.40416	14.34555	11.73046	7.03248	0.52096	5.16051	10.22374	6.04662	3.75808	17.28956	0.59102	0.4908	43.6979	0.36889	1.81922	5.05925	1.98206	6.22759	1.33713	1.34601	1.77621	3.39456	2.60335	3.28689	2.93087	4.22892	28.09694	4.88457	8.56012	7.78778	6.58173	6.98092	34.16268	6.12737	11.57255	3.92494	2.50349	9.69281	10.21025	21.57259	9.99953	10.91612	8.85586	9.56199	0.83679	0.45834	1.13761	0.03637	1.52694	1.64668	2.98852	0.43207	2.40927	2.83695	3.15498	2.37881	14.1799	11.99355	15.18096	6.18291	20.70415	17.04896	4.33702	5.31454	9.24949	2.72946	8.01764	3.99461	0.93625	24.65002	48.27484	9.36221	11.15812	7.11471	19.58098	9.66417	5.59262	6.01102	6.72017	37.68977	25.80967	4.10201	4.94493	11.78261	2.82605
GH99	1.85655	0.66524	3.68464	0.58188	0.81221	0.10786	0.17022	2.41858	1.32255	5.22774	1.79966	1.88349	1.00135	1.41903	0.15939	0.06682	0.16912	0.06642	0.6073	2.78868	3.3615	1.06869	1.04893	2.34952	1.09887	1.58614	0.59904	1.02267	0.275	0.56629	0.02582	NA	0.54475	0.31423	0.03459	NA	1.25974	1.57153	2.24707	1.03113	0.48592	0.05721	12.86905	12.71777	0.82669	0.47499	0.53896	0.30585	16.13415	1.71567	7.52792	2.22636	0.26082	0.1782	3.79327	2.36833	2.17172	1.82915	NA	NA	0.25703	0.47578	0.10927	NA	127.68363	109.27906	5.65079	102.437	0.06602	0.19373	0.10184	0.10902	0.90544	2.46497	0.45429	2.57183	0.67209	0.38337	0.65634	0.67969	1.63261	2.85062	0.62477	0.17524	0.83911	1.2494	1.1758	0.93035	0.39464	0.51697	NA	0.33469	0.09437	0.93688	NA	NA	0.28612	1.70535	5.54371	5.0146	2.24054	3.19033	7.30158	12.72243	3.56505	3.80873	NA	1.478	1.11121	4.17757	7.08619	0.51557	0.19342	1.32335	0.77456	0.11483	0.22485	0.34783	0.444	0.17637	0.19636	5.77891	0.70242	1.28129	0.82738	0.03835	0.66403	0.38217	5.49725	1.98294	0.15873	1.35376	0.05063	0.03917	0.90407	0.21478	1.04351	0.53204	1.64925	1.16339	0.40513	0.08907	3.23327	0.96695	2.88423	2.03634	1.1023	0.62694	0.56797	0.04798	0.02539	NA	NA	NA	NA	0.03089	0.05411	0.05087	NA	0.07459	0.03869	0.01403	0.60633	0.04354	1.3398	1.09094	1.3161	0.09389	0.21769	0.93347	0.69339	1.27879	3.12792	5.09525	0.75569	0.55691	0.02169	0.27223	0.12654	1.84514	0.12093	0.85233	1.02068	156.46755
GT1	25.07822	35.67611	13.46886	31.51868	46.34656	15.58217	17.65537	40.93836	45.12979	28.08245	25.93564	30.17883	29.9084	25.49858	29.77486	31.30699	26.04173	14.45549	28.54042	20.63226	11.08661	34.48291	8.61548	35.29469	13.64097	37.73224	16.56403	11.69036	21.71038	18.26167	16.3419	13.65701	12.92615	12.33822	27.73277	27.72228	17.45481	19.01256	21.01776	17.40839	47.58896	41.14425	34.93667	41.29082	16.90056	23.46019	19.6982	10.18748	28.7886	9.0052	8.87628	8.97065	14.8918	20.96967	21.20891	16.82289	9.25615	15.17608	8.44404	7.62216	16.71868	21.48026	8.38393	7.60568	15.04452	19.79055	12.59209	16.00754	29.07399	36.97568	121.03214	27.32004	15.39355	22.39602	20.72881	29.8696	18.50574	19.43635	21.15618	33.1661	13.53024	14.69501	8.28378	7.96653	19.58627	24.33297	32.00327	43.90676	31.44976	27.91709	53.37902	36.00053	43.83036	25.7156	17.55089	18.79471	79.17845	38.83541	32.14457	26.5393	21.02154	18.11891	15.63571	14.59651	32.51181	40.30169	14.75458	31.33546	22.8097	25.16782	32.05245	12.49203	22.57248	26.37236	6.53628	13.96893	13.13087	25.37912	20.92604	6.65657	11.25763	16.01926	26.33189	25.69323	14.45262	38.03598	74.18352	77.98953	55.07146	32.02159	35.13339	9.02605	36.02984	39.88114	12.97057	15.09137	28.4726	29.33229	36.78042	42.30722	25.02042	31.54493	12.28719	22.2801	25.9166	29.05519	27.71482	23.52562	39.62481	13.48216	10.33951	18.08007	28.49547	22.26627	18.7133	17.51976	34.65141	17.0289	16.18545	20.07857	23.6433	22.02752	15.5352	24.18529	44.11739	39.79571	21.04968	40.32612	13.95528	5.62567	14.45988	13.15348	8.94326	7.98074	18.3048	15.72435	13.38877	15.13145	30.50813	33.43024	9.59559	13.79897	25.43274	15.33962
GT10	10.993	8.51136	6.01238	3.33628	4.36619	3.54677	4.1023	24.93338	24.15956	30.64184	12.6736	7.27937	11.90998	6.92102	14.98109	7.71921	10.94619	5.1265	4.53959	7.0655	9.29687	4.227	5.51752	107.14926	7.57681	86.10054	10.22376	9.61998	14.62796	16.4162	5.08466	6.73589	1.86601	1.75987	4.85168	4.11857	6.48219	5.35058	2.58284	2.53154	4.4999	11.16873	20.06547	28.99894	18.25439	14.54298	16.39271	6.47799	0.7778	2.63385	1.45703	2.7932	10.29889	16.94007	6.7291	4.46648	21.3596	40.82884	70.94177	63.63723	8.16513	12.4185	81.11058	80.3486	7.72593	7.49388	18.41714	11.61618	100.34343	172.36326	7.07504	77.03451	3.61978	7.3115	13.63098	9.18307	10.04654	10.52238	7.13096	18.25477	18.38608	14.3271	6.05127	12.05065	4.18228	7.57514	19.53689	19.40274	13.29711	6.81154	11.94671	23.52845	20.28503	11.48773	27.97161	22.40772	92.91688	31.58737	17.77065	14.29529	19.73268	12.40675	1.69731	1.55162	1.61019	1.10731	12.44145	10.32494	38.66623	19.94193	28.09085	3.45188	8.34079	21.30162	11.64751	33.35917	40.92882	11.39506	12.9383	70.59793	67.27792	48.45177	25.17113	28.26311	33.83131	35.5824	7.33221	19.99211	15.89579	22.98286	21.78506	6.94745	5.40659	5.11288	4.94012	2.85193	13.84766	13.38037	36.65083	65.28577	5.42562	7.82821	38.2292	30.94333	28.93634	13.22859	15.96379	22.61785	19.74767	4.35287	4.25176	13.47324	25.94636	23.77286	13.01014	28.4849	5.99957	29.59066	4.35443	5.00763	10.82523	6.46236	2.37469	2.35909	29.32357	27.77163	16.46785	58.31617	19.66166	10.84559	1.86673	1.28038	26.59193	9.45618	5.50854	4.85484	8.5244	4.59656	28.57389	42.90539	7.24141	13.66614	21.50964	5.46038
