Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR25368222,AMPLICON,502,30756034,PRJNA944997,SAMN36658437,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",19926813,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107459,USA,North America,USA,Homo sapiens,Illumina MiSeq,369TP02,42.4440 N 76.5019 W,369TP02,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,369TP02,SRP450576
SRR25368223,AMPLICON,502,24195898,PRJNA944997,SAMN36658023,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15272881,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107458,USA,North America,USA,Homo sapiens,Illumina MiSeq,369TP01,42.4440 N 76.5019 W,369TP01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,369TP01,SRP450576
SRR25368227,AMPLICON,502,30296202,PRJNA944997,SAMN36658129,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17687046,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107454,USA,North America,USA,Homo sapiens,Illumina MiSeq,368TP10,42.4440 N 76.5019 W,368TP10,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,368TP10,SRP450576
SRR25368228,AMPLICON,502,26204400,PRJNA944997,SAMN36658128,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15043538,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107453,USA,North America,USA,Homo sapiens,Illumina MiSeq,368TP09,42.4440 N 76.5019 W,368TP09,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,368TP09,SRP450576
SRR25368229,AMPLICON,502,30908642,PRJNA944997,SAMN36658436,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",19933296,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107452,USA,North America,USA,Homo sapiens,Illumina MiSeq,368TP08,42.4440 N 76.5019 W,368TP08,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,368TP08,SRP450576
SRR25368233,AMPLICON,502,25452906,PRJNA944997,SAMN36658362,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15098528,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107448,USA,North America,USA,Homo sapiens,Illumina MiSeq,368TP07,42.4440 N 76.5019 W,368TP07,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,368TP07,SRP450576
SRR25368234,AMPLICON,502,42334162,PRJNA944997,SAMN36658361,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",25876449,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107447,USA,North America,USA,Homo sapiens,Illumina MiSeq,368TP06,42.4440 N 76.5019 W,368TP06,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,368TP06,SRP450576
SRR25368235,AMPLICON,502,27475464,PRJNA944997,SAMN36658567,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16130515,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107446,USA,North America,USA,Homo sapiens,Illumina MiSeq,368TP05,42.4440 N 76.5019 W,368TP05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,368TP05,SRP450576
SRR25368236,AMPLICON,502,50133736,PRJNA944997,SAMN36658719,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",33446101,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107445,USA,North America,USA,Homo sapiens,Illumina MiSeq,368TP04.2,42.4440 N 76.5019 W,368TP04.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,368TP04.2,SRP450576
SRR25368237,AMPLICON,502,28663698,PRJNA944997,SAMN36658244,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16789677,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107444,USA,North America,USA,Homo sapiens,Illumina MiSeq,368TP04,42.4440 N 76.5019 W,368TP04,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,368TP04,SRP450576
SRR25368238,AMPLICON,502,40789508,PRJNA944997,SAMN36658243,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",25110590,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107443,USA,North America,USA,Homo sapiens,Illumina MiSeq,368TP03,42.4440 N 76.5019 W,368TP03,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,368TP03,SRP450576
SRR25368239,AMPLICON,502,31372992,PRJNA944997,SAMN36658502,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",20290956,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107442,USA,North America,USA,Homo sapiens,Illumina MiSeq,368TP02,42.4440 N 76.5019 W,368TP02,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,368TP02,SRP450576
SRR25368240,AMPLICON,502,34585792,PRJNA944997,SAMN36658022,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",20942172,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107441,USA,North America,USA,Homo sapiens,Illumina MiSeq,368TP01,42.4440 N 76.5019 W,368TP01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,368TP01,SRP450576
SRR25368242,AMPLICON,502,29569306,PRJNA944997,SAMN36658495,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",18508891,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107439,USA,North America,USA,Homo sapiens,Illumina MiSeq,360TP02,42.4440 N 76.5019 W,360TP02,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,360TP02,SRP450576
SRR25368243,AMPLICON,502,27729476,PRJNA944997,SAMN36658015,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16980176,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107438,USA,North America,USA,Homo sapiens,Illumina MiSeq,360TP01,42.4440 N 76.5019 W,360TP01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,360TP01,SRP450576
SRR25368244,AMPLICON,502,29842896,PRJNA944997,SAMN36658647,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16904239,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107437,USA,North America,USA,Homo sapiens,Illumina MiSeq,359TP12,42.4440 N 76.5019 W,359TP12,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,359TP12,SRP450576
SRR25368245,AMPLICON,502,40767922,PRJNA944997,SAMN36658646,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",23790120,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107436,USA,North America,USA,Homo sapiens,Illumina MiSeq,359TP11.rerun,42.4440 N 76.5019 W,359TP11.rerun,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,359TP11.rerun,SRP450576
SRR25368246,AMPLICON,502,31284640,PRJNA944997,SAMN36658709,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",18818011,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107435,USA,North America,USA,Homo sapiens,Illumina MiSeq,323TP05.2,42.4440 N 76.5019 W,323TP05.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,323TP05.2,SRP450576
SRR25368247,AMPLICON,502,44890346,PRJNA944997,SAMN36658749,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",29772897,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107434,USA,North America,USA,Homo sapiens,Illumina MiSeq,320TP05.2,42.4440 N 76.5019 W,320TP05.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,320TP05.2,SRP450576
SRR25368248,AMPLICON,502,33035616,PRJNA944997,SAMN36658702,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",19580015,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107433,USA,North America,USA,Homo sapiens,Illumina MiSeq,359TP10.2,42.4440 N 76.5019 W,359TP10.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,359TP10.2,SRP450576
SRR25368249,AMPLICON,502,58309308,PRJNA944997,SAMN36658229,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",39278348,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107432,USA,North America,USA,Homo sapiens,Illumina MiSeq,359TP10,42.4440 N 76.5019 W,359TP10,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,359TP10,SRP450576
SRR25368250,AMPLICON,502,23369606,PRJNA944997,SAMN36658228,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13805124,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107431,USA,North America,USA,Homo sapiens,Illumina MiSeq,359TP09,42.4440 N 76.5019 W,359TP09,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,359TP09,SRP450576
SRR25368251,AMPLICON,502,48206056,PRJNA944997,SAMN36658494,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",30710315,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107430,USA,North America,USA,Homo sapiens,Illumina MiSeq,359TP08,42.4440 N 76.5019 W,359TP08,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,359TP08,SRP450576
SRR25368291,AMPLICON,502,33118948,PRJNA944997,SAMN36658486,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",21208193,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21106811,USA,North America,USA,Homo sapiens,Illumina MiSeq,350TP02,42.4440 N 76.5019 W,350TP02,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,350TP02,SRP450576
SRR25368292,AMPLICON,502,22430866,PRJNA944997,SAMN36658006,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13532016,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21106810,USA,North America,USA,Homo sapiens,Illumina MiSeq,350TP01,42.4440 N 76.5019 W,350TP01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,350TP01,SRP450576
SRR25368293,AMPLICON,502,30292186,PRJNA944997,SAMN36658631,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17289810,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107404,USA,North America,USA,Homo sapiens,Illumina MiSeq,349TP12,42.4440 N 76.5019 W,349TP12,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,349TP12,SRP450576
SRR25368302,AMPLICON,502,39813620,PRJNA944997,SAMN36658330,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",24167863,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107395,USA,North America,USA,Homo sapiens,Illumina MiSeq,349TP06,42.4440 N 76.5019 W,349TP06,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,349TP06,SRP450576
SRR25368304,AMPLICON,502,20731596,PRJNA944997,SAMN36658823,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12192689,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107393,USA,North America,USA,Homo sapiens,Illumina MiSeq,349TP04.2,42.4440 N 76.5019 W,349TP04.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,349TP04.2,SRP450576
SRR25368305,AMPLICON,502,20732600,PRJNA944997,SAMN36658546,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12077907,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107392,USA,North America,USA,Homo sapiens,Illumina MiSeq,344TP05,42.4440 N 76.5019 W,344TP05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,344TP05,SRP450576
SRR25368306,AMPLICON,502,38666048,PRJNA944997,SAMN36658481,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",24622923,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107391,USA,North America,USA,Homo sapiens,Illumina MiSeq,344TP02,42.4440 N 76.5019 W,344TP02,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,344TP02,SRP450576
SRR25368307,AMPLICON,502,32320266,PRJNA944997,SAMN36658001,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",18530777,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107390,USA,North America,USA,Homo sapiens,Illumina MiSeq,344TP01,42.4440 N 76.5019 W,344TP01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,344TP01,SRP450576
SRR25368308,AMPLICON,502,32073784,PRJNA944997,SAMN36657980,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",18237299,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107389,USA,North America,USA,Homo sapiens,Illumina MiSeq,322TP01,42.4440 N 76.5019 W,322TP01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,322TP01,SRP450576
SRR25368309,AMPLICON,502,30757038,PRJNA944997,SAMN36658165,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",18314926,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107388,USA,North America,USA,Homo sapiens,Illumina MiSeq,320TP04,42.4440 N 76.5019 W,320TP04,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,320TP04,SRP450576
SRR25368310,AMPLICON,502,29702336,PRJNA944997,SAMN36658706,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17333700,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107387,USA,North America,USA,Homo sapiens,Illumina MiSeq,343TP10.2,42.4440 N 76.5019 W,343TP10.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,343TP10.2,SRP450576
SRR25368311,AMPLICON,502,50555416,PRJNA944997,SAMN36658203,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",33596397,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107386,USA,North America,USA,Homo sapiens,Illumina MiSeq,343TP10,42.4440 N 76.5019 W,343TP10,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,343TP10,SRP450576
SRR25368312,AMPLICON,502,20945448,PRJNA944997,SAMN36658202,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12018749,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107385,USA,North America,USA,Homo sapiens,Illumina MiSeq,343TP09,42.4440 N 76.5019 W,343TP09,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,343TP09,SRP450576
SRR25368313,AMPLICON,502,31842864,PRJNA944997,SAMN36658480,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",20279094,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107384,USA,North America,USA,Homo sapiens,Illumina MiSeq,343TP08,42.4440 N 76.5019 W,343TP08,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,343TP08,SRP450576
SRR25368314,AMPLICON,502,24033250,PRJNA944997,SAMN36658772,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14084227,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107383,USA,North America,USA,Homo sapiens,Illumina MiSeq,343TP07.2,42.4440 N 76.5019 W,343TP07.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,343TP07.2,SRP450576
SRR25368315,AMPLICON,502,40323652,PRJNA944997,SAMN36658321,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",26921393,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107382,USA,North America,USA,Homo sapiens,Illumina MiSeq,343TP07,42.4440 N 76.5019 W,343TP07,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,343TP07,SRP450576
SRR25368316,AMPLICON,502,47210088,PRJNA944997,SAMN36658320,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",28568907,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107381,USA,North America,USA,Homo sapiens,Illumina MiSeq,343TP06,42.4440 N 76.5019 W,343TP06,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,343TP06,SRP450576
SRR25368317,AMPLICON,502,30340880,PRJNA944997,SAMN36658545,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17699348,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107380,USA,North America,USA,Homo sapiens,Illumina MiSeq,343TP05,42.4440 N 76.5019 W,343TP05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,343TP05,SRP450576
SRR25368318,AMPLICON,502,33846848,PRJNA944997,SAMN36658089,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",21424501,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107379,USA,North America,USA,Homo sapiens,Illumina MiSeq,343TP04,42.4440 N 76.5019 W,343TP04,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,343TP04,SRP450576
SRR25368319,AMPLICON,502,52170350,PRJNA944997,SAMN36658088,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",31490413,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107378,USA,North America,USA,Homo sapiens,Illumina MiSeq,343TP03,42.4440 N 76.5019 W,343TP03,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,343TP03,SRP450576
SRR25368320,AMPLICON,502,37520484,PRJNA944997,SAMN36658590,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",22006914,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107377,USA,North America,USA,Homo sapiens,Illumina MiSeq,321TP12,42.4440 N 76.5019 W,321TP12,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,321TP12,SRP450576
SRR25368321,AMPLICON,502,25903702,PRJNA944997,SAMN36658415,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16575082,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107376,USA,North America,USA,Homo sapiens,Illumina MiSeq,343TP02,42.4440 N 76.5019 W,343TP02,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,343TP02,SRP450576
SRR25368322,AMPLICON,502,28147140,PRJNA944997,SAMN36658000,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16130260,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107375,USA,North America,USA,Homo sapiens,Illumina MiSeq,343TP01,42.4440 N 76.5019 W,343TP01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,343TP01,SRP450576
