Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR25368015,AMPLICON,502,19324992,PRJNA944997,SAMN36658837,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11704349,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107666,USA,North America,USA,Homo sapiens,Illumina MiSeq,360TP04.2,42.4440 N 76.5019 W,360TP04.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,360TP04.2,SRP450576
SRR25368016,AMPLICON,502,35806656,PRJNA944997,SAMN36658231,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",24438102,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107665,USA,North America,USA,Homo sapiens,Illumina MiSeq,360TP04,42.4440 N 76.5019 W,360TP04,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,360TP04,SRP450576
SRR25368017,AMPLICON,502,49260758,PRJNA944997,SAMN36658107,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",33229317,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107664,USA,North America,USA,Homo sapiens,Illumina MiSeq,353TP04,42.4440 N 76.5019 W,353TP04,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,353TP04,SRP450576
SRR25368018,AMPLICON,502,41096230,PRJNA944997,SAMN36658106,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",25453451,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107663,USA,North America,USA,Homo sapiens,Illumina MiSeq,353TP03,42.4440 N 76.5019 W,353TP03,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,353TP03,SRP450576
SRR25368020,AMPLICON,502,27084406,PRJNA944997,SAMN36658009,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16992060,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107661,USA,North America,USA,Homo sapiens,Illumina MiSeq,353TP01,42.4440 N 76.5019 W,353TP01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,353TP01,SRP450576
SRR25368025,AMPLICON,502,23229046,PRJNA944997,SAMN36658104,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13496406,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107656,USA,North America,USA,Homo sapiens,Illumina MiSeq,352TP09.rerun,42.4440 N 76.5019 W,352TP09.rerun,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,352TP09.rerun,SRP450576
SRR25368026,AMPLICON,502,28065314,PRJNA944997,SAMN36658053,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16522328,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107655,USA,North America,USA,Homo sapiens,Illumina MiSeq,322TP10,42.4440 N 76.5019 W,322TP10,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,322TP10,SRP450576
SRR25368027,AMPLICON,502,28286696,PRJNA944997,SAMN36658423,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",18125678,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107654,USA,North America,USA,Homo sapiens,Illumina MiSeq,352TP08,42.4440 N 76.5019 W,352TP08,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,352TP08,SRP450576
SRR25368028,AMPLICON,502,26846960,PRJNA944997,SAMN36658757,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16026605,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107653,USA,North America,USA,Homo sapiens,Illumina MiSeq,352TP07.2,42.4440 N 76.5019 W,352TP07.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,352TP07.2,SRP450576
SRR25368030,AMPLICON,502,41194120,PRJNA944997,SAMN36658336,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",24984680,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107651,USA,North America,USA,Homo sapiens,Illumina MiSeq,352TP06,42.4440 N 76.5019 W,352TP06,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,352TP06,SRP450576
SRR25368031,AMPLICON,502,31174702,PRJNA944997,SAMN36658553,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",18560174,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107650,USA,North America,USA,Homo sapiens,Illumina MiSeq,352TP05,42.4440 N 76.5019 W,352TP05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,352TP05,SRP450576
SRR25368032,AMPLICON,502,21177874,PRJNA944997,SAMN36658825,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12363594,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107649,USA,North America,USA,Homo sapiens,Illumina MiSeq,352TP04.2,42.4440 N 76.5019 W,352TP04.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,352TP04.2,SRP450576
SRR25368033,AMPLICON,502,35504954,PRJNA944997,SAMN36658217,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",23665869,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107648,USA,North America,USA,Homo sapiens,Illumina MiSeq,352TP04,42.4440 N 76.5019 W,352TP04,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,352TP04,SRP450576
SRR25368034,AMPLICON,502,20650774,PRJNA944997,SAMN36658216,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12919421,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107647,USA,North America,USA,Homo sapiens,Illumina MiSeq,352TP03,42.4440 N 76.5019 W,352TP03,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,352TP03,SRP450576
SRR25368037,AMPLICON,502,23196416,PRJNA944997,SAMN36658052,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13293934,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107644,USA,North America,USA,Homo sapiens,Illumina MiSeq,322TP09,42.4440 N 76.5019 W,322TP09,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,322TP09,SRP450576
SRR25368038,AMPLICON,502,25684328,PRJNA944997,SAMN36658523,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14889964,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107643,USA,North America,USA,Homo sapiens,Illumina MiSeq,320TP05,42.4440 N 76.5019 W,320TP05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,320TP05,SRP450576
SRR25368039,AMPLICON,502,32661626,PRJNA944997,SAMN36658698,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",18983517,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107642,USA,North America,USA,Homo sapiens,Illumina MiSeq,351TP10.2,42.4440 N 76.5019 W,351TP10.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,351TP10.2,SRP450576
SRR25368040,AMPLICON,502,56684334,PRJNA944997,SAMN36658215,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",37563418,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107641,USA,North America,USA,Homo sapiens,Illumina MiSeq,351TP10,42.4440 N 76.5019 W,351TP10,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,351TP10,SRP450576
SRR25368042,AMPLICON,502,36682144,PRJNA944997,SAMN36658487,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",23474014,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107639,USA,North America,USA,Homo sapiens,Illumina MiSeq,351TP08,42.4440 N 76.5019 W,351TP08,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,351TP08,SRP450576
SRR25368043,AMPLICON,502,30694288,PRJNA944997,SAMN36658715,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",18218314,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107638,USA,North America,USA,Homo sapiens,Illumina MiSeq,351TP07.2,42.4440 N 76.5019 W,351TP07.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,351TP07.2,SRP450576
SRR25368044,AMPLICON,502,55002132,PRJNA944997,SAMN36658335,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",37093580,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107637,USA,North America,USA,Homo sapiens,Illumina MiSeq,351TP07,42.4440 N 76.5019 W,351TP07,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,351TP07,SRP450576
SRR25368045,AMPLICON,502,48532858,PRJNA944997,SAMN36658334,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",29584932,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107636,USA,North America,USA,Homo sapiens,Illumina MiSeq,351TP06,42.4440 N 76.5019 W,351TP06,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,351TP06,SRP450576
SRR25368046,AMPLICON,502,30062270,PRJNA944997,SAMN36658552,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17647206,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107635,USA,North America,USA,Homo sapiens,Illumina MiSeq,351TP05,42.4440 N 76.5019 W,351TP05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,351TP05,SRP450576
SRR25368047,AMPLICON,502,25868060,PRJNA944997,SAMN36658751,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15086601,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107634,USA,North America,USA,Homo sapiens,Illumina MiSeq,351TP04.2,42.4440 N 76.5019 W,351TP04.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,351TP04.2,SRP450576
SRR25368048,AMPLICON,502,45377286,PRJNA944997,SAMN36658103,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",30239231,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107633,USA,North America,USA,Homo sapiens,Illumina MiSeq,351TP04,42.4440 N 76.5019 W,351TP04,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,351TP04,SRP450576
SRR25368050,AMPLICON,502,14338626,PRJNA944997,SAMN36658207,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",8524398,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107631,USA,North America,USA,Homo sapiens,Illumina MiSeq,346TP04,42.4440 N 76.5019 W,346TP04,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,346TP04,SRP450576
SRR25368051,AMPLICON,502,28117020,PRJNA944997,SAMN36658169,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16612756,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107630,USA,North America,USA,Homo sapiens,Illumina MiSeq,322TP04.rerun,42.4440 N 76.5019 W,322TP04.rerun,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,322TP04.rerun,SRP450576
SRR25368052,AMPLICON,502,36360864,PRJNA944997,SAMN36658206,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",22296849,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107629,USA,North America,USA,Homo sapiens,Illumina MiSeq,346TP03,42.4440 N 76.5019 W,346TP03,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,346TP03,SRP450576
SRR25368053,AMPLICON,502,24370594,PRJNA944997,SAMN36658483,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15626391,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107628,USA,North America,USA,Homo sapiens,Illumina MiSeq,346TP02,42.4440 N 76.5019 W,346TP02,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,346TP02,SRP450576
SRR25368055,AMPLICON,502,24423304,PRJNA944997,SAMN36658625,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14508563,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107626,USA,North America,USA,Homo sapiens,Illumina MiSeq,345TP12.rerun,42.4440 N 76.5019 W,345TP12.rerun,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,345TP12.rerun,SRP450576
SRR25368056,AMPLICON,502,28211898,PRJNA944997,SAMN36658624,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15969230,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107625,USA,North America,USA,Homo sapiens,Illumina MiSeq,345TP11,42.4440 N 76.5019 W,345TP11,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,345TP11,SRP450576
SRR25368057,AMPLICON,502,23020716,PRJNA944997,SAMN36658829,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13812541,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107624,USA,North America,USA,Homo sapiens,Illumina MiSeq,345TP10.2,42.4440 N 76.5019 W,345TP10.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,345TP10.2,SRP450576
SRR25368058,AMPLICON,502,42434562,PRJNA944997,SAMN36658205,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",28751527,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107623,USA,North America,USA,Homo sapiens,Illumina MiSeq,345TP10,42.4440 N 76.5019 W,345TP10,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,345TP10,SRP450576
SRR25368059,AMPLICON,502,22890698,PRJNA944997,SAMN36658204,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13617501,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107622,USA,North America,USA,Homo sapiens,Illumina MiSeq,345TP09.rerun,42.4440 N 76.5019 W,345TP09.rerun,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,345TP09.rerun,SRP450576
SRR25368060,AMPLICON,502,37870880,PRJNA944997,SAMN36658482,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",24472289,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107621,USA,North America,USA,Homo sapiens,Illumina MiSeq,345TP08,42.4440 N 76.5019 W,345TP08,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,345TP08,SRP450576
SRR25368061,AMPLICON,502,35445216,PRJNA944997,SAMN36658824,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",23570140,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107620,USA,North America,USA,Homo sapiens,Illumina MiSeq,345TP07.2,42.4440 N 76.5019 W,345TP07.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,345TP07.2,SRP450576
SRR25368062,AMPLICON,502,32055712,PRJNA944997,SAMN36658168,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",19472301,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107619,USA,North America,USA,Homo sapiens,Illumina MiSeq,322TP03,42.4440 N 76.5019 W,322TP03,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,322TP03,SRP450576
SRR25368063,AMPLICON,502,21176870,PRJNA944997,SAMN36658325,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12332294,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107618,USA,North America,USA,Homo sapiens,Illumina MiSeq,345TP07,42.4440 N 76.5019 W,345TP07,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,345TP07,SRP450576
SRR25368064,AMPLICON,502,25620574,PRJNA944997,SAMN36658324,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16121695,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107617,USA,North America,USA,Homo sapiens,Illumina MiSeq,345TP06,42.4440 N 76.5019 W,345TP06,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,345TP06,SRP450576
SRR25368065,AMPLICON,502,20957998,PRJNA944997,SAMN36658547,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12432672,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107616,USA,North America,USA,Homo sapiens,Illumina MiSeq,345TP05,42.4440 N 76.5019 W,345TP05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,345TP05,SRP450576
SRR25368066,AMPLICON,502,31698288,PRJNA944997,SAMN36658841,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",21462778,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107615,USA,North America,USA,Homo sapiens,Illumina MiSeq,345TP04.2,42.4440 N 76.5019 W,345TP04.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,345TP04.2,SRP450576
SRR25368067,AMPLICON,502,16940492,PRJNA944997,SAMN36658093,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10037636,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107614,USA,North America,USA,Homo sapiens,Illumina MiSeq,345TP04,42.4440 N 76.5019 W,345TP04,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,345TP04,SRP450576
SRR25368068,AMPLICON,502,22387694,PRJNA944997,SAMN36658092,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13953166,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107613,USA,North America,USA,Homo sapiens,Illumina MiSeq,345TP03,42.4440 N 76.5019 W,345TP03,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,345TP03,SRP450576
SRR25368070,AMPLICON,502,18965560,PRJNA944997,SAMN36658002,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10979208,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107611,USA,North America,USA,Homo sapiens,Illumina MiSeq,345TP01.rerun,42.4440 N 76.5019 W,345TP01.rerun,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,345TP01.rerun,SRP450576
SRR25368071,AMPLICON,502,33346856,PRJNA944997,SAMN36658623,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",19279521,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107610,USA,North America,USA,Homo sapiens,Illumina MiSeq,344TP12.rerun,42.4440 N 76.5019 W,344TP12.rerun,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,344TP12.rerun,SRP450576
